range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-210.27721320150508,0.11500586728476273,-0.20298404102025835,0.12334878610626263,-0.0467748944808749
long,Equal,0.0,-195.49775412526802,0.14156765608711616,-0.822837499141398,0.19153028807475855,-0.14187500000000003
long,Bayes(stimulus),0.0,-189.49323467942924,0.1503285049043248,-1.0554293208678405,0.18400012196445012,-0.1290413264927598
long,Bayes(range),0.0,-188.67555676507612,0.15156274707402528,-1.089319259327851,0.2023040959742379,-0.15699442442537073
long,LLM(Combined),,,0.0,1.0,0.17787757306642119,-0.09773
medium,EmpiricalLinear,3.0,-236.76223350646208,0.0882464037127999,0.11427592670714981,0.17807922106596344,0.09857137633049876
medium,Bayes(range),0.0,-194.9206357288123,0.14238703118185775,-1.3059255801513316,0.17536692806505577,0.010986879037848103
medium,Bayes(stimulus),0.0,-176.50951119760407,0.17117050534276318,-2.3324395710834325,0.22952975314157562,-0.008206117088018654
medium,Equal,0.0,-174.46046294763045,0.17471405209656146,-2.4718430965769502,0.18357225008154146,-0.014270000000000014
medium,LLM(Combined),,,0.0,1.0,0.21818348012624605,0.11272999999999998
short,EmpiricalLinear,3.0,-275.5709037156939,0.05986225911479883,-0.5445012698810932,0.36629794108686203,0.347953518150377
short,Bayes(range),0.0,-169.3909063484395,0.18379963342254255,-13.560334307229256,0.27734904679092587,0.24045967271254823
short,Bayes(stimulus),0.0,-165.46472832960202,0.19115946895108465,-14.749751124776184,0.2805947371931438,0.23731817793516735
short,Equal,0.0,-157.13604350197818,0.2077623428388525,-17.604402757520557,0.2624941076327408,0.21941733340000005
short,LLM(Combined),,,0.0,1.0,0.40067890261405076,0.38475000000000004
