range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-235.99012944392163,0.08893039494506755,0.4032873123846962,0.15485037440416655,-0.10271205956703267
long,Bayes(stimulus),0.0,-213.37141460437928,0.11839673344266957,-0.05765559422879685,0.1767021714039639,-0.1107281514890456
long,Bayes(range),0.0,-213.2353576143924,0.11855793010924563,-0.0605375422743315,0.16363163147381066,-0.12586167692515368
long,Equal,0.0,-188.5793688471743,0.15170860226104516,-0.7365418104007646,0.1821972639750663,-0.14375
long,LLM(Combined),,,0.0,1.0,0.10074474179826955,-0.04745
medium,EmpiricalLinear,3.0,-209.50227079789207,0.09609519281558099,0.5837966296451798,0.16383422671973757,0.030896569929461052
medium,Equal,0.0,-188.83096219930084,0.12841212525709353,0.25678522437781703,0.15469615309570148,-0.08324565217391307
medium,Bayes(range),0.0,-170.27099055380882,0.15711588318018446,-0.11260869526211148,0.17093856937607924,-0.11452322000398896
medium,LLM(Combined),,,0.0,1.0,0.1584277636790592,-0.006397826086956523
medium,Bayes(stimulus),0.0,,0.16095821048189662,-0.1619766217443217,0.12571443848393846,-0.08685583154585681
short,Bayes(range),0.0,-276.7428913340394,0.05937351339071691,0.8211885700697011,0.07777885021408325,0.03900762189288871
short,EmpiricalLinear,3.0,-265.4291809158082,0.0626817138085811,0.8007072485982876,0.0802832618579837,0.04683389309380325
short,Bayes(stimulus),0.0,-228.17860919226055,0.09745611010704944,0.5182431214392982,0.0816066168458638,-0.011280502090777963
short,Equal,0.0,-179.51589567773408,0.1601259070932901,-0.30056776169853183,0.15136913321346568,0.06086326530612245
short,LLM(Combined),,,0.0,1.0,0.08970508483301246,0.025455102040816337
