range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.589180744850239,0.41081925514976103
short,1,0.8222400668365956,0.17775993316340444
short,2,0.8202822318345399,0.17971776816546015
short,3,0.5296373910655705,0.4703626089344295
short,4,0.3765640017664025,0.6234359982335975
short,5,0.236765428756652,0.763234571243348
short,6,0.4819794996142401,0.5180205003857599
short,7,0.8960767425885592,0.10392325741144082
short,8,0.6906502472384128,0.30934975276158716
short,9,0.7662365591397852,0.23376344086021483
medium,0,0.9354261871647128,0.06457381283528718
medium,1,0.9249965907541254,0.07500340924587456
medium,2,0.7606248950109187,0.23937510498908132
medium,3,0.7174827714940117,0.28251722850598826
medium,4,0.397741065418925,0.6022589345810749
medium,5,0.4430388730588835,0.5569611269411165
medium,6,0.23721905205543278,0.7627809479445672
medium,7,0.4934333958724201,0.5065666041275799
medium,8,0.19524757111085078,0.8047524288891492
medium,9,0.36458665363865717,0.6354133463613428
long,0,0.35544719620171816,0.6445528037982818
long,1,0.40559148758606295,0.5944085124139371
long,2,0.31713214847056054,0.6828678515294395
long,3,0.4875900720576461,0.512409927942354
long,4,0.4743295019157083,0.5256704980842917
long,5,0.39076994434137224,0.6092300556586278
long,6,0.10708837587714828,0.8929116241228517
long,7,0.6344589323526127,0.36554106764738725
long,8,0.2684698608964451,0.7315301391035549
long,9,0.3729927007299271,0.6270072992700729
