range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-232.1153866912786,0.092443848043425,-0.06823313013448185,0.23290957164068593,-0.20764529837018655
long,Bayes(range),0.0,-198.04116151204977,0.13801241761624145,-1.3809284270349793,0.2848130471902485,-0.26241350005148434
long,Equal,0.0,-197.88921600305434,0.1382222806850537,-1.3881748597222217,0.2746455679751895,-0.23874933329999998
long,Bayes(stimulus),0.0,-187.64680030435778,0.15313000644526018,-1.9310998592406783,0.3081788747900188,-0.2785057699589099
long,LLM(Combined),,,0.0,1.0,0.22477116038317727,-0.18805600000000003
medium,Equal,0.0,-199.75773227788275,0.13566355442785658,-0.05227338987294572,0.17208605881941746,-0.08467000000000001
medium,Bayes(range),0.0,-198.24984603965268,0.13772470736229564,-0.084490923141743,0.16561756026801336,-0.09713976250536453
medium,EmpiricalLinear,3.0,-191.93100781771196,0.13816452715465602,-0.09142856263258636,0.14505811759241743,-0.05298462383107834
medium,Bayes(stimulus),0.0,-190.44136136575057,0.14890993577512623,-0.26779652654026775,0.1814656351151663,-0.09230494785270833
medium,LLM(Combined),,,0.0,1.0,0.1939324316353508,-0.08979
short,EmpiricalLinear,3.0,-257.121516366778,0.071990928298078,0.39341131118691364,0.22094471344620759,0.19072792220126444
short,Bayes(stimulus),0.0,-239.11752254923843,0.0915220615843047,0.019629241966144018,0.178981218201912,0.14445978522921302
short,Bayes(range),0.0,-230.95679047856294,0.09930415113406602,-0.1541800599786316,0.1818091259617749,0.142320600919256
short,Equal,0.0,-225.85650279237092,0.10450033226954086,-0.2781272758010822,0.19334248882344626,0.15322733333333333
short,LLM(Combined),,,0.0,1.0,0.23734454815731496,0.207944
