range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Equal,0.0,-259.8960057894387,0.0667200307254126,0.6105780730897009,0.06457215960329446,-0.023919999999999993
long,Combo_NonOracle,0.0,-259.72491930362827,0.06683904190427532,0.6091875792213342,0.06255190893886622,-0.023234737845178665
long,EmpiricalLinear,2.0,-255.75338598462304,0.06681922519997875,0.6094192841016082,0.06269593085903043,-0.023286718693074877
long,Combo_Oracle,0.0,-234.06084162012164,0.08732366580185447,0.3329293330306058,0.061803308861867565,0.02098344302851164
long,LLM(Combined),,,0.0,1.0,0.06522359973583182,-0.024024166666666662
medium,Combo_NonOracle,0.0,-302.7242665398582,0.04844904433481141,0.8838885092522496,0.08228748659234206,-0.05766641944771413
medium,Equal,0.0,-301.8335569763782,0.04888251221040097,0.8818015433320142,0.08307097952955655,-0.056570000000000016
medium,EmpiricalLinear,2.0,-298.68255700288506,0.0484692564217709,0.8837916097111506,0.0823396419583043,-0.057583250091080194
medium,Combo_Oracle,0.0,-291.52767066016264,0.05418903448544117,0.854746168457443,0.0549354535977641,-0.005624207889225331
medium,LLM(Combined),,,0.0,1.0,0.059280263494691066,-0.03207000000000001
short,Combo_NonOracle,0.0,-294.2063738053319,0.052756740213314564,0.5460356419245082,0.11991120276433306,-0.1033137789776751
short,Equal,0.0,-293.9514558710366,0.05289139816643156,0.5437152587489233,0.12034337763250622,-0.10295599999999999
short,EmpiricalLinear,2.0,-290.2009021820301,0.052759626942381135,0.5459859607669775,0.11994081131178545,-0.10328663950340511
short,Combo_Oracle,0.0,-247.63069490700437,0.0840530653582783,-0.1523196384500849,0.06244733190811656,-0.014519897418144679
short,LLM(Combined),,,0.0,1.0,0.11143085093455941,-0.08165599999999999
