correct,response,input_value,range_category,trial,stimulus_id
5.544,5.0,5.544,short,0,0
5.22,6.0,5.22,short,1,1
5.076,5.0,5.076,short,2,2
5.04,6.0,5.04,short,3,3
4.86,4.0,4.86,short,4,4
4.788,5.0,4.788,short,5,5
4.176,5.0,4.176,short,6,6
5.148,4.0,5.148,short,7,7
4.788,6.0,4.788,short,8,8
4.5,3.0,4.5,short,9,9
5.544,5.0,5.544,short,10,0
5.22,6.0,5.22,short,11,1
5.076,5.0,5.076,short,12,2
5.04,5.0,5.04,short,13,3
4.86,4.0,4.86,short,14,4
4.788,5.0,4.788,short,15,5
4.176,5.0,4.176,short,16,6
5.148,4.0,5.148,short,17,7
4.788,6.0,4.788,short,18,8
4.5,4.0,4.5,short,19,9
5.544,4.0,5.544,short,20,0
5.22,5.0,5.22,short,21,1
5.076,4.0,5.076,short,22,2
5.04,5.0,5.04,short,23,3
4.86,3.0,4.86,short,24,4
4.788,4.0,4.788,short,25,5
4.176,4.0,4.176,short,26,6
5.148,4.0,5.148,short,27,7
4.788,5.0,4.788,short,28,8
4.5,3.0,4.5,short,29,9
5.544,5.0,5.544,short,30,0
5.22,6.0,5.22,short,31,1
5.076,5.0,5.076,short,32,2
5.04,6.0,5.04,short,33,3
4.86,4.0,4.86,short,34,4
4.788,5.0,4.788,short,35,5
4.176,5.0,4.176,short,36,6
5.148,4.0,5.148,short,37,7
4.788,5.0,4.788,short,38,8
4.5,3.0,4.5,short,39,9
5.544,5.0,5.544,short,40,0
5.22,6.0,5.22,short,41,1
5.076,5.0,5.076,short,42,2
5.04,6.0,5.04,short,43,3
4.86,4.0,4.86,short,44,4
4.788,5.0,4.788,short,45,5
4.176,5.0,4.176,short,46,6
5.148,4.0,5.148,short,47,7
4.788,6.0,4.788,short,48,8
4.5,4.0,4.5,short,49,9
6.3,6.0,6.3,medium,0,0
5.544,5.0,5.544,medium,1,1
5.22,7.0,5.22,medium,2,2
5.076,5.0,5.076,medium,3,3
6.336,5.0,6.336,medium,4,4
6.48,6.0,6.48,medium,5,5
6.3,6.0,6.3,medium,6,6
6.192,8.0,6.192,medium,7,7
5.04,7.0,5.04,medium,8,8
4.86,5.0,4.86,medium,9,9
6.3,6.0,6.3,medium,10,0
5.544,5.0,5.544,medium,11,1
5.22,7.0,5.22,medium,12,2
5.076,5.0,5.076,medium,13,3
6.336,5.0,6.336,medium,14,4
6.48,6.0,6.48,medium,15,5
6.3,5.0,6.3,medium,16,6
6.192,7.0,6.192,medium,17,7
5.04,6.0,5.04,medium,18,8
4.86,5.0,4.86,medium,19,9
6.3,5.0,6.3,medium,20,0
5.544,5.0,5.544,medium,21,1
5.22,6.0,5.22,medium,22,2
5.076,4.0,5.076,medium,23,3
6.336,4.0,6.336,medium,24,4
6.48,5.0,6.48,medium,25,5
6.3,5.0,6.3,medium,26,6
6.192,7.0,6.192,medium,27,7
5.04,6.0,5.04,medium,28,8
4.86,4.0,4.86,medium,29,9
6.3,5.0,6.3,medium,30,0
5.544,5.0,5.544,medium,31,1
5.22,6.0,5.22,medium,32,2
5.076,5.0,5.076,medium,33,3
6.336,4.0,6.336,medium,34,4
6.48,5.0,6.48,medium,35,5
6.3,5.0,6.3,medium,36,6
6.192,7.0,6.192,medium,37,7
5.04,6.0,5.04,medium,38,8
4.86,4.0,4.86,medium,39,9
6.3,6.0,6.3,medium,40,0
5.544,6.0,5.544,medium,41,1
5.22,7.0,5.22,medium,42,2
5.076,5.0,5.076,medium,43,3
6.336,5.0,6.336,medium,44,4
6.48,6.0,6.48,medium,45,5
6.3,6.0,6.3,medium,46,6
6.192,8.0,6.192,medium,47,7
5.04,7.0,5.04,medium,48,8
4.86,5.0,4.86,medium,49,9
6.3,5.0,6.3,long,0,0
8.676,5.0,8.676,long,1,1
6.336,4.0,6.336,long,2,2
8.568,7.0,8.568,long,3,3
8.316,7.0,8.316,long,4,4
6.48,6.0,6.48,long,5,5
6.3,5.0,6.3,long,6,6
6.192,8.0,6.192,long,7,7
8.892,4.0,8.892,long,8,8
6.48,7.0,6.48,long,9,9
6.3,4.0,6.3,long,10,0
8.676,5.0,8.676,long,11,1
6.336,4.0,6.336,long,12,2
8.568,6.0,8.568,long,13,3
8.316,7.0,8.316,long,14,4
6.48,6.0,6.48,long,15,5
6.3,5.0,6.3,long,16,6
6.192,7.0,6.192,long,17,7
8.892,4.0,8.892,long,18,8
6.48,7.0,6.48,long,19,9
6.3,5.0,6.3,long,20,0
8.676,6.0,8.676,long,21,1
6.336,5.0,6.336,long,22,2
8.568,6.0,8.568,long,23,3
8.316,7.0,8.316,long,24,4
6.48,6.0,6.48,long,25,5
6.3,5.0,6.3,long,26,6
6.192,7.0,6.192,long,27,7
8.892,4.0,8.892,long,28,8
6.48,7.0,6.48,long,29,9
6.3,5.0,6.3,long,30,0
8.676,6.0,8.676,long,31,1
6.336,5.0,6.336,long,32,2
8.568,7.0,8.568,long,33,3
8.316,7.0,8.316,long,34,4
6.48,6.0,6.48,long,35,5
6.3,5.0,6.3,long,36,6
6.192,7.0,6.192,long,37,7
8.892,4.0,8.892,long,38,8
6.48,7.0,6.48,long,39,9
6.3,6.0,6.3,long,40,0
8.676,6.0,8.676,long,41,1
6.336,5.0,6.336,long,42,2
8.568,7.0,8.568,long,43,3
8.316,7.0,8.316,long,44,4
6.48,6.0,6.48,long,45,5
6.3,5.0,6.3,long,46,6
6.192,8.0,6.192,long,47,7
8.892,4.0,8.892,long,48,8
6.48,8.0,6.48,long,49,9
