range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-273.26066983061673,0.0612613158261321,0.7423140271003716,0.09052322183991525,-0.08288009264291317
long,Bayes(range),0.0,-265.30788354901154,0.07043402410722353,0.6593698072830791,0.12485765405289245,-0.12029920163484001
long,Equal,0.0,-264.76609286844183,0.07081666470542085,0.6556587320551166,0.12541212277925926,-0.12085599999999998
long,Bayes(stimulus),0.0,-261.6595763058108,0.07305112334477355,0.6335861050962974,0.11782646945649465,-0.1113036591784213
long,LLM(Combined),,,0.0,1.0,0.10151846403487395,-0.07945599999999998
medium,EmpiricalLinear,3.0,-279.516376533857,0.05754639623542401,0.8987078839154148,0.0872061567525597,-0.04848686574241066
medium,Equal,0.0,-265.901576487664,0.07001710112536792,0.8500495986350779,0.09836726218615623,-0.07721700000000001
medium,Bayes(stimulus),0.0,-265.28582660780773,0.07044956141197557,0.8481915423051316,0.08504686179934927,-0.06641266286062857
medium,Bayes(range),0.0,-259.64052716429205,0.07454105200521122,0.8300463813522345,0.095654752779286,-0.07597076257190317
medium,LLM(Combined),,,0.0,1.0,0.08950623240869879,-0.05167000000000001
short,Bayes(stimulus),0.0,-275.79933256042983,0.0634189018378772,0.776691427217824,0.06393865934513801,-0.039150384823480905
short,Bayes(range),0.0,-271.12907270050766,0.06645098125476391,0.7548280633509643,0.05392350549912062,-0.02279803558505368
short,EmpiricalLinear,3.0,-270.6869827452306,0.06285845492231784,0.7806208424729959,0.05312499113072195,-0.01601504161467564
short,Equal,0.0,-260.94759054912777,0.07357309290766564,0.6994574354441456,0.053595060779889035,-0.01765599999999999
short,LLM(Combined),,,0.0,1.0,0.06056539061213095,-0.01625599999999999
