correct,response,input_value,range_category,trial,stimulus_id
2.4622,1.12,2.4622,short,0,0
4.8023,1.91,4.8023,short,1,1
4.0078,1.56,4.0078,short,2,2
3.4004,1.77,3.4004,short,3,3
1.5,1.03,1.5,short,4,4
1.6771,1.15,1.6771,short,5,5
1.25,0.79,1.25,short,6,6
4.3732,2.07,4.3732,short,7,7
3.4004,1.72,3.4004,short,8,8
3.8243,3.02,3.8243,short,9,9
1.0308,0.61,1.0308,short,10,10
4.8088,2.56,4.8088,short,11,11
4.3157,2.05,4.3157,short,12,12
1.75,0.54,1.75,short,13,13
1.8028,1.54,1.8028,short,14,14
1.82,1.03,1.82,short,15,15
2.136,1.08,2.136,short,16,16
3.0104,1.62,3.0104,short,17,17
2.6575,2.03,2.6575,short,18,18
2.25,1.46,2.25,short,19,19
2.4622,6.201560774207852,2.4622,short,20,0
4.8023,5.385164807134504,4.8023,short,21,1
4.0078,3.7301090584418515,4.0078,short,22,2
3.4004,4.4271869425316,3.4004,short,23,3
1.5,1.4142135623730951,1.5,short,24,4
1.6771,1.0905365064094075,1.6771,short,25,5
1.25,0.7071067811865476,1.25,short,26,6
4.3732,4.690516984410312,4.3732,short,27,7
3.4004,4.401011356737593,3.4004,short,28,8
3.8243,4.795831523312712,3.8243,short,29,9
1.0308,0.7071067811865476,1.0308,short,30,10
4.8088,5.220194687525363,4.8088,short,31,11
4.3157,4.401011356737593,4.3157,short,32,12
1.75,0.7810249675906654,1.75,short,33,13
1.8028,3.863705255302775,1.8028,short,34,14
1.82,1.25,1.82,short,35,15
2.136,1.1802476522313514,2.136,short,36,16
3.0104,2.984931922024042,3.0104,short,37,17
2.6575,3.4963165486272985,2.6575,short,38,18
2.25,1.0905365064094075,2.25,short,39,19
2.4622,3.5,2.4622,short,40,0
4.8023,4.291,4.8023,short,41,1
4.0078,3.015,4.0078,short,42,2
3.4004,3.354,3.4004,short,43,3
1.5,1.03,1.5,short,44,4
1.6771,1.303,1.6771,short,45,5
1.25,0.781,1.25,short,46,6
4.3732,3.041,4.3732,short,47,7
3.4004,3.122,3.4004,short,48,8
3.8243,3.354,3.8243,short,49,9
1.0308,0.781,1.0308,short,50,10
4.8088,4.186,4.8088,short,51,11
4.3157,3.951,4.3157,short,52,12
1.75,0.64,1.75,short,53,13
1.8028,3.041,1.8028,short,54,14
1.82,1.303,1.82,short,55,15
2.136,1.118,2.136,short,56,16
3.0104,2.5,3.0104,short,57,17
2.6575,3.201,2.6575,short,58,18
2.25,1.03,2.25,short,59,19
2.4622,5.22,2.4622,short,60,0
4.8023,5.31,4.8023,short,61,1
4.0078,3.62,4.0078,short,62,2
3.4004,4.52,3.4004,short,63,3
1.5,1.12,1.5,short,64,4
