start,end,text,file,session,session_order
0.0,0.11999999999999744,Good,ES2008b.A.words.xml,ES2008b,0
0.11999999999999744,0.19999999999999574,to,ES2008b.A.words.xml,ES2008b,0
0.19999999999999574,0.3299999999999983,see,ES2008b.A.words.xml,ES2008b,0
0.3299999999999983,0.3999999999999986,you,ES2008b.A.words.xml,ES2008b,0
0.3999999999999986,0.5999999999999943,all,ES2008b.A.words.xml,ES2008b,0
0.5999999999999943,1.2999999999999972,again,ES2008b.A.words.xml,ES2008b,0
1.2999999999999972,1.2999999999999972,.,ES2008b.A.words.xml,ES2008b,0
1.2999999999999972,2.1999999999999957,Let's,ES2008b.A.words.xml,ES2008b,0
2.1999999999999957,2.3900000000000006,see,ES2008b.A.words.xml,ES2008b,0
2.3900000000000006,2.519999999999996,if,ES2008b.A.words.xml,ES2008b,0
2.519999999999996,2.729999999999997,that,ES2008b.A.words.xml,ES2008b,0
2.729999999999997,3.3399999999999963,comes,ES2008b.A.words.xml,ES2008b,0
3.3399999999999963,3.519999999999996,up,ES2008b.A.words.xml,ES2008b,0
3.519999999999996,3.519999999999996,.,ES2008b.A.words.xml,ES2008b,0
8.099999999999994,8.189999999999998,This,ES2008b.A.words.xml,ES2008b,0
8.189999999999998,8.329999999999998,is,ES2008b.A.words.xml,ES2008b,0
8.329999999999998,8.439999999999998,our,ES2008b.A.words.xml,ES2008b,0
8.439999999999998,9.019999999999996,functional,ES2008b.A.words.xml,ES2008b,0
9.019999999999996,9.409999999999997,design,ES2008b.A.words.xml,ES2008b,0
9.409999999999997,9.71,meeting,ES2008b.A.words.xml,ES2008b,0
9.71,9.71,.,ES2008b.A.words.xml,ES2008b,0
10.949999999999996,11.529999999999994,Um,ES2008b.A.words.xml,ES2008b,0
11.529999999999994,11.529999999999994,.,ES2008b.A.words.xml,ES2008b,0
12.919999999999995,13.169999999999995,Just,ES2008b.A.words.xml,ES2008b,0
13.169999999999995,13.199999999999996,a,ES2008b.A.words.xml,ES2008b,0
13.199999999999996,13.43,sec,ES2008b.A.words.xml,ES2008b,0
13.43,13.559999999999995,while,ES2008b.A.words.xml,ES2008b,0
13.559999999999995,13.759999999999998,my,ES2008b.A.words.xml,ES2008b,0
13.759999999999998,14.18999999999999,PowerPoint,ES2008b.A.words.xml,ES2008b,0
14.18999999999999,14.380000000000003,comes,ES2008b.A.words.xml,ES2008b,0
14.380000000000003,14.469999999999992,up,ES2008b.A.words.xml,ES2008b,0
14.469999999999992,14.469999999999992,.,ES2008b.A.words.xml,ES2008b,0
16.65,16.759999999999998,Et,ES2008b.A.words.xml,ES2008b,0
16.759999999999998,17.07999999999999,voila,ES2008b.A.words.xml,ES2008b,0
17.07999999999999,17.07999999999999,.,ES2008b.A.words.xml,ES2008b,0
21.6,22.270000000000003,Okay,ES2008b.A.words.xml,ES2008b,0
22.270000000000003,22.270000000000003,.,ES2008b.A.words.xml,ES2008b,0
22.270000000000003,22.759999999999998,Mm,ES2008b.A.words.xml,ES2008b,0
22.759999999999998,23.410000000000004,um,ES2008b.A.words.xml,ES2008b,0
23.410000000000004,23.559999999999995,we,ES2008b.A.words.xml,ES2008b,0
23.559999999999995,23.71,put,ES2008b.A.words.xml,ES2008b,0
23.71,23.79,the,ES2008b.A.words.xml,ES2008b,0
23.79,24.089999999999996,fashion,ES2008b.A.words.xml,ES2008b,0
24.089999999999996,24.21999999999999,in,ES2008b.A.words.xml,ES2008b,0
24.21999999999999,24.889999999999993,electronics,ES2008b.A.words.xml,ES2008b,0
24.889999999999993,24.889999999999993,.,ES2008b.A.words.xml,ES2008b,0
25.660000000000004,25.869999999999997,Let's,ES2008b.A.words.xml,ES2008b,0
25.869999999999997,27.169999999999995,start,ES2008b.A.words.xml,ES2008b,0
27.169999999999995,27.169999999999995,.,ES2008b.A.words.xml,ES2008b,0
27.169999999999995,27.35,Okay,ES2008b.A.words.xml,ES2008b,0
27.35,27.35,",",ES2008b.A.words.xml,ES2008b,0
27.35,27.509999999999998,our,ES2008b.A.words.xml,ES2008b,0
27.509999999999998,27.869999999999997,agenda,ES2008b.A.words.xml,ES2008b,0
27.869999999999997,28.359999999999992,today,ES2008b.A.words.xml,ES2008b,0
28.359999999999992,29.43,um,ES2008b.A.words.xml,ES2008b,0
29.43,29.71,just,ES2008b.A.words.xml,ES2008b,0
29.71,29.9,check,ES2008b.A.words.xml,ES2008b,0
29.9,29.96,the,ES2008b.A.words.xml,ES2008b,0
29.96,30.43999999999999,time,ES2008b.A.words.xml,ES2008b,0
30.43999999999999,30.43999999999999,",",ES2008b.A.words.xml,ES2008b,0
30.43999999999999,30.57,it's,ES2008b.A.words.xml,ES2008b,0
30.57,30.919999999999995,twelve,ES2008b.A.words.xml,ES2008b,0
30.919999999999995,31.740000000000002,thirteen,ES2008b.A.words.xml,ES2008b,0
31.740000000000002,31.740000000000002,.,ES2008b.A.words.xml,ES2008b,0
33.059999999999995,33.68999999999999,Um,ES2008b.A.words.xml,ES2008b,0
33.68999999999999,33.68999999999999,.,ES2008b.A.words.xml,ES2008b,0
35.199999999999996,35.300000000000004,I'm,ES2008b.A.words.xml,ES2008b,0
35.300000000000004,35.419999999999995,gonna,ES2008b.A.words.xml,ES2008b,0
35.419999999999995,35.52,do,ES2008b.A.words.xml,ES2008b,0
35.52,35.6,an,ES2008b.A.words.xml,ES2008b,0
35.6,36.12,opening,ES2008b.A.words.xml,ES2008b,0
36.12,36.12,",",ES2008b.A.words.xml,ES2008b,0
36.12,36.35,talk,ES2008b.A.words.xml,ES2008b,0
36.35,36.96999999999999,about,ES2008b.A.words.xml,ES2008b,0
36.96999999999999,37.35999999999999,um,ES2008b.A.words.xml,ES2008b,0
37.35999999999999,37.49,did,ES2008b.A.words.xml,ES2008b,0
37.49,37.559999999999995,you,ES2008b.A.words.xml,ES2008b,0
37.559999999999995,37.68999999999999,all,ES2008b.A.words.xml,ES2008b,0
37.68999999999999,37.82,get,ES2008b.A.words.xml,ES2008b,0
37.82,37.9,the,ES2008b.A.words.xml,ES2008b,0
37.9,38.26,minutes,ES2008b.A.words.xml,ES2008b,0
38.26,38.26,?,ES2008b.A.words.xml,ES2008b,0
38.26,38.339999999999996,I,ES2008b.A.words.xml,ES2008b,0
38.339999999999996,38.65,e-mailed,ES2008b.A.words.xml,ES2008b,0
38.65,38.74,them,ES2008b.A.words.xml,ES2008b,0
38.74,38.85,to,ES2008b.A.words.xml,ES2008b,0
38.85,39.13,you,ES2008b.A.words.xml,ES2008b,0
39.13,39.13,.,ES2008b.A.words.xml,ES2008b,0
39.13,39.24,I'm,ES2008b.A.words.xml,ES2008b,0
39.24,39.49,also,ES2008b.A.words.xml,ES2008b,0
39.419999999999995,39.93,Yep,ES2008b.C.words.xml,ES2008b,0
39.49,39.76,putting,ES2008b.A.words.xml,ES2008b,0
39.76,39.96999999999999,'em,ES2008b.A.words.xml,ES2008b,0
39.93,39.93,.,ES2008b.C.words.xml,ES2008b,0
39.96999999999999,40.12,them,ES2008b.A.words.xml,ES2008b,0
40.12,40.21,in,ES2008b.A.words.xml,ES2008b,0
40.21,40.300000000000004,the,ES2008b.A.words.xml,ES2008b,0
40.300000000000004,40.62,shared,ES2008b.A.words.xml,ES2008b,0
40.62,41.4,folder,ES2008b.A.words.xml,ES2008b,0
41.4,41.4,.,ES2008b.A.words.xml,ES2008b,0
41.4,42.54,So,ES2008b.A.words.xml,ES2008b,0
41.62,41.949999999999996,Right,ES2008b.B.words.xml,ES2008b,0
41.949999999999996,41.949999999999996,.,ES2008b.B.words.xml,ES2008b,0
42.54,42.800000000000004,um,ES2008b.A.words.xml,ES2008b,0
42.800000000000004,42.93999999999999,then,ES2008b.A.words.xml,ES2008b,0
42.93999999999999,43.18,I,ES2008b.A.words.xml,ES2008b,0
43.18,43.27,we'll,ES2008b.A.words.xml,ES2008b,0
43.27,43.449999999999996,talk,ES2008b.A.words.xml,ES2008b,0
43.449999999999996,43.60999999999999,about,ES2008b.A.words.xml,ES2008b,0
43.60999999999999,43.68,our,ES2008b.A.words.xml,ES2008b,0
43.68,44.050000000000004,general,ES2008b.A.words.xml,ES2008b,0
44.050000000000004,44.99999999999999,objectives,ES2008b.A.words.xml,ES2008b,0
44.99999999999999,45.24,and,ES2008b.A.words.xml,ES2008b,0
45.24,45.529999999999994,have,ES2008b.A.words.xml,ES2008b,0
45.529999999999994,45.74,your,ES2008b.A.words.xml,ES2008b,0
45.74,45.949999999999996,three,ES2008b.A.words.xml,ES2008b,0
45.949999999999996,47.46,presentations,ES2008b.A.words.xml,ES2008b,0
47.46,47.46,.,ES2008b.A.words.xml,ES2008b,0
47.46,47.73,Um,ES2008b.A.words.xml,ES2008b,0
47.73,47.82,I'll,ES2008b.A.words.xml,ES2008b,0
47.82,48.01,talk,ES2008b.A.words.xml,ES2008b,0
48.01,48.169999999999995,about,ES2008b.A.words.xml,ES2008b,0
48.169999999999995,48.24,the,ES2008b.A.words.xml,ES2008b,0
48.24,48.35999999999999,new,ES2008b.A.words.xml,ES2008b,0
48.35999999999999,48.73,project,ES2008b.A.words.xml,ES2008b,0
48.73,49.21999999999999,requirements,ES2008b.A.words.xml,ES2008b,0
49.21999999999999,49.300000000000004,I've,ES2008b.A.words.xml,ES2008b,0
49.300000000000004,49.529999999999994,just,ES2008b.A.words.xml,ES2008b,0
49.529999999999994,50.76,received,ES2008b.A.words.xml,ES2008b,0
50.76,50.76,",",ES2008b.A.words.xml,ES2008b,0
50.76,50.949999999999996,and,ES2008b.A.words.xml,ES2008b,0
50.949999999999996,51.169999999999995,then,ES2008b.A.words.xml,ES2008b,0
51.169999999999995,51.419999999999995,we,ES2008b.A.words.xml,ES2008b,0
51.419999999999995,51.6,have,ES2008b.A.words.xml,ES2008b,0
51.6,51.669999999999995,to,ES2008b.A.words.xml,ES2008b,0
51.669999999999995,51.82,make,ES2008b.A.words.xml,ES2008b,0
51.82,51.85999999999999,a,ES2008b.A.words.xml,ES2008b,0
51.85999999999999,52.27,decision,ES2008b.A.words.xml,ES2008b,0
52.27,52.38999999999999,on,ES2008b.A.words.xml,ES2008b,0
52.38999999999999,52.449999999999996,our,ES2008b.A.words.xml,ES2008b,0
52.449999999999996,52.669999999999995,remote,ES2008b.A.words.xml,ES2008b,0
52.669999999999995,52.96999999999999,control,ES2008b.A.words.xml,ES2008b,0
52.96999999999999,54.24,functions,ES2008b.A.words.xml,ES2008b,0
54.24,54.24,.,ES2008b.A.words.xml,ES2008b,0
54.24,54.54,Finally,ES2008b.A.words.xml,ES2008b,0
54.54,54.699999999999996,we'll,ES2008b.A.words.xml,ES2008b,0
54.699999999999996,54.9,just,ES2008b.A.words.xml,ES2008b,0
54.9,55.85,close,ES2008b.A.words.xml,ES2008b,0
55.85,55.85,.,ES2008b.A.words.xml,ES2008b,0
55.85,55.96999999999999,We're,ES2008b.A.words.xml,ES2008b,0
55.96999999999999,56.199999999999996,starting,ES2008b.A.words.xml,ES2008b,0
56.199999999999996,56.32,this,ES2008b.A.words.xml,ES2008b,0
56.32,56.57999999999999,meeting,ES2008b.A.words.xml,ES2008b,0
56.57999999999999,56.74999999999999,at,ES2008b.A.words.xml,ES2008b,0
56.74999999999999,57.23,approximately,ES2008b.A.words.xml,ES2008b,0
57.23,57.550000000000004,twelve,ES2008b.A.words.xml,ES2008b,0
57.550000000000004,58.21999999999999,thirteen,ES2008b.A.words.xml,ES2008b,0
58.21999999999999,58.309999999999995,and,ES2008b.A.words.xml,ES2008b,0
58.309999999999995,58.38,we,ES2008b.A.words.xml,ES2008b,0
58.38,58.48,have,ES2008b.A.words.xml,ES2008b,0
58.48,58.800000000000004,forty,ES2008b.A.words.xml,ES2008b,0
58.800000000000004,59.32,minutes,ES2008b.A.words.xml,ES2008b,0
59.32,59.32,.,ES2008b.A.words.xml,ES2008b,0
59.32,59.68,So,ES2008b.A.words.xml,ES2008b,0
61.779999999999994,61.910000000000004,First,ES2008b.A.words.xml,ES2008b,0
61.910000000000004,61.96999999999999,of,ES2008b.A.words.xml,ES2008b,0
61.96999999999999,62.07,all,ES2008b.A.words.xml,ES2008b,0
62.07,62.13999999999999,the,ES2008b.A.words.xml,ES2008b,0
62.13999999999999,62.52,functional,ES2008b.A.words.xml,ES2008b,0
62.52,62.99,design,ES2008b.A.words.xml,ES2008b,0
62.99,64.44,objectives,ES2008b.A.words.xml,ES2008b,0
64.44,64.44,.,ES2008b.A.words.xml,ES2008b,0
64.44,64.61,Uh,ES2008b.A.words.xml,ES2008b,0
64.60999999999999,64.8,we,ES2008b.A.words.xml,ES2008b,0
64.80000000000001,64.94,need,ES2008b.A.words.xml,ES2008b,0
64.94,65.02000000000001,to,ES2008b.A.words.xml,ES2008b,0
65.02000000000001,65.22,keep,ES2008b.A.words.xml,ES2008b,0
65.22,65.31,in,ES2008b.A.words.xml,ES2008b,0
65.31,65.61,mind,ES2008b.A.words.xml,ES2008b,0
65.60999999999999,65.68999999999998,the,ES2008b.A.words.xml,ES2008b,0
65.69,66.05000000000001,user,ES2008b.A.words.xml,ES2008b,0
66.05000000000001,66.55000000000001,requirement,ES2008b.A.words.xml,ES2008b,0
66.55000000000001,67.25,specification,ES2008b.A.words.xml,ES2008b,0
67.25,67.25,",",ES2008b.A.words.xml,ES2008b,0
67.25,67.53,what,ES2008b.A.words.xml,ES2008b,0
67.53,68.05000000000001,needs,ES2008b.A.words.xml,ES2008b,0
68.05000000000001,68.22,and,ES2008b.A.words.xml,ES2008b,0
