range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.9994288977727014,0.0005711022272986144
short,1,0.6097560975609757,0.3902439024390243
short,2,0.4949083503054986,0.5050916496945014
short,3,0.004524886877828046,0.995475113122172
short,4,0.6816976127320955,0.3183023872679045
short,5,0.6631578947368422,0.33684210526315783
short,6,0.7945619335347428,0.2054380664652572
short,7,0.8966789667896679,0.10332103321033215
short,8,0.9318734793187348,0.06812652068126523
short,9,0.976878612716763,0.023121387283236983
medium,0,0.9996667777407531,0.0003332222592469236
medium,1,0.9954233409610984,0.004576659038901587
medium,2,0.998240985048373,0.0017590149516270026
medium,3,0.0010193679918450542,0.9989806320081549
medium,4,0.9835946924004825,0.016405307599517527
medium,5,0.9740680713128039,0.02593192868719607
medium,6,0.9942446043165467,0.0057553956834532904
medium,7,0.5609756097560977,0.4390243902439023
medium,8,0.9681274900398407,0.031872509960159334
medium,9,0.9447322970639032,0.05526770293609684
long,0,0.9995002498750625,0.0004997501249375258
long,1,0.9615384615384615,0.03846153846153855
long,2,0.936842105263158,0.06315789473684197
long,3,0.9999198139684067,8.018603159332116e-05
long,4,0.9994683678894205,0.0005316321105794941
long,5,0.8810182623132261,0.11898173768677389
long,6,0.976536312849162,0.02346368715083802
long,7,0.6702702702702708,0.32972972972972925
long,8,0.5777777777777777,0.4222222222222223
long,9,0.7142857142857146,0.28571428571428537
