range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-256.56522681252056,0.07239252228936527,0.03351204030220789,0.21855591324597676,-0.18460105082867495
long,Bayes(stimulus),0.0,-248.06531678946962,0.08368854505959254,-0.2916387518914525,0.2138433451832317,-0.1732450573788754
long,Bayes(range),0.0,-243.51392393438954,0.08758555083863863,-0.4147313007196711,0.2275690170307451,-0.19045489766852444
long,Equal,0.0,-239.26132516210856,0.09139054505314602,-0.5403221687529072,0.2307020471083861,-0.19310599999999997
long,LLM(Combined),,,0.0,1.0,0.2165038361253562,-0.16937533319999998
medium,EmpiricalLinear,3.0,-264.0897272363395,0.06714523812846607,0.09006937817390859,0.1459618400749066,-0.026431868198973058
medium,Bayes(stimulus),0.0,-242.3152420744061,0.08864174047904073,-0.5858218355821596,0.16812575393871854,-0.05032346153318566
medium,Bayes(range),0.0,-231.14999877888033,0.0991124725006378,-0.9825970905829131,0.172187773752043,-0.06720597274309253
medium,Equal,0.0,-230.20646938532906,0.10005205345219058,-1.0203650946612477,0.1725802469577559,-0.06787
medium,LLM(Combined),,,0.0,1.0,0.15460097955705196,-0.016987999999999996
short,EmpiricalLinear,3.0,-290.47233088767837,0.05157473753343317,-0.19988522024256095,0.24936390979792336,0.22201358582764744
short,Bayes(stimulus),0.0,-288.30375982172427,0.05596450668547523,-0.4128335867940853,0.23760910448048436,0.1970087329457978
short,Bayes(range),0.0,-279.0289718247591,0.06140342163789385,-0.7007903993256026,0.22591841067544638,0.18935842700815864
short,Equal,0.0,-270.7116697960399,0.06672892925860568,-1.0086023348550182,0.22437171064998368,0.186744
short,LLM(Combined),,,0.0,1.0,0.23374845141733028,0.19734400000000002
