range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.5740149094781684,0.42598509052183164
short,1,0.3405788252533888,0.6594211747466112
short,2,0.3265993265993267,0.6734006734006732
short,3,0.9989607690309171,0.0010392309690828716
short,4,0.36102236421725237,0.6389776357827477
short,5,0.5085995085995086,0.49140049140049136
short,6,0.9237187127532777,0.07628128724672234
short,7,0.05323329760628797,0.9467667023937121
short,8,0.6923076923076924,0.3076923076923076
short,9,0.4614250614250612,0.5385749385749388
medium,0,0.6484194294525832,0.35158057054741676
medium,1,0.4413407821229061,0.5586592178770939
medium,2,0.2395437262357403,0.7604562737642597
medium,3,0.8947368421052629,0.10526315789473706
medium,4,0.5890410958904112,0.4109589041095888
medium,5,0.004424778761061955,0.995575221238938
medium,6,0.3902439024390244,0.6097560975609756
medium,7,0.4565217391304359,0.5434782608695641
medium,8,0.22813036020583177,0.7718696397941682
medium,9,0.775784753363229,0.22421524663677095
long,0,0.5,0.5
long,1,0.9995596653456628,0.00044033465433723773
long,2,0.4871794871794883,0.5128205128205117
long,3,0.15932203389830532,0.8406779661016947
long,4,0.10820451843043992,0.8917954815695601
long,5,0.28909952606635075,0.7109004739336493
long,6,0.12162162162162163,0.8783783783783784
long,7,0.9994015559545183,0.0005984440454817053
long,8,0.4259818731117832,0.5740181268882167
long,9,0.8601398601398599,0.13986013986014012
