range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Combo_Oracle,0.0,-171.88120180844336,0.14182016394195546,-0.9318275302838184,0.08975705283567952,-0.06303337912035385
long,Combo_NonOracle,0.0,-169.12147646647017,0.14633819090585692,-1.0568742832882707,0.07876958449184115,-0.0292464095903799
long,EmpiricalLinear,2.0,-164.74434113923706,0.14696668784978392,-1.074580054249238,0.07879674534971491,-0.030016830608872128
long,Equal,0.0,-158.7730083588819,0.16459971349251545,-1.6022590919013298,0.12311048068521808,-0.015240909090909084
long,LLM(Combined),,,0.0,1.0,0.11444676312988973,-0.007961363636363633
medium,Combo_Oracle,0.0,-210.43332404485366,0.08656158813232664,0.29812819716895667,0.14957386178161788,0.005718559340122472
medium,Combo_NonOracle,0.0,-200.15326354684657,0.09755260288782079,0.10857443054839078,0.1578543459676374,0.017918951893415982
medium,EmpiricalLinear,2.0,-195.77697254914892,0.09798037720633906,0.10073937479477346,0.15804561384481117,0.018279340373102054
medium,Equal,0.0,-162.90304263785973,0.1504354145588344,-1.1198617471832693,0.19609808770102782,0.01136744186046512
medium,LLM(Combined),,,0.0,1.0,0.1540625650620175,-0.00037674418604653596
short,Combo_Oracle,0.0,-210.61043484661184,0.0913277681261368,0.5354833457118863,0.09301617169003268,0.0574447870379614
short,Combo_NonOracle,0.0,-197.69726846866848,0.10576243609035035,0.3770423954987602,0.09226429895626591,0.039702700587887815
short,EmpiricalLinear,2.0,-195.1182836888889,0.10406830992673534,0.39683990111069345,0.09122756475609575,0.038542795726449516
short,Equal,0.0,-161.46585893209453,0.1596391527505364,-0.4193007387292016,0.14073958140028436,0.06078863636363638
short,LLM(Combined),,,0.0,1.0,0.09008742092595895,0.04522045454545454
