range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.3031358885017422,0.6968641114982578
short,1,0.9997727789138833,0.00022722108611672454
short,2,0.005305039787798417,0.9946949602122016
short,3,0.6216897856242121,0.37831021437578793
short,4,0.009900990099009892,0.9900990099009901
short,5,0.11894273127753305,0.8810572687224669
short,6,0.11538461538461543,0.8846153846153846
short,7,0.004879448909299663,0.9951205510907003
short,8,0.03887510339123239,0.9611248966087677
short,9,0.18022813688212935,0.8197718631178706
medium,1,0.26470588235294157,0.7352941176470584
medium,2,0.024984765386959148,0.9750152346130408
medium,3,0.1269466729589429,0.8730533270410571
medium,4,0.2242907801418439,0.7757092198581561
medium,5,0.999689537410742,0.0003104625892580426
medium,6,0.7999999999999998,0.20000000000000018
medium,7,0.012704352964349016,0.987295647035651
medium,8,0.014112701431288153,0.9858872985687118
medium,9,0.013389711064129665,0.9866102889358703
medium,0,,
long,0,0.3808049535603714,0.6191950464396285
long,1,0.019027484143763238,0.9809725158562368
long,2,0.05184587452087956,0.9481541254791205
long,3,0.9428571428571427,0.05714285714285727
long,4,0.056373429084380575,0.9436265709156194
long,5,0.0033233207643637752,0.9966766792356362
long,6,0.014036554772428635,0.9859634452275714
long,7,0.002932551319648087,0.9970674486803519
long,8,0.0032652494094761665,0.9967347505905239
long,9,0.0067563340631842375,0.9932436659368158
