range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,2.0,53.73214303404348,1.6443109652191694,0.4285502082706254,2.7871113022911294,0.21136088932230046
long,Equal,0.0,82.67359155994104,2.285845357849039,-0.10434270117868838,1.5924629659744052,-0.7844
long,Combo_Oracle,0.0,115.57030229537058,3.1762556133960933,-1.1322644394565624,1.1439419590259052,-0.5652326566547389
long,Combo_NonOracle,0.0,125.22736092498607,3.498287661649055,-1.5865519743235694,1.7916498321031977,-1.598494543674008
long,LLM(Combined),,,0.0,1.0,2.7053040675680062,0.9662000000000001
medium,EmpiricalLinear,2.0,101.08284956345223,2.640130890421883,0.315644882134519,3.7421721195776074,2.0720763726249705
medium,Equal,0.0,138.18588752754474,3.9822973455814483,-0.5570335513916156,1.74451435957253,0.34707307889928374
medium,Combo_Oracle,0.0,162.7199041614297,5.089598980052075,-1.5433008231573537,0.9152325987439689,-0.33811563347388657
medium,Combo_NonOracle,0.0,171.54422555389266,5.5591335263797825,-2.0342042586757314,1.364152849770273,-1.0632210833845246
medium,LLM(Combined),,,0.0,1.0,4.706507779659989,3.8645
short,EmpiricalLinear,2.0,60.76697697164331,1.7641513790952597,0.7710518572477184,4.260201126865207,2.5867908482569932
short,Equal,0.0,78.18890160551459,2.185596996246106,0.6485968922146679,2.1531148643302798,1.2343899999999999
short,Combo_NonOracle,0.0,127.61150622759732,3.5826941106820165,0.055754579059652865,0.5346261208215716,0.12872079443858317
short,Combo_Oracle,0.0,128.34012699798953,3.6088936960136486,0.041893896004677744,0.9645083612987176,0.9033482901286302
short,LLM(Combined),,,0.0,1.0,3.9982698331903515,1.9496700000000002
