range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Combo_NonOracle,0.0,-188.59880328006838,0.15167912141935289,-5.8812679084952855,0.1732007854113638,-0.10986209679424258
long,EmpiricalLinear,2.0,-184.8608934186869,0.151282105896282,-5.845292030895231,0.17498286808541344,-0.11072644330644182
long,Equal,0.0,-178.64451026486435,0.16755475214266777,-7.3971199528590486,0.16235213669117607,-0.09970105513939773
long,Combo_Oracle,0.0,-147.9041102638652,0.22785607424843518,-14.528806521555683,0.12989554173869236,-0.03386947426480275
long,LLM(Combined),,,0.0,1.0,0.2812269243866952,-0.24885000000000002
medium,Combo_NonOracle,0.0,-233.93067865136112,0.09639443699346784,-0.19789598383976492,0.21654592457245966,-0.1591664418561263
medium,EmpiricalLinear,2.0,-231.11820860124985,0.09525649426234407,-0.16978043883230676,0.2211795098523649,-0.16372041770575194
medium,Equal,0.0,-203.9069057536442,0.13014981648545412,-1.183746826181459,0.16772590277643734,-0.105631039502893
medium,Combo_Oracle,0.0,-162.21205811388012,0.19747948347985764,-4.02758164348773,0.13092821375276725,-0.01681918408646348
medium,LLM(Combined),,,0.0,1.0,0.24706369826423308,-0.18467000000000003
short,Combo_NonOracle,0.0,-249.53635232980963,0.08246646745384986,0.16418592265150256,0.14402214824599577,-0.09531564374953344
short,EmpiricalLinear,2.0,-243.7200212683406,0.08397801733721498,0.1332654024401254,0.1482087406378436,-0.09862432914086273
short,Equal,0.0,-240.67981082407024,0.09010333430820097,0.0022157974968258776,0.10312758766717847,-0.05641956490896548
short,Combo_Oracle,0.0,-176.14238209393753,0.17180007704813674,-2.6274514386461387,0.09998784509748829,0.050688658351266624
short,LLM(Combined),,,0.0,1.0,0.13940567778967972,-0.10245000000000001
