range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.13634122161425022,0.8636587783857498
short,1,0.06489796630418922,0.9351020336958108
short,2,0.008875512672074282,0.9911244873279257
short,3,0.13183597178946455,0.8681640282105354
short,4,0.10210850176982819,0.8978914982301718
short,5,0.8070141845459614,0.1929858154540386
short,6,0.14311636905985026,0.8568836309401497
short,7,0.68919855942721,0.31080144057279
short,8,0.25447075065520397,0.745529249344796
short,9,0.1380313199105146,0.8619686800894855
medium,0,0.780757447745578,0.21924255225442202
medium,1,0.5739774734455253,0.4260225265544747
medium,2,0.356314464443871,0.6436855355561291
medium,3,0.9999729380484274,2.70619515726489e-05
medium,4,0.2638302479159901,0.7361697520840099
medium,5,0.2971190321026522,0.7028809678973478
medium,6,0.3388404354796232,0.6611595645203767
medium,7,0.5637230901978274,0.4362769098021726
medium,8,0.4282672735782393,0.5717327264217607
medium,9,0.2909419618170265,0.7090580381829735
long,0,0.8755170961761145,0.1244829038238855
long,1,0.23075009354153123,0.7692499064584688
long,2,0.3277350998114677,0.6722649001885324
long,3,0.7462708756628178,0.2537291243371822
long,4,0.306175832589001,0.6938241674109991
long,5,0.38569158057635183,0.6143084194236481
long,6,0.3539061780463871,0.646093821953613
long,7,0.31831894449943415,0.6816810555005659
long,8,0.5210525816713389,0.47894741832866106
long,9,0.18919282933990586,0.8108071706600941
