exp_id,llm_model,range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
base_7_text,google_gemini-2.5-flash-lite,short,63.47654368990034,0.2129056170504289,0.8611380808225709,,0.0865215967212142,0.0867631302874779
base_7_text,google_gemini-2.5-flash-lite,medium,63.83038259412173,0.1819206614251179,,,0.106262015194526,0.076382441054078
base_7_text,google_gemini-2.5-flash-lite,long,53.1215384413872,0.2397142595572523,,,-0.2786096811412931,0.0922896058229679
base_7_text,meta-llama_llama-4-maverick,short,50.335263706979966,0.2051612061680779,-0.423418077703227,,0.1196573800941604,0.0867631302874779
base_7_text,meta-llama_llama-4-maverick,medium,64.99050884568813,0.3339213733361628,,,0.4453358856203902,0.076382441054078
base_7_text,meta-llama_llama-4-maverick,long,53.72628855312595,0.2208586381521182,,,0.1604019937932428,0.0922896058229679
base_7_text,openai_gpt-4o-2024-08-06,short,56.54936776803625,0.2234860029831614,-1.1448183771145823,,0.3174911656619971,0.0867631302874779
base_7_text,openai_gpt-4o-2024-08-06,medium,54.64456703962798,0.2260762257530246,,,0.1920976310688977,0.076382441054078
base_7_text,openai_gpt-4o-2024-08-06,long,52.37501580106614,0.2226993230658639,,,-0.108130855192631,0.0922896058229679
base_7_text,qwen_qwen2.5-vl-32b-instruct,short,68.47183388598563,0.2396758151355628,-0.7720894457323071,,0.2640844021597214,0.0867631302874779
base_7_text,qwen_qwen2.5-vl-32b-instruct,medium,71.84818682219327,0.4114530873686849,,,0.3318393810861075,0.076382441054078
base_7_text,qwen_qwen2.5-vl-32b-instruct,long,69.01542927102547,0.3515691317205072,,,0.0936828103554073,0.0922896058229679
base_7_text,GPT-5 Mini,short,54.01174133590152,0.2431702732246251,-0.2006414227935024,,0.3071020848346644,0.0867631302874779
base_7_text,GPT-5 Mini,medium,57.16452399808478,0.235175556429165,,,0.1626171632662693,0.076382441054078
base_7_text,GPT-5 Mini,long,52.82761700251771,0.2124737806824019,,,-0.0519947439758273,0.0922896058229679
base_7_text,microsoft_phi-4-multimodal-instruct,short,60.77067866948782,0.215638767236343,-0.0328325053870282,,-0.1473913252353341,0.0867631302874779
base_7_text,microsoft_phi-4-multimodal-instruct,medium,67.1005520234985,0.1982624564475945,,,0.0663973615898662,0.076382441054078
base_7_text,microsoft_phi-4-multimodal-instruct,long,67.18889978609003,0.3215193629500231,,,-0.2013827303785476,0.0922896058229679
base_7_text,mistralai_mistral-small-3.2-24b-instruct,short,44.30932011427757,0.2042761520776847,-0.7544212143457166,,0.2119278286704757,0.0867631302874779
base_7_text,mistralai_mistral-small-3.2-24b-instruct,medium,47.95449772435517,0.2205311348059818,,,0.1910981339371701,0.076382441054078
base_7_text,mistralai_mistral-small-3.2-24b-instruct,long,47.65314268031244,0.2353385950792448,,,-0.0577023880001405,0.0922896058229679
base_7_text,anthropic_claude-3.7-sonnet,short,43.24491499934146,0.137635296569413,-2.6678918753996617,,0.2933912583710896,0.0867631302874779
base_7_text,anthropic_claude-3.7-sonnet,medium,45.121960581249425,0.2005331395609157,,,0.1803003304731066,0.076382441054078
base_7_text,anthropic_claude-3.7-sonnet,long,43.699451218812825,0.181496241212273,,,0.1184371834625798,0.0922896058229679
base_7_text,gemma-3-4b-it,short,70.78060667604281,0.1908370469874873,6.753301483936435,,-0.0460849354614122,0.0867631302874779
base_7_text,gemma-3-4b-it,medium,78.77051577356514,0.1670790664541369,,,0.2200736624091094,0.076382441054078
base_7_text,gemma-3-4b-it,long,61.1973428498919,0.2040573024533474,,,-0.2421136721704523,0.0922896058229679
base_text,google_gemini-2.5-flash-lite,short,64.60858140522942,0.1789506746679327,-4.199999999999996,,0.4010183328437354,0.211155987497602
base_text,google_gemini-2.5-flash-lite,medium,64.5483007057889,0.1130100042286523,,,0.4079887198781667,0.1914204735651681
