factor,llm_model,ablation,modality,prob,model_pretty,ablation_pretty
Bayesian,GPT-5 Mini,base_7,text,0.3274930509565412,GPT 5 Mini,Longer Context
Bayesian,anthropic_claude-3.7-sonnet,base_7,text,0.2689414213699504,Claude 3.7 Sonnet,Longer Context
Bayesian,gemma-3-4b-it,base_7,text,0.2712579751268697,Gemma 3 4B it,Longer Context
Bayesian,google_gemini-2.5-flash-lite,base_7,text,0.26894142137006216,Gemini 2.5 Flash Lite,Longer Context
Bayesian,meta-llama_llama-4-maverick,base_7,text,0.2690641168955864,Llama 4 Maverick,Longer Context
Bayesian,microsoft_phi-4-multimodal-instruct,base_7,text,0.5301509060089927,Phi 4 Multimodal,Longer Context
Bayesian,mistralai_mistral-small-3.2-24b-instruct,base_7,text,0.9210261811836403,Mistral 24B,Longer Context
Bayesian,openai_gpt-4o-2024-08-06,base_7,text,0.26894142137003985,GPT 4o,Longer Context
Bayesian,qwen_qwen2.5-vl-32b-instruct,base_7,text,0.26902730541479425,Qwen2.5 VL 32B,Longer Context
Bayesian,GPT-5 Mini,base,text,0.9763862100902504,GPT 5 Mini,Base
Bayesian,anthropic_claude-3.7-sonnet,base,text,0.5459167967273929,Claude 3.7 Sonnet,Base
Bayesian,gemma-3-4b-it,base,text,0.4787598716041078,Gemma 3 4B it,Base
Bayesian,google_gemini-2.5-flash-lite,base,text,0.6350189367950416,Gemini 2.5 Flash Lite,Base
Bayesian,meta-llama_llama-4-maverick,base,text,0.48407204496075273,Llama 4 Maverick,Base
Bayesian,microsoft_phi-4-multimodal-instruct,base,text,0.27570272394447715,Phi 4 Multimodal,Base
Bayesian,mistralai_mistral-small-3.2-24b-instruct,base,text,0.9969188863241957,Mistral 24B,Base
Bayesian,openai_gpt-4o-2024-08-06,base,text,0.9778387681393654,GPT 4o,Base
Bayesian,qwen_qwen2.5-vl-32b-instruct,base,text,0.5834998325084874,Qwen2.5 VL 32B,Base
Bayesian,GPT-5 Mini,base_3,text,0.9763862100902504,GPT 5 Mini,Noise
Bayesian,anthropic_claude-3.7-sonnet,base_3,text,0.5459167967273929,Claude 3.7 Sonnet,Noise
Bayesian,gemma-3-4b-it,base_3,text,0.4787598716041078,Gemma 3 4B it,Noise
Bayesian,google_gemini-2.5-flash-lite,base_3,text,0.6350189367950416,Gemini 2.5 Flash Lite,Noise
Bayesian,meta-llama_llama-4-maverick,base_3,text,0.48407204496075273,Llama 4 Maverick,Noise
Bayesian,microsoft_phi-4-multimodal-instruct,base_3,text,0.27570272394447715,Phi 4 Multimodal,Noise
Bayesian,mistralai_mistral-small-3.2-24b-instruct,base_3,text,0.9969188863241957,Mistral 24B,Noise
Bayesian,openai_gpt-4o-2024-08-06,base_3,text,0.9778387681393654,GPT 4o,Noise
Bayesian,qwen_qwen2.5-vl-32b-instruct,base_3,text,0.5834998325084874,Qwen2.5 VL 32B,Noise
Bayesian,GPT-5 Mini,base_5,text,0.9763862100902504,GPT 5 Mini,Gradual noise
Bayesian,anthropic_claude-3.7-sonnet,base_5,text,0.5459167967273929,Claude 3.7 Sonnet,Gradual noise
Bayesian,gemma-3-4b-it,base_5,text,0.4787598716041078,Gemma 3 4B it,Gradual noise
Bayesian,google_gemini-2.5-flash-lite,base_5,text,0.6350189367950416,Gemini 2.5 Flash Lite,Gradual noise
Bayesian,meta-llama_llama-4-maverick,base_5,text,0.48407204496075273,Llama 4 Maverick,Gradual noise
Bayesian,microsoft_phi-4-multimodal-instruct,base_5,text,0.27570272394447715,Phi 4 Multimodal,Gradual noise
Bayesian,mistralai_mistral-small-3.2-24b-instruct,base_5,text,0.9969188863241957,Mistral 24B,Gradual noise
Bayesian,openai_gpt-4o-2024-08-06,base_5,text,0.9778387681393654,GPT 4o,Gradual noise
Bayesian,qwen_qwen2.5-vl-32b-instruct,base_5,text,0.5834998325084874,Qwen2.5 VL 32B,Gradual noise
