range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,2.0,-245.18978536117478,0.08275276480976415,-0.2808560619141218,0.3465867537838692,-0.3276453545711967
long,Equal,0.0,-201.51635294616045,0.13329860333093732,-2.3234297308075225,0.29139363877227026,-0.2637713698719581
long,Combo_NonOracle,0.0,-197.39452267507468,0.13890775117590065,-2.609011479927937,0.2864431624938459,-0.25769667612505825
long,Combo_Oracle,0.0,-126.90154076188843,0.28110826261866473,-13.780275344431836,0.15500532311113144,-0.10691238026965996
long,LLM(Combined),,,0.0,1.0,0.3935848358359351,-0.37465
medium,EmpiricalLinear,2.0,-237.99943273980944,0.08892212187213075,0.30296687603648864,0.20662769680057752,-0.16316593922528852
medium,Equal,0.0,-206.39877304051964,0.12694672986029304,-0.4206163806613381,0.14574931636965652,-0.08297
medium,Combo_NonOracle,0.0,-201.82666304819654,0.13288560541743297,-0.5566452862445073,0.14129803749226683,-0.07534301738990411
medium,Combo_Oracle,0.0,-142.68283992146416,0.24006911949126178,-4.080499130228291,0.14177606242518695,0.04363221771826258
medium,LLM(Combined),,,0.0,1.0,0.21554208637757963,-0.17606999999999995
short,EmpiricalLinear,2.0,-232.34697178284077,0.09409317936220878,0.31601310240352365,0.10503663049528614,-0.052491207395114765
short,Equal,0.0,-225.3184400810555,0.10506412500978418,0.14721335259026902,0.08115743781858754,0.03926031746031747
short,Combo_NonOracle,0.0,-220.25306865913316,0.11052310480401588,0.05629197346110326,0.08445572114628831,0.047986286521622484
short,Combo_Oracle,0.0,-199.40253640718717,0.13614628257895445,-0.43200017460356244,0.13265128387650293,0.06328016255139836
short,LLM(Combined),,,0.0,1.0,0.09816854384170115,-0.02405
