correct,response,range_category,trial
2.5,2.5,short,0
4.8023,6.75,short,1
3.9051,4.5,short,2
3.4004,4.75,short,3
1.6008,2.25,short,4
1.25,0.75,short,5
4.4721,7.0,short,6
1.118,1.12,short,7
4.8541,7.02,short,8
4.3661,7.12,short,9
2.5,2.5,short,10
4.8023,6.75,short,11
3.9051,4.5,short,12
3.4004,4.75,short,13
1.6008,2.25,short,14
1.25,0.75,short,15
4.4721,1.0,short,16
1.118,0.5,short,17
4.8541,0.25,short,18
4.3661,1.25,short,19
2.5,3.605551275463989,short,20
4.8023,7.071067811865476,short,21
3.9051,5.385164807134504,short,22
3.4004,4.800000000000001,short,23
1.6008,1.118033988749895,short,24
1.25,1.25,short,25
4.4721,7.071067811865476,short,26
1.118,1.118033988749895,short,27
4.8541,7.003567086031715,short,28
4.3661,7.106653989644283,short,29
2.5,3.605551275463989,short,30
4.8023,6.782330470336409,short,31
3.9051,4.723699501128043,short,32
3.4004,4.751130657198432,short,33
1.6008,0.9695360035387814,short,34
1.25,1.25,short,35
4.4721,7.0710678118654755,short,36
1.118,1.118033988749895,short,37
4.8541,7.00356708492769,short,38
4.3661,7.141428428542852,short,39
2.5,1.0,short,40
4.8023,2.25,short,41
3.9051,4.75,short,42
3.4004,4.5,short,43
1.6008,1.25,short,44
1.25,1.25,short,45
4.4721,6.0,short,46
1.118,1.12,short,47
4.8541,6.0,short,48
4.3661,6.06,short,49
4.4721,6.0,medium,0
6.8237,12.75,medium,1
5.9634,9.75,medium,2
5.3852,11.0,medium,3
3.6056,5.0,medium,4
3.25,5.75,medium,5
6.5,13.5,medium,6
5.831,10.0,medium,7
3.0923,5.25,medium,8
6.8966,17.75,medium,9
4.4721,5.0,medium,10
6.8237,11.0,medium,11
5.9634,9.0,medium,12
5.3852,9.0,medium,13
3.6056,5.0,medium,14
3.25,5.0,medium,15
6.5,11.0,medium,16
5.831,9.0,medium,17
3.0923,5.0,medium,18
6.8966,9.0,medium,19
4.4721,4.0,medium,20
6.8237,3.25,medium,21
5.9634,4.0,medium,22
5.3852,6.0,medium,23
3.6056,2.0,medium,24
3.25,3.0,medium,25
6.5,3.5,medium,26
5.831,4.0,medium,27
3.0923,3.0,medium,28
6.8966,4.0,medium,29
4.4721,5.0,medium,30
6.8237,11.75,medium,31
5.9634,9.75,medium,32
5.3852,9.0,medium,33
3.6056,5.0,medium,34
3.25,5.75,medium,35
6.5,11.25,medium,36
5.831,9.0,medium,37
3.0923,5.25,medium,38
6.8966,8.75,medium,39
4.4721,7.1,medium,40
6.8237,11.1,medium,41
5.9634,9.0,medium,42
5.3852,9.2,medium,43
3.6056,5.0,medium,44
3.25,5.0,medium,45
6.5,11.0,medium,46
5.831,9.0,medium,47
3.0923,5.2,medium,48
6.8966,9.0,medium,49
6.5,7.5,long,0
8.8353,14.75,long,1
7.9412,13.0,long,2
7.433,10.5,long,3
5.6569,7.0,long,4
5.2202,9.0,long,5
8.4595,13.0,long,6
7.8262,13.0,long,7
5.099,9.0,long,8
8.9022,13.0,long,9
6.5,13.5,long,10
8.8353,14.75,long,11
7.9412,13.25,long,12
7.433,10.5,long,13
5.6569,7.0,long,14
5.2202,9.25,long,15
8.4595,13.25,long,16
7.8262,13.25,long,17
5.099,9.3,long,18
8.9022,13.05,long,19
6.5,11.2,long,20
8.8353,14.75,long,21
7.9412,13.25,long,22
7.433,10.5,long,23
5.6569,7.0,long,24
5.2202,9.25,long,25
8.4595,13.25,long,26
7.8262,13.25,long,27
5.099,9.3,long,28
8.9022,13.0,long,29
6.5,13.5,long,30
8.8353,14.75,long,31
7.9412,13.25,long,32
7.433,10.5,long,33
5.6569,7.0,long,34
5.2202,9.25,long,35
8.4595,13.25,long,36
7.8262,13.25,long,37
5.099,9.3,long,38
8.9022,13.05,long,39
6.5,10.86,long,40
8.8353,14.75,long,41
7.9412,13.03,long,42
7.433,10.5,long,43
5.6569,0.0,long,44
5.2202,9.03,long,45
8.4595,13.01,long,46
7.8262,13.03,long,47
5.099,9.02,long,48
8.9022,13.01,long,49
