sample_id,actual_length,maze_path,image_path,path_text_description,blurred_low_image_path,blurred_image_path,blurred_high_image_path
sample_001,6.3738,"[(7.0, 7.0), (6.75, 7.0), (6.5, 7.0), (6.25, 7.0), (6.25, 7.25), (6.5, 7.25), (6.5, 7.5), (6.5, 7.75), (6.5, 8.0), (6.25, 8.0), (6.25, 7.75), (6.0, 7.75), (6.0, 8.0), (5.75, 8.0), (5.75, 8.25), (5.75, 8.5), (5.75, 8.75), (5.75, 9.0), (5.75, 9.25), (5.5, 9.25), (5.5, 9.5), (5.75, 9.5), (5.75, 9.75), (5.75, 10.0), (5.5, 10.0), (5.25, 10.0), (5.25, 10.25), (5.0, 10.25), (5.0, 10.0), (4.75, 10.0), (4.5, 10.0), (4.5, 10.25), (4.5, 10.5), (4.25, 10.5), (4.0, 10.5), (4.0, 10.75), (4.25, 10.75), (4.25, 11.0), (4.0, 11.0), (4.0, 11.25), (4.0, 11.5), (4.0, 11.75), (4.0, 12.0), (3.75, 12.0), (3.75, 11.75), (3.75, 11.5), (3.5, 11.5), (3.5, 11.75), (3.25, 11.75), (3.0, 11.75), (2.75, 11.75)]",5.0_9.0/thesis_output/sample_000_6.4982.pdf,"Take 0.75 units west, then Take 0.25 units north, then Take 0.25 units east, then Take 0.75 units north, then Take 0.25 units west, then Take 0.25 units south, then Take 0.25 units west, then Take 0.25 units north, then Take 0.25 units west, then Take 1.25 units north, then Take 0.25 units west, then Take 0.25 units north, then Take 0.25 units east, then Take 0.5 units north, then Take 0.5 units west, then Take 0.25 units north, then Take 0.25 units west, then Take 0.25 units south, then Take 0.5 units west, then Take 0.5 units north, then Take 0.5 units west, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units west, then Take 1.0 units north, then Take 0.25 units west, then Take 0.5 units south, then Take 0.25 units west, then Take 0.25 units north, then Take 0.75 units west.",5.0_9.0/thesis_output/blurred_1/sample_000_6.4982_blurred.pdf,5.0_9.0/thesis_output/blurred/sample_000_6.4982_blurred.pdf,5.0_9.0/thesis_output/blurred_5/sample_000_6.4982_blurred.pdf
sample_002,8.6675,"[(7.0, 7.0), (7.25, 7.0), (7.5, 7.0), (7.5, 7.25), (7.5, 7.5), (7.5, 7.75), (7.5, 8.0), (7.75, 8.0), (8.0, 8.0), (8.25, 8.0), (8.25, 8.25), (8.25, 8.5), (8.5, 8.5), (8.5, 8.75), (8.75, 8.75), (9.0, 8.75), (9.25, 8.75), (9.25, 8.5), (9.5, 8.5), (9.5, 8.75), (9.5, 9.0), (9.5, 9.25), (9.5, 9.5), (9.75, 9.5), (9.75, 9.75), (9.75, 10.0), (10.0, 10.0), (10.0, 10.25), (10.0, 10.5), (9.75, 10.5), (9.75, 10.75), (10.0, 10.75), (10.0, 11.0), (9.75, 11.0), (9.75, 11.25), (10.0, 11.25), (10.0, 11.5), (10.0, 11.75), (10.0, 12.0), (10.0, 12.25), (10.25, 12.25), (10.5, 12.25), (10.5, 12.5), (10.75, 12.5), (10.75, 12.75), (10.75, 13.0), (10.75, 13.25), (11.0, 13.25), (11.0, 13.5), (11.25, 13.5), (11.25, 13.75), (11.5, 13.75), (11.5, 14.0), (11.75, 14.0), (11.75, 14.25)]",5.0_9.0/thesis_output/sample_001_8.8029.pdf,"Take 0.5 units east, then Take 1.0 units north, then Take 0.75 units east, then Take 0.5 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.75 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 1.0 units north, then Take 0.25 units east, then Take 0.5 units north, then Take 0.25 units east, then Take 0.5 units north, then Take 0.25 units west, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units west, then Take 0.25 units north, then Take 0.25 units east, then Take 1.0 units north, then Take 0.5 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.75 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north.",5.0_9.0/thesis_output/blurred_1/sample_001_8.8029_blurred.pdf,5.0_9.0/thesis_output/blurred/sample_001_8.8029_blurred.pdf,5.0_9.0/thesis_output/blurred_5/sample_001_8.8029_blurred.pdf
sample_003,7.8502,"[(7.0, 7.0), (7.25, 7.0), (7.25, 6.75), (7.25, 6.5), (7.25, 6.25), (7.5, 6.25), (7.5, 6.5), (7.75, 6.5), (7.75, 6.25), (8.0, 6.25), (8.0, 6.0), (8.25, 6.0), (8.5, 6.0), (8.5, 5.75), (8.25, 5.75), (8.25, 5.5), (8.5, 5.5), (8.5, 5.25), (8.5, 5.0), (8.5, 4.75), (8.5, 4.5), (8.75, 4.5), (8.75, 4.25), (9.0, 4.25), (9.25, 4.25), (9.5, 4.25), (9.5, 4.0), (9.5, 3.75), (9.75, 3.75), (9.75, 4.0), (10.0, 4.0), (10.25, 4.0), (10.5, 4.0), (10.75, 4.0), (10.75, 4.25), (11.0, 4.25), (11.25, 4.25), (11.25, 4.0), (11.25, 3.75), (11.5, 3.75), (11.5, 3.5), (11.75, 3.5), (11.75, 3.25), (12.0, 3.25), (12.25, 3.25), (12.5, 3.25), (12.5, 3.0), (12.5, 2.75), (12.75, 2.75), (13.0, 2.75), (13.0, 2.5), (13.0, 2.25), (13.25, 2.25)]",5.0_9.0/thesis_output/sample_002_7.928.pdf,"Take 0.25 units east, then Take 0.75 units south, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 0.5 units east, then Take 0.25 units south, then Take 0.25 units west, then Take 0.25 units south, then Take 0.25 units east, then Take 1.0 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 0.75 units east, then Take 0.5 units south, then Take 0.25 units east, then Take 0.25 units north, then Take 1.0 units east, then Take 0.25 units north, then Take 0.5 units east, then Take 0.5 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 0.75 units east, then Take 0.5 units south, then Take 0.5 units east, then Take 0.5 units south, then Take 0.25 units east.",5.0_9.0/thesis_output/blurred_1/sample_002_7.928_blurred.pdf,5.0_9.0/thesis_output/blurred/sample_002_7.928_blurred.pdf,5.0_9.0/thesis_output/blurred_5/sample_002_7.928_blurred.pdf
sample_004,7.2801,"[(7.0, 7.0), (7.0, 6.75), (7.0, 6.5), (7.0, 6.25), (7.0, 6.0), (7.25, 6.0), (7.5, 6.0), (7.75, 6.0), (8.0, 6.0), (8.0, 5.75), (8.0, 5.5), (7.75, 5.5), (7.75, 5.25), (7.5, 5.25), (7.5, 5.5), (7.25, 5.5), (7.25, 5.25), (7.25, 5.0), (7.0, 5.0), (7.0, 4.75), (6.75, 4.75), (6.75, 4.5), (6.75, 4.25), (6.75, 4.0), (7.0, 4.0), (7.25, 4.0), (7.25, 3.75), (7.5, 3.75), (7.5, 3.5), (7.25, 3.5), (7.0, 3.5), (6.75, 3.5), (6.75, 3.25), (6.75, 3.0), (6.75, 2.75), (6.5, 2.75), (6.25, 2.75), (6.0, 2.75), (5.75, 2.75), (5.75, 2.5), (5.75, 2.25), (5.5, 2.25), (5.25, 2.25), (5.25, 2.0), (5.25, 1.75), (5.25, 1.5), (5.5, 1.5), (5.5, 1.25), (5.5, 1.0), (5.5, 0.75), (5.5, 0.5), (5.5, 0.25), (5.25, 0.25), (5.25, 0.0), (5.0, 0.0)]",5.0_9.0/thesis_output/sample_003_7.3946.pdf,"Take 1.0 units south, then Take 1.0 units east, then Take 0.5 units south, then Take 0.25 units west, then Take 0.25 units south, then Take 0.25 units west, then Take 0.25 units north, then Take 0.25 units west, then Take 0.5 units south, then Take 0.25 units west, then Take 0.25 units south, then Take 0.25 units west, then Take 0.75 units south, then Take 0.5 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 0.75 units west, then Take 0.75 units south, then Take 1.0 units west, then Take 0.5 units south, then Take 0.5 units west, then Take 0.75 units south, then Take 0.25 units east, then Take 1.25 units south, then Take 0.25 units west, then Take 0.25 units south, then Take 0.25 units west.",5.0_9.0/thesis_output/blurred_1/sample_003_7.3946_blurred.pdf,5.0_9.0/thesis_output/blurred/sample_003_7.3946_blurred.pdf,5.0_9.0/thesis_output/blurred_5/sample_003_7.3946_blurred.pdf
sample_005,5.5227,"[(7.0, 7.0), (7.0, 6.75), (7.0, 6.5), (7.25, 6.5), (7.25, 6.25), (7.25, 6.0), (7.25, 5.75), (7.25, 5.5), (7.25, 5.25), (7.5, 5.25), (7.5, 5.0), (7.5, 4.75), (7.5, 4.5), (7.5, 4.25), (7.25, 4.25), (7.25, 4.0), (7.0, 4.0), (7.0, 3.75), (6.75, 3.75), (6.5, 3.75), (6.25, 3.75), (6.25, 3.5), (6.5, 3.5), (6.5, 3.25), (6.75, 3.25), (6.75, 3.0), (6.75, 2.75), (6.5, 2.75), (6.5, 2.5), (6.75, 2.5), (7.0, 2.5), (7.25, 2.5), (7.5, 2.5), (7.5, 2.25), (7.5, 2.0), (7.25, 2.0), (7.25, 2.25), (7.0, 2.25), (6.75, 2.25), (6.75, 2.0), (6.75, 1.75), (6.5, 1.75), (6.5, 1.5)]",5.0_9.0/thesis_output/sample_004_5.6241.pdf,"Take 0.5 units south, then Take 0.25 units east, then Take 1.25 units south, then Take 0.25 units east, then Take 1.0 units south, then Take 0.25 units west, then Take 0.25 units south, then Take 0.25 units west, then Take 0.25 units south, then Take 0.75 units west, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.5 units south, then Take 0.25 units west, then Take 0.25 units south, then Take 1.0 units east, then Take 0.5 units south, then Take 0.25 units west, then Take 0.25 units north, then Take 0.5 units west, then Take 0.5 units south, then Take 0.25 units west, then Take 0.25 units south.",5.0_9.0/thesis_output/blurred_1/sample_004_5.6241_blurred.pdf,5.0_9.0/thesis_output/blurred/sample_004_5.6241_blurred.pdf,5.0_9.0/thesis_output/blurred_5/sample_004_5.6241_blurred.pdf
sample_006,5.7118,"[(7.0, 7.0), (7.0, 7.25), (7.0, 7.5), (6.75, 7.5), (6.5, 7.5), (6.25, 7.5), (6.25, 7.75), (6.25, 8.0), (6.5, 8.0), (6.5, 8.25), (6.75, 8.25), (6.75, 8.5), (6.5, 8.5), (6.25, 8.5), (6.0, 8.5), (6.0, 8.75), (5.75, 8.75), (5.5, 8.75), (5.25, 8.75), (5.25, 8.5), (5.5, 8.5), (5.5, 8.25), (5.25, 8.25), (5.0, 8.25), (4.75, 8.25), (4.5, 8.25), (4.25, 8.25), (4.0, 8.25), (4.0, 8.5), (3.75, 8.5), (3.5, 8.5), (3.5, 8.25), (3.25, 8.25), (3.25, 8.0), (3.0, 8.0), (3.0, 8.25), (3.0, 8.5), (2.75, 8.5), (2.5, 8.5), (2.25, 8.5), (2.25, 8.75), (2.0, 8.75), (2.0, 9.0), (2.0, 9.25), (1.75, 9.25)]",5.0_9.0/thesis_output/sample_005_5.624.pdf,"Take 0.5 units north, then Take 0.75 units west, then Take 0.5 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.75 units west, then Take 0.25 units north, then Take 0.75 units west, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 1.5 units west, then Take 0.25 units north, then Take 0.5 units west, then Take 0.25 units south, then Take 0.25 units west, then Take 0.25 units south, then Take 0.25 units west, then Take 0.5 units north, then Take 0.75 units west, then Take 0.25 units north, then Take 0.25 units west, then Take 0.5 units north, then Take 0.25 units west.",5.0_9.0/thesis_output/blurred_1/sample_005_5.624_blurred.pdf,5.0_9.0/thesis_output/blurred/sample_005_5.624_blurred.pdf,5.0_9.0/thesis_output/blurred_5/sample_005_5.624_blurred.pdf
sample_007,5.1296,"[(7.0, 7.0), (7.25, 7.0), (7.5, 7.0), (7.75, 7.0), (8.0, 7.0), (8.0, 7.25), (8.25, 7.25), (8.25, 7.5), (8.0, 7.5), (8.0, 7.75), (7.75, 7.75), (7.75, 7.5), (7.75, 7.25), (7.5, 7.25), (7.5, 7.5), (7.5, 7.75), (7.5, 8.0), (7.75, 8.0), (8.0, 8.0), (8.25, 8.0), (8.5, 8.0), (8.75, 8.0), (9.0, 8.0), (9.25, 8.0), (9.25, 8.25), (9.25, 8.5), (9.25, 8.75), (9.25, 9.0), (9.25, 9.25), (9.25, 9.5), (9.5, 9.5), (9.5, 9.75), (9.75, 9.75), (10.0, 9.75), (10.0, 10.0), (10.0, 10.25), (10.0, 10.5), (10.0, 10.75), (10.25, 10.75), (10.5, 10.75)]",5.0_9.0/thesis_output/sample_006_5.2323.pdf,"Take 1.0 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units west, then Take 0.25 units north, then Take 0.25 units west, then Take 0.5 units south, then Take 0.25 units west, then Take 0.75 units north, then Take 1.75 units east, then Take 1.5 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.5 units east, then Take 1.0 units north, then Take 0.5 units east.",5.0_9.0/thesis_output/blurred_1/sample_006_5.2323_blurred.pdf,5.0_9.0/thesis_output/blurred/sample_006_5.2323_blurred.pdf,5.0_9.0/thesis_output/blurred_5/sample_006_5.2323_blurred.pdf
sample_008,8.0039,"[(7.0, 7.0), (7.25, 7.0), (7.5, 7.0), (7.75, 7.0), (7.75, 7.25), (7.75, 7.5), (7.75, 7.75), (8.0, 7.75), (8.0, 8.0), (8.25, 8.0), (8.25, 8.25), (8.5, 8.25), (8.75, 8.25), (9.0, 8.25), (9.25, 8.25), (9.25, 8.5), (9.25, 8.75), (9.5, 8.75), (9.75, 8.75), (10.0, 8.75), (10.0, 8.5), (10.25, 8.5), (10.25, 8.25), (10.5, 8.25), (10.75, 8.25), (10.75, 8.5), (11.0, 8.5), (11.25, 8.5), (11.25, 8.75), (11.5, 8.75), (11.75, 8.75), (11.75, 8.5), (12.0, 8.5), (12.0, 8.75), (12.0, 9.0), (12.25, 9.0), (12.25, 8.75), (12.25, 8.5), (12.5, 8.5), (12.75, 8.5), (13.0, 8.5), (13.25, 8.5), (13.5, 8.5), (13.5, 8.25), (13.75, 8.25), (14.0, 8.25), (14.25, 8.25), (14.5, 8.25), (14.5, 8.5), (14.75, 8.5), (14.75, 8.75), (14.75, 9.0)]",5.0_9.0/thesis_output/sample_007_8.4647.pdf,"Take 0.75 units east, then Take 0.75 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 1.0 units east, then Take 0.5 units north, then Take 0.75 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 0.5 units east, then Take 0.25 units north, then Take 0.5 units east, then Take 0.25 units north, then Take 0.5 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.5 units north, then Take 0.25 units east, then Take 0.5 units south, then Take 1.25 units east, then Take 0.25 units south, then Take 1.0 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.5 units north.",5.0_9.0/thesis_output/blurred_1/sample_007_8.4647_blurred.pdf,5.0_9.0/thesis_output/blurred/sample_007_8.4647_blurred.pdf,5.0_9.0/thesis_output/blurred_5/sample_007_8.4647_blurred.pdf
sample_009,7.2887,"[(7.0, 7.0), (7.0, 7.25), (6.75, 7.25), (6.75, 7.5), (7.0, 7.5), (7.25, 7.5), (7.25, 7.25), (7.25, 7.0), (7.5, 7.0), (7.5, 7.25), (7.5, 7.5), (7.75, 7.5), (8.0, 7.5), (8.25, 7.5), (8.5, 7.5), (8.75, 7.5), (8.75, 7.75), (8.75, 8.0), (8.75, 8.25), (9.0, 8.25), (9.25, 8.25), (9.25, 8.5), (9.25, 8.75), (9.0, 8.75), (9.0, 9.0), (9.25, 9.0), (9.25, 9.25), (9.25, 9.5), (9.0, 9.5), (9.0, 9.75), (9.0, 10.0), (9.25, 10.0), (9.25, 10.25), (9.25, 10.5), (9.0, 10.5), (8.75, 10.5), (8.75, 10.75), (8.75, 11.0), (9.0, 11.0), (9.0, 11.25), (9.0, 11.5), (9.0, 11.75), (9.25, 11.75), (9.25, 12.0), (9.25, 12.25), (9.25, 12.5), (9.5, 12.5), (9.75, 12.5), (9.75, 12.75), (9.75, 13.0), (9.75, 13.25), (9.75, 13.5), (9.75, 13.75)]",5.0_9.0/thesis_output/sample_008_7.4045.pdf,"Take 0.25 units north, then Take 0.25 units west, then Take 0.25 units north, then Take 0.5 units east, then Take 0.5 units south, then Take 0.25 units east, then Take 0.5 units north, then Take 1.25 units east, then Take 0.75 units north, then Take 0.5 units east, then Take 0.5 units north, then Take 0.25 units west, then Take 0.25 units north, then Take 0.25 units east, then Take 0.5 units north, then Take 0.25 units west, then Take 0.5 units north, then Take 0.25 units east, then Take 0.5 units north, then Take 0.5 units west, then Take 0.5 units north, then Take 0.25 units east, then Take 0.75 units north, then Take 0.25 units east, then Take 0.75 units north, then Take 0.5 units east, then Take 1.25 units north.",5.0_9.0/thesis_output/blurred_1/sample_008_7.4045_blurred.pdf,5.0_9.0/thesis_output/blurred/sample_008_7.4045_blurred.pdf,5.0_9.0/thesis_output/blurred_5/sample_008_7.4045_blurred.pdf
sample_010,7.754,"[(7.0, 7.0), (7.0, 6.75), (7.25, 6.75), (7.5, 6.75), (7.75, 6.75), (8.0, 6.75), (8.25, 6.75), (8.25, 7.0), (8.5, 7.0), (8.75, 7.0), (8.75, 7.25), (8.75, 7.5), (9.0, 7.5), (9.25, 7.5), (9.25, 7.75), (9.5, 7.75), (9.75, 7.75), (10.0, 7.75), (10.0, 7.5), (10.25, 7.5), (10.25, 7.75), (10.25, 8.0), (10.5, 8.0), (10.75, 8.0), (11.0, 8.0), (11.25, 8.0), (11.25, 7.75), (11.5, 7.75), (11.75, 7.75), (11.75, 8.0), (12.0, 8.0), (12.0, 7.75), (12.25, 7.75), (12.25, 8.0), (12.5, 8.0), (12.5, 8.25), (12.75, 8.25), (13.0, 8.25), (13.0, 8.0), (12.75, 8.0), (12.75, 7.75), (12.5, 7.75), (12.5, 7.5), (12.5, 7.25), (12.75, 7.25), (13.0, 7.25), (13.25, 7.25), (13.5, 7.25), (13.75, 7.25), (14.0, 7.25), (14.25, 7.25), (14.25, 7.5), (14.5, 7.5), (14.5, 7.25), (14.75, 7.25)]",5.0_9.0/thesis_output/sample_009_7.8323.pdf,"Take 0.25 units south, then Take 1.25 units east, then Take 0.25 units north, then Take 0.5 units east, then Take 0.5 units north, then Take 0.5 units east, then Take 0.25 units north, then Take 0.75 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.5 units north, then Take 1.0 units east, then Take 0.25 units south, then Take 0.5 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.5 units east, then Take 0.25 units south, then Take 0.25 units west, then Take 0.25 units south, then Take 0.25 units west, then Take 0.5 units south, then Take 1.75 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units south, then Take 0.25 units east.",5.0_9.0/thesis_output/blurred_1/sample_009_7.8323_blurred.pdf,5.0_9.0/thesis_output/blurred/sample_009_7.8323_blurred.pdf,5.0_9.0/thesis_output/blurred_5/sample_009_7.8323_blurred.pdf
