range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Equal,0.0,-64.24106960928216,0.5260228131934963,0.7554798321674367,0.42192124620597143,-0.011000000000000103
long,Combo_Oracle,0.0,-63.6006925509769,0.5294021513152837,0.752327989458105,0.4399838219759658,0.010392760128979378
long,Combo_NonOracle,0.0,-63.482808059312454,0.5300266023433693,0.7517433667681838,0.426482109090482,-0.025094754055195453
long,EmpiricalLinear,2.0,-59.52829692781932,0.5297855540684,0.7519691223258651,0.4262032521439919,-0.02439978883725816
long,LLM(Combined),,,0.0,1.0,0.6533315681948944,0.05699999999999987
medium,Combo_NonOracle,0.0,-117.07738093817585,0.3101268693098782,0.9108799864826795,0.4732802670107485,-0.08033429439971833
medium,Equal,0.0,-115.37988174037699,0.3154362059117501,0.9078024173372227,0.4784394632552794,-0.0782999999999999
medium,EmpiricalLinear,2.0,-113.00201447699176,0.310360689056227,0.9107455519888213,0.4735162415493008,-0.0802339901414599
medium,Combo_Oracle,0.0,-110.81063709677828,0.3301836147346893,0.8989799709422261,0.4674264552117433,0.006665064792406667
medium,LLM(Combined),,,0.0,1.0,0.46506163032441195,-0.12429999999999986
short,Combo_NonOracle,0.0,-106.84642193712062,0.3435357079747168,0.8898431303122691,0.4544568626599505,-0.13975172231973962
short,Equal,0.0,-105.80133454882103,0.34714478247555447,0.8875164278407096,0.45597734921813815,-0.13786999999999985
short,EmpiricalLinear,2.0,-102.80148814925221,0.3436901062668944,0.8897440905083025,0.45451346988043606,-0.13965894088085032
short,Combo_Oracle,0.0,-93.74401287744271,0.39162907328621427,0.8568413266199914,0.4300231045572304,-0.017057824921383746
short,LLM(Combined),,,0.0,1.0,0.5335760142660086,-0.2537699999999999
