range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,2.0,-295.52632148254594,0.05002345842769365,0.8683281199959801,0.0424894785722915,-0.02333191670866942
long,Equal,0.0,-294.09464551601025,0.052815717357619966,0.8532182793362173,0.06045276288144324,-0.01765599999999999
long,Combo_Oracle,0.0,-292.95000590426514,0.05342374017637353,0.8498192780290118,0.04492462115247489,-0.030352900694042128
long,Combo_NonOracle,0.0,-287.73403751302055,0.05628425895022684,0.8333061744312931,0.04275395252204441,-0.025668474216088102
long,LLM(Combined),,,0.0,1.0,0.060831756016080936,-0.032755999999999987
medium,EmpiricalLinear,2.0,-313.4134049035508,0.04183031139232823,0.9412057742959193,0.04613086711829981,-0.005280845244095618
medium,Combo_Oracle,0.0,-312.3490217003805,0.04400331894845012,0.9349386082967969,0.04653573928237656,-0.007251292162955417
medium,Combo_NonOracle,0.0,-310.7033530546705,0.04473345913778357,0.9327615884401816,0.049945007265482066,-0.005614639173726902
medium,Equal,0.0,-290.42382727188783,0.054790510127210895,0.8991297335438998,0.05568292054122162,-0.004470000000000011
medium,LLM(Combined),,,0.0,1.0,0.035602382504545955,-0.0010700000000000097
short,Combo_Oracle,0.0,-256.30479597214355,0.07706947741989856,0.7039178331201708,0.06972496098072699,0.037604192856996996
short,Combo_NonOracle,0.0,-256.0050630811258,0.07730082653419164,0.7021375912033704,0.07002294733112223,0.031906835067110124
short,EmpiricalLinear,2.0,-254.457153416935,0.07542839116007959,0.7163928920294118,0.07222530736048673,0.03530040668502772
short,Equal,0.0,-224.37824719124615,0.10605658866850282,0.43931010418224414,0.1105927508474222,0.043544000000000006
short,LLM(Combined),,,0.0,1.0,0.04826015478632451,-0.007055999999999992
