range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,2.0,-213.7457127938697,0.11332934657053022,0.5549091768054011,0.12861186953946777,-0.10917470017838932
long,Combo_NonOracle,0.0,-213.1259708524733,0.11868768774589972,0.5118253665626493,0.12611854889742807,-0.10351034814959942
long,Combo_Oracle,0.0,-212.01828512783848,0.12000968257705233,0.5008898006568876,0.10467901574937691,-0.07925889597325451
long,Equal,0.0,-181.71624915550734,0.16248615325620827,0.08505163570834506,0.14550853768765598,-0.082256
long,LLM(Combined),,,0.0,1.0,0.1460126519860522,-0.09605599999999999
medium,Combo_NonOracle,0.0,-262.64533552568093,0.07233455279373244,0.8622264289570528,0.12332312343609504,-0.04839537535290197
medium,Combo_Oracle,0.0,-258.02979260786356,0.07575143232687827,0.8489029408097645,0.10659427683932611,-0.016602453404950215
medium,EmpiricalLinear,2.0,-253.69142952101862,0.07600818133865524,0.847876959836948,0.13179592271543705,-0.04592365810397556
medium,Equal,0.0,-241.12901026651278,0.08969949832635632,0.7881373784014931,0.1093447558870566,-0.057670000000000006
medium,LLM(Combined),,,0.0,1.0,0.12616726057103722,-0.031670000000000004
short,Combo_NonOracle,0.0,-237.05216988177432,0.09343197020742257,0.2650052153876654,0.09915090653791951,0.04903727634868274
short,EmpiricalLinear,2.0,-236.8930312959844,0.08991142022631866,0.31935139453450645,0.10449213555993232,0.043239039635576
short,Combo_Oracle,0.0,-212.79358737563223,0.11908284235956011,-0.193965087516363,0.12692605235372026,0.09586134937820472
short,Equal,0.0,-189.48003737895496,0.1503483455180003,-0.9032268249557971,0.13115870745017275,0.07079400000000001
short,LLM(Combined),,,0.0,1.0,0.07619807438511816,0.00894400000000001
