llm_model,model_pretty,ablation,ablation_pretty,modality,nrmse
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base,Base,image,0.5802663758636214
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base,Base,text,0.2544008141258922
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base,Base,text_image,0.32509794489280186
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_1,Verbal steer,image,0.5880477400686596
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_1,Verbal steer,text,0.2737669960142072
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_1,Verbal steer,text_image,0.30305391459310616
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_2,Numerical steer,image,0.4964550491943334
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_2,Numerical steer,text,0.269420013652773
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_2,Numerical steer,text_image,0.2802658363271906
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_3,Noise,image,0.6567395119855445
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_3,Noise,text_image,0.3934835333212543
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_4,Short context,image,0.44786592269366726
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_4,Short context,text,0.38103133354712465
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_4,Short context,text_image,0.39373246336451245
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_5,Gradual noise,image,0.45748896288371166
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_5,Gradual noise,text_image,0.31177311147206827
gemma-3-4b-it,Gemma 3 4B it,base,Base,image,1.1713553963607517
gemma-3-4b-it,Gemma 3 4B it,base,Base,text,1.038729604472245
gemma-3-4b-it,Gemma 3 4B it,base,Base,text_image,1.0421862608743064
gemma-3-4b-it,Gemma 3 4B it,base_1,Verbal steer,image,1.007126960326392
gemma-3-4b-it,Gemma 3 4B it,base_1,Verbal steer,text,1.0658376585275084
gemma-3-4b-it,Gemma 3 4B it,base_1,Verbal steer,text_image,0.9710410530094019
gemma-3-4b-it,Gemma 3 4B it,base_2,Numerical steer,image,0.6967734261535576
gemma-3-4b-it,Gemma 3 4B it,base_2,Numerical steer,text,0.7543570268829606
gemma-3-4b-it,Gemma 3 4B it,base_2,Numerical steer,text_image,0.8318730267692293
gemma-3-4b-it,Gemma 3 4B it,base_3,Noise,image,1.2647379198026816
gemma-3-4b-it,Gemma 3 4B it,base_3,Noise,text_image,1.1805570819561606
gemma-3-4b-it,Gemma 3 4B it,base_4,Short context,image,1.0562219105844823
gemma-3-4b-it,Gemma 3 4B it,base_4,Short context,text,0.9335403302322491
gemma-3-4b-it,Gemma 3 4B it,base_4,Short context,text_image,0.9930338795691535
gemma-3-4b-it,Gemma 3 4B it,base_5,Gradual noise,image,1.3714683050181742
gemma-3-4b-it,Gemma 3 4B it,base_5,Gradual noise,text_image,1.177718936647381
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base,Base,image,0.6522101630049714
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base,Base,text,0.3713455579497481
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base,Base,text_image,0.6598495259935111
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_1,Verbal steer,image,0.6756894773172304
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_1,Verbal steer,text,0.36270437230182984
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_1,Verbal steer,text_image,0.6395988009015794
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_2,Numerical steer,image,0.6425918914532133
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_2,Numerical steer,text,0.39276567894754877
