range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Combo_Oracle,0.0,-306.9496429796079,0.04644453704387833,0.8842762665090748,0.04638659646624824,-0.03686706455472546
long,EmpiricalLinear,2.0,-306.7885901326013,0.04469534588995502,0.8928288810419549,0.033250565465240634,-0.017230414509443993
long,Combo_NonOracle,0.0,-300.669006413182,0.04945510135585546,0.8687874569948382,0.04338462841278753,-0.02901228629093205
long,Equal,0.0,-280.20138206238454,0.06068772528279505,0.8024145870931607,0.0465521271264805,0.005144000000000027
long,LLM(Combined),,,0.0,1.0,0.05295710094028939,-0.036655999999999994
medium,Combo_NonOracle,0.0,-308.6743597103128,0.04565036860689161,0.9303959580060669,0.051920978698663064,-8.666278934286953e-05
medium,Combo_Oracle,0.0,-308.5344745790788,0.04571427136976829,0.9302009539404994,0.046214770889412275,-0.0029388214641311305
medium,EmpiricalLinear,2.0,-304.68328176751334,0.04564629583658041,0.9304083771228805,0.051357388911720904,0.002195689335866877
medium,Equal,0.0,-272.14404087541413,0.06577993615077472,0.8554783942370381,0.06907362477820315,0.0065299999999999915
medium,LLM(Combined),,,0.0,1.0,0.037923787258131274,-0.002870000000000008
short,Combo_Oracle,0.0,-239.90052724454057,0.09080823782855736,0.6636843833393218,0.07119437455601396,0.03980588601885729
short,EmpiricalLinear,2.0,-239.5411024462145,0.08756174962389841,0.6873017868073843,0.0756573372073613,0.0377623971167996
short,Combo_NonOracle,0.0,-234.04139272987746,0.09628777383725858,0.6218720067941055,0.07101664978366291,0.021816774836618143
short,Equal,0.0,-224.8539201773748,0.10555330406955532,0.5455980332019523,0.11635164175893697,0.06804400000000001
short,LLM(Combined),,,0.0,1.0,0.0668387203647706,0.025544000000000008
