correct,response,input_value,range_category,trial,stimulus_id
2.4622,14.0,2.4622,short,0,0
4.8023,7.78,4.8023,short,1,1
4.0078,3.61,4.0078,short,2,2
3.4004,6.5,3.4004,short,3,3
1.5,1.12,1.5,short,4,4
1.6771,2.36,1.6771,short,5,5
1.25,1.41,1.25,short,6,6
4.3732,7.51,4.3732,short,7,7
3.4004,4.34,3.4004,short,8,8
3.8243,5.33,3.8243,short,9,9
2.4622,14.0,2.4622,short,10,0
4.8023,7.906,4.8023,short,11,1
4.0078,3.606,4.0078,short,12,2
3.4004,6.952,3.4004,short,13,3
1.5,1.118,1.5,short,14,4
1.6771,2.299,1.6771,short,15,5
1.25,1.677,1.25,short,16,6
4.3732,4.949,4.3732,short,17,7
3.4004,4.243,3.4004,short,18,8
3.8243,3.606,3.8243,short,19,9
2.4622,14.0,2.4622,short,20,0
4.8023,7.5,4.8023,short,21,1
4.0078,3.6,4.0078,short,22,2
3.4004,6.9,3.4004,short,23,3
1.5,1.12,1.5,short,24,4
1.6771,2.12,1.6771,short,25,5
1.25,1.87,1.25,short,26,6
4.3732,9.6,4.3732,short,27,7
3.4004,6.9,3.4004,short,28,8
3.8243,7.5,3.8243,short,29,9
2.4622,14.0,2.4622,short,30,0
4.8023,7.906,4.8023,short,31,1
4.0078,3.606,4.0078,short,32,2
3.4004,6.97,3.4004,short,33,3
1.5,1.118,1.5,short,34,4
1.6771,2.375,1.6771,short,35,5
1.25,1.565,1.25,short,36,6
4.3732,4.345,4.3732,short,37,7
3.4004,4.375,3.4004,short,38,8
3.8243,3.606,3.8243,short,39,9
2.4622,14.0,2.4622,short,40,0
4.8023,7.906,4.8023,short,41,1
4.0078,3.606,4.0078,short,42,2
3.4004,6.952,3.4004,short,43,3
1.5,1.118,1.5,short,44,4
1.6771,2.345,1.6771,short,45,5
1.25,1.603,1.25,short,46,6
4.3732,4.295,4.3732,short,47,7
3.4004,4.295,3.4004,short,48,8
3.8243,3.906,3.8243,short,49,9
4.423,14.0,4.423,medium,0,0
6.8648,12.5,6.8648,medium,1,1
5.8363,7.5,5.8363,medium,2,2
5.3502,4.5,5.3502,medium,3,3
3.5532,3.5,3.5532,medium,4,4
3.5089,3.5,3.5089,medium,5,5
3.1623,3.5,3.1623,medium,6,6
6.5192,7.5,6.5192,medium,7,7
5.3502,7.5,5.3502,medium,8,8
5.8149,9.5,5.8149,medium,9,9
4.423,14.0,4.423,medium,10,0
6.8648,13.25,6.8648,medium,11,1
5.8363,12.5,5.8363,medium,12,2
5.3502,4.375,5.3502,medium,13,3
3.5532,6.8125,3.5532,medium,14,4
3.5089,5.6833,3.5089,medium,15,5
3.1623,4.375,3.1623,medium,16,6
6.5192,13.375,6.5192,medium,17,7
5.3502,7.3125,5.3502,medium,18,8
5.8149,11.3125,5.8149,medium,19,9
4.423,14.0,4.423,medium,20,0
6.8648,13.5,6.8648,medium,21,1
5.8363,6.5,5.8363,medium,22,2
5.3502,5.5,5.3502,medium,23,3
3.5532,4.5,3.5532,medium,24,4
3.5089,4.5,3.5089,medium,25,5
3.1623,3.5,3.1623,medium,26,6
6.5192,11.5,6.5192,medium,27,7
5.3502,7.5,5.3502,medium,28,8
5.8149,7.5,5.8149,medium,29,9
4.423,14.0,4.423,medium,30,0
6.8648,12.5,6.8648,medium,31,1
5.8363,12.5,5.8363,medium,32,2
5.3502,5.5,5.3502,medium,33,3
3.5532,6.32,3.5532,medium,34,4
3.5089,6.12,3.5089,medium,35,5
