group,response_mean,response_var,correct_mean,correct_var,range_category
0,0.0,0.0,2.8284,0.0,short
1,0.0,0.0,5.0,0.0,short
2,0.0,0.0,4.2426,0.0,short
3,0.0,0.0,3.6056,0.0,short
4,0.0,0.0,2.2361,0.0,short
5,0.44720000000000004,0.9999392000000001,2.2361,0.0,short
6,0.2828,0.3998792,1.4142,0.0,short
7,0.0,0.0,5.0,0.0,short
8,0.0,0.0,3.6056,0.0,short
9,0.0,0.0,4.2426,0.0,short
0,0.4,0.3,5.0,0.0,medium
1,0.4,0.3,7.0710999999999995,0.0,medium
2,0.6,0.3,6.4031,0.0,medium
3,0.6,0.3,5.6569,0.0,medium
4,0.4,0.3,4.2426,0.0,medium
5,0.4,0.3,4.2426,0.0,medium
6,0.4,0.3,3.6056,0.0,medium
7,0.4,0.3,7.0710999999999995,0.0,medium
8,0.4,0.3,5.6569,0.0,medium
9,0.4,0.3,6.4031,0.0,medium
0,0.0,0.0,7.0710999999999995,0.0,long
1,0.0,0.0,9.2195,0.0,long
2,0.0,0.0,8.4853,0.0,long
3,0.0,0.0,7.8102,0.0,long
4,0.0,0.0,5.6569,0.0,long
5,0.0,0.0,5.6569,0.0,long
6,0.0,0.0,5.6569,0.0,long
7,0.0,0.0,8.4853,0.0,long
8,0.0,0.0,7.8102,0.0,long
9,0.0,0.0,8.4853,0.0,long
