correct,response,range_category,trial,stimulus_id
2.5,,short,0,0
4.8023,6.71,short,1,1
3.9051,6.4,short,2,2
3.4004,5.7,short,3,3
1.6008,2.78,short,4,4
1.25,1.25,short,5,5
4.4721,7.07,short,6,6
1.118,1.12,short,7,7
4.8541,7.0,short,8,8
4.3661,7.14,short,9,9
4.4721,,medium,0,0
6.8237,2.119,medium,1,1
5.9634,1.75,medium,2,2
5.3852,2.236,medium,3,3
3.6056,5.0,medium,4,4
3.25,5.022,medium,5,5
6.5,2.5,medium,6,6
5.831,5.099,medium,7,7
3.0923,5.022,medium,8,8
6.8966,3.041,medium,9,9
6.5,,long,0,0
8.8459,13.3,long,1,1
7.9412,10.3,long,2,2
7.433,7.28,long,3,3
5.6569,0.0,long,4,4
5.2202,2.83,long,5,5
8.4595,7.28,long,6,6
7.8262,10.3,long,7,7
5.099,1.41,long,8,8
8.9022,7.07,long,9,9
