range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Equal,0.0,-213.61862299525703,0.1181044082581171,0.6564842043798927,0.09460729406340719,0.027009
long,Bayes(range),0.0,-213.19959159604974,0.11860034114419529,0.6535932291164189,0.09413563368074111,0.025393865045219028
long,EmpiricalLinear,3.0,-210.73389580717304,0.11448185294523798,0.6772339883066483,0.09655037829262877,0.03043255341784106
long,Bayes(stimulus),0.0,-205.09412082114494,0.12861379423905517,0.5926294805793586,0.12269817123556487,0.067341752836239
long,LLM(Combined),,,0.0,1.0,0.13395694285851706,0.03574400000000002
medium,EmpiricalLinear,3.0,-198.5836119837131,0.129272057842141,0.802598008827231,0.15587316349370017,0.015056984812146219
medium,Equal,0.0,-192.14375229606483,0.14639636265973277,0.7468355170530716,0.13480699032320245,0.039119999999999995
medium,Bayes(stimulus),0.0,-187.48587898870167,0.15337662364290694,0.7221179136590784,0.1556520564572025,0.06234628254488848
medium,Bayes(range),0.0,-179.56951827327455,0.1660120035411712,0.6744473863136965,0.1235522242722446,0.03306678685195233
medium,LLM(Combined),,,0.0,1.0,0.18276270855948704,0.01562999999999999
short,EmpiricalLinear,3.0,-231.30067393158942,0.0932000762299082,0.2464057146124925,0.13570279931966703,-0.10072653822998795
short,Bayes(stimulus),0.0,-215.92521280125894,0.11541140172063222,-0.15558658841934592,0.11525188734653641,-0.07193136842372284
short,Bayes(range),0.0,-209.10025607647623,0.12356319408387093,-0.3245956172368625,0.08987541010440178,-0.03685839984182006
short,Equal,0.0,-200.33210832429643,0.13488656901263374,-0.5784923353859106,0.08593770656702446,-0.022842999999999992
short,LLM(Combined),,,0.0,1.0,0.14114615648327092,-0.106611
