correct,response,input_value,range_category,trial,stimulus_id
3.47,5.0,3.47,short,0,0
7.26,12.0,7.26,short,1,1
5.89,10.0,5.89,short,2,2
4.95,5.0,4.95,short,3,3
1.98,3.0,1.98,short,4,4
1.89,3.0,1.89,short,5,5
1.27,2.0,1.27,short,6,6
7.01,6.0,7.01,short,7,7
4.83,5.0,4.83,short,8,8
5.52,7.0,5.52,short,9,9
1.06,2.0,1.06,short,10,10
7.52,8.0,7.52,short,11,11
6.18,5.0,6.18,short,12,12
2.28,3.0,2.28,short,13,13
2.08,2.0,2.08,short,14,14
2.18,3.0,2.18,short,15,15
3.0,5.0,3.0,short,16,16
4.58,6.0,4.58,short,17,17
3.96,3.0,3.96,short,18,18
2.96,3.0,2.96,short,19,19
3.47,5.0,3.47,short,20,0
7.26,10.0,7.26,short,21,1
5.89,9.0,5.89,short,22,2
4.95,5.0,4.95,short,23,3
1.98,3.0,1.98,short,24,4
1.89,3.0,1.89,short,25,5
1.27,2.0,1.27,short,26,6
7.01,6.0,7.01,short,27,7
4.83,5.0,4.83,short,28,8
5.52,7.0,5.52,short,29,9
1.06,2.0,1.06,short,30,10
7.52,7.0,7.52,short,31,11
6.18,5.0,6.18,short,32,12
2.28,3.0,2.28,short,33,13
2.08,2.0,2.08,short,34,14
2.18,3.0,2.18,short,35,15
3.0,4.0,3.0,short,36,16
4.58,6.0,4.58,short,37,17
3.96,3.0,3.96,short,38,18
2.96,3.0,2.96,short,39,19
3.47,5.0,3.47,short,40,0
7.26,10.0,7.26,short,41,1
5.89,8.0,5.89,short,42,2
4.95,4.0,4.95,short,43,3
1.98,3.0,1.98,short,44,4
1.89,3.0,1.89,short,45,5
1.27,2.0,1.27,short,46,6
7.01,6.0,7.01,short,47,7
4.83,5.0,4.83,short,48,8
5.52,6.0,5.52,short,49,9
1.06,2.0,1.06,short,50,10
7.52,7.0,7.52,short,51,11
6.18,5.0,6.18,short,52,12
2.28,3.0,2.28,short,53,13
2.08,2.0,2.08,short,54,14
2.18,3.0,2.18,short,55,15
3.0,4.0,3.0,short,56,16
4.58,5.0,4.58,short,57,17
3.96,3.0,3.96,short,58,18
2.96,3.0,2.96,short,59,19
3.47,5.0,3.47,short,60,0
7.26,10.0,7.26,short,61,1
5.89,8.0,5.89,short,62,2
4.95,4.0,4.95,short,63,3
1.98,3.0,1.98,short,64,4
1.89,3.0,1.89,short,65,5
1.27,2.0,1.27,short,66,6
7.01,5.0,7.01,short,67,7
4.83,5.0,4.83,short,68,8
5.52,5.0,5.52,short,69,9
1.06,2.0,1.06,short,70,10
7.52,7.0,7.52,short,71,11
6.18,4.0,6.18,short,72,12
2.28,3.0,2.28,short,73,13
2.08,2.0,2.08,short,74,14
2.18,3.0,2.18,short,75,15
3.0,4.0,3.0,short,76,16
4.58,5.0,4.58,short,77,17
3.96,3.0,3.96,short,78,18
2.96,3.0,2.96,short,79,19
3.47,5.0,3.47,short,80,0
7.26,10.0,7.26,short,81,1
5.89,8.0,5.89,short,82,2
4.95,4.0,4.95,short,83,3
1.98,3.0,1.98,short,84,4
1.89,3.0,1.89,short,85,5
1.27,2.0,1.27,short,86,6
7.01,6.0,7.01,short,87,7
4.83,5.0,4.83,short,88,8
5.52,6.0,5.52,short,89,9
1.06,2.0,1.06,short,90,10
7.52,7.0,7.52,short,91,11
6.18,5.0,6.18,short,92,12
2.28,3.0,2.28,short,93,13
2.08,2.0,2.08,short,94,14
2.18,3.0,2.18,short,95,15
3.0,4.0,3.0,short,96,16
4.58,6.0,4.58,short,97,17
3.96,3.0,3.96,short,98,18
2.96,3.0,2.96,short,99,19
9.57,8.0,9.57,medium,0,0
18.43,20.0,18.43,medium,1,1
15.74,17.0,15.74,medium,2,2
13.13,14.0,13.13,medium,3,3
6.72,7.0,6.72,medium,4,4
7.0,5.0,7.0,medium,5,5
5.81,6.0,5.81,medium,6,6
17.63,12.0,17.63,medium,7,7
12.67,13.0,12.67,medium,8,8
15.37,14.0,15.37,medium,9,9
5.2,6.0,5.2,medium,10,10
19.22,20.0,19.22,medium,11,11
16.15,13.0,16.15,medium,12,12
7.77,6.0,7.77,medium,13,13
7.24,7.0,7.24,medium,14,14
7.35,8.0,7.35,medium,15,15
8.9,4.0,8.9,medium,16,16
11.89,14.0,11.89,medium,17,17
10.84,9.0,10.84,medium,18,18
9.12,9.0,9.12,medium,19,19
9.57,8.0,9.57,medium,20,0
18.43,20.0,18.43,medium,21,1
15.74,21.0,15.74,medium,22,2
13.13,15.0,13.13,medium,23,3
6.72,7.0,6.72,medium,24,4
7.0,5.0,7.0,medium,25,5
