group,response_mean,response_var,correct_mean,correct_var,range_category
0,2.248,0.18752000000000002,2.8284,0.0,short
1,5.1659999999999995,0.13777999999999996,5.0,0.0,short
2,4.248,0.68752,4.2426,0.0,short
3,4.556,1.0796299999999996,3.6056,0.0,short
4,2.096,0.01728000000000003,2.2361,0.0,short
5,2.096,0.01728000000000003,2.2361,0.0,short
6,1.082,0.033619999999999976,1.4142,0.0,short
7,5.332,0.20667000000000021,5.0,0.0,short
8,4.326,0.8645799999999998,3.6056,0.0,short
9,4.096,0.5172800000000001,4.2426,0.0,short
0,4.2,0.6999999999999997,5.0,0.0,medium
1,5.4,0.30000000000000004,7.0710999999999995,0.0,medium
2,5.4,0.30000000000000016,6.4031,0.0,medium
3,4.8,0.19999999999999996,5.6569,0.0,medium
4,3.4,0.8,4.2426,0.0,medium
5,3.4,0.8,4.2426,0.0,medium
6,3.2,0.19999999999999996,3.6056,0.0,medium
7,5.2,0.19999999999999996,7.0710999999999995,0.0,medium
8,5.0,0.0,5.6569,0.0,medium
9,5.2,0.20000000000000007,6.4031,0.0,medium
0,5.601999999999999,0.2633200000000001,7.0710999999999995,0.0,long
1,10.776,11.08688,9.2195,0.0,long
2,7.140000000000001,0.5332000000000002,8.4853,0.0,long
3,9.568000000000001,9.088920000000002,7.8102,0.0,long
4,5.098,0.02851999999999997,5.6569,0.0,long
5,5.098,0.02851999999999997,5.6569,0.0,long
6,5.098,0.02851999999999997,5.6569,0.0,long
7,6.94,0.3032,8.4853,0.0,long
8,9.244,11.191680000000002,7.8102,0.0,long
9,6.94,0.3032,8.4853,0.0,long
