range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.9990059642147118,0.0009940357852882276
short,1,0.2900752520232854,0.7099247479767146
short,2,0.5398708261218287,0.4601291738781713
short,3,0.9939609879823661,0.006039012017633905
short,4,0.004526027567269883,0.9954739724327302
short,5,0.015779153904007068,0.9842208460959929
short,6,0.04007285974499088,0.9599271402550091
short,7,0.03631160003577495,0.9636883999642251
short,8,0.0008819160787226095,0.9991180839212774
short,9,0.006670533642691416,0.9933294663573086
medium,0,0.43307086614173224,0.5669291338582678
medium,1,0.9015748031496063,0.09842519685039375
medium,2,0.1688234123034045,0.8311765876965955
medium,3,0.7796768593937771,0.22032314060622293
medium,4,0.48387096774193583,0.5161290322580642
medium,5,0.20888888888888923,0.7911111111111108
medium,6,0.0010535070695869163,0.998946492930413
medium,7,0.07020780734123147,0.9297921926587686
medium,8,0.26141328764891464,0.7385867123510854
medium,9,0.13374153804998026,0.8662584619500198
long,0,0.12105263157894762,0.8789473684210524
long,1,0.09183673469387776,0.9081632653061222
long,2,0.10505836575875471,0.8949416342412453
long,3,0.0017344173441734302,0.9982655826558265
long,4,0.004443895815331449,0.9955561041846686
long,5,0.009581316432955735,0.9904186835670442
long,6,0.00942179350569232,0.9905782064943077
long,7,0.5473283103836497,0.4526716896163503
long,8,0.06312929863521696,0.936870701364783
long,9,0.004394752148904532,0.9956052478510955
