range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Bayes(stimulus),0.0,-162.70369092284943,0.1965109922092066,0.13002230199497955,0.19804525353470542,-0.16797364942694334
long,Bayes(range),0.0,-161.73905275253995,0.19841578465598214,0.11307507432979469,0.20154291752212158,-0.17728049298725687
long,EmpiricalLinear,3.0,-157.87605187683377,0.1942206259787376,0.1501835731374993,0.23137005083748594,-0.21327831199699734
long,Equal,0.0,-138.84476787395198,0.24946224977438972,-0.40198734032846706,0.2167388978759927,-0.1691435
long,LLM(Combined),,,0.0,1.0,0.23425392748041599,-0.18205599999999997
medium,Bayes(stimulus),0.0,-221.95986860659764,0.10865270391616412,0.6693981079112727,0.15784526961584672,-0.12046400021805172
medium,Bayes(range),0.0,-210.57577727977343,0.12175337790174422,0.5848679198068338,0.1505978780233466,-0.10674225397043077
medium,Equal,0.0,-201.82105101386645,0.13289306321249428,0.5054287327731732,0.14668404442883348,-0.091045
medium,EmpiricalLinear,3.0,-195.8410339274215,0.1328665099596954,0.5056263527779159,0.18450964665979178,-0.14483462333247188
medium,LLM(Combined),,,0.0,1.0,0.17444536577392936,-0.13547000000000003
short,Bayes(stimulus),0.0,-250.4444636585911,0.08172097021599395,0.5486904011015696,0.08198000922360034,0.034782450645035184
short,EmpiricalLinear,3.0,-238.09857443627527,0.08707497547109563,0.48761752865376473,0.08380931469761133,0.05193093532946957
short,Bayes(range),0.0,-234.95289515379994,0.09541409628972689,0.38477691234647726,0.09047915978500437,0.061139765154283196
short,Equal,0.0,-186.24422634716132,0.15529290067482157,-0.6297115621139586,0.1656510831235341,0.08607400000000003
short,LLM(Combined),,,0.0,1.0,0.06985432370297488,0.011344000000000007
