range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-257.1054322370092,0.07200250834365925,-0.30358592099037507,0.22401204868129418,-0.190655764605239
long,Bayes(range),0.0,-238.2548218050547,0.09231503868232059,-1.142837909710423,0.17474129323430515,-0.13458549669923842
long,Equal,0.0,-235.58490246433416,0.09481297379578389,-1.2603721398038736,0.17052513890919427,-0.12875000000000003
long,Bayes(stimulus),0.0,-214.91945959743447,0.1165780123691667,-2.4172574724530023,0.1612824932376609,-0.10346608267720685
long,LLM(Combined),,,0.0,1.0,0.22909819510419543,-0.18505
medium,EmpiricalLinear,3.0,-269.9351909029233,0.06333280047018022,-1.235373656893136,0.2469339780211164,-0.1981201350513057
medium,Equal,0.0,-228.92767858602298,0.10133972567557106,-4.723374877058571,0.17853708578331842,-0.11517000000000004
medium,Bayes(range),0.0,-227.03117468884457,0.10327997784731298,-4.944632566828342,0.17485756439327738,-0.11397258909700264
medium,Bayes(stimulus),0.0,-224.7628896526262,0.1056494335430919,-5.220525716702933,0.1741259655293093,-0.1057868256777228
medium,LLM(Combined),,,0.0,1.0,0.2478426335399138,-0.19171
short,EmpiricalLinear,3.0,-240.77749090175922,0.08477327754915256,-0.03458973292394907,0.1506230593648063,-0.10843410034345577
short,Bayes(stimulus),0.0,-220.8987684781734,0.10981175637550669,-0.7359926864423969,0.12014082970602181,-0.05777273669270504
short,Equal,0.0,-198.4733377018447,0.13741724782573692,-1.7185210991845943,0.0853239884206077,-0.01914999999999999
short,Bayes(range),0.0,-186.13429771826537,0.15546370589603156,-2.479431152814731,0.08017246754898154,-0.0032105640269241347
short,LLM(Combined),,,0.0,1.0,0.16680114807758367,-0.12044999999999999
