group,response_mean,response_var,correct_mean,correct_var,range_category
0,0.42000000000000004,0.02950000000000001,0.25,0.0,short
1,0.49000000000000005,0.0005000000000000003,0.48,0.0,short
2,0.48,0.0645,0.39,0.0,short
3,0.30999999999999994,0.0029999999999999983,0.34,0.0,short
4,0.2,0.005,0.16,0.0,short
5,0.16999999999999998,0.0032500000000000007,0.16,0.0,short
6,0.24,0.0004999999999999997,0.12,0.0,short
7,0.5700000000000001,0.015750000000000004,0.45,0.0,short
8,0.33999999999999997,0.010499999999999997,0.34,0.0,short
9,0.54,0.014250000000000004,0.38,0.0,short
0,0.48,0.0019999999999999987,0.49000000000000005,0.0,medium
1,0.82,0.0032500000000000025,0.78,0.0,medium
2,0.52,0.07450000000000001,0.67,0.0,medium
3,0.49000000000000005,0.0004999999999999997,0.6,0.0,medium
4,0.55,0.051250000000000004,0.38,0.0,medium
5,0.48,0.03825,0.38,0.0,medium
6,0.38,0.013250000000000001,0.33,0.0,medium
7,0.78,0.0019999999999999983,0.73,0.0,medium
8,0.51,0.0005000000000000009,0.6,0.0,medium
9,0.5,0.003749999999999998,0.65,0.0,medium
0,0.65,0.018749999999999996,0.65,0.0,long
1,0.89,0.0029999999999999975,0.8800000000000001,0.0,long
2,0.77,0.0007500000000000014,0.79,0.0,long
3,0.78,0.010750000000000013,0.74,0.0,long
4,0.51,0.005499999999999999,0.56,0.0,long
5,0.62,0.01575,0.56,0.0,long
6,0.55,0.0175,0.52,0.0,long
7,0.8,0.0037499999999999986,0.85,0.0,long
8,0.6799999999999999,0.01325,0.74,0.0,long
9,0.79,0.0005000000000000016,0.78,0.0,long
