range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-255.67527096569444,0.0730396591190804,0.35680763949060257,0.11320258496568848,-0.0776879828949233
long,Equal,0.0,-251.064350912536,0.08121595920432423,0.20474545835682867,0.11791586904371948,-0.07498571428571428
long,Bayes(range),0.0,-243.99585143674787,0.08716446745430448,0.08398546622806846,0.09175008736292944,-0.046361275133033085
long,Bayes(stimulus),0.0,-240.65622114356108,0.09012459190409589,0.020712920547292124,0.11618432972444614,-0.0672915991480053
long,LLM(Combined),,,0.0,1.0,0.10386637088105082,-0.07565000000000001
medium,EmpiricalLinear,3.0,-226.0244918136849,0.09824951956300944,0.39204012092715446,0.08878563801999312,0.020745606684025347
medium,Equal,0.0,-219.29082748034165,0.11159173679368721,0.21570738972343706,0.11040173226705713,0.04041325840799998
medium,Bayes(stimulus),0.0,-217.94325636832448,0.11310569270803954,0.19428216517281727,0.12006465276698945,0.050872347913927154
medium,Bayes(range),0.0,-217.3364970266249,0.11379405831401612,0.18444506188742749,0.06786940470997617,0.012657526307527896
medium,LLM(Combined),,,0.0,1.0,0.11046733001209,0.02052999999999999
short,Equal,0.0,-236.37190141299095,0.09406972520423348,0.6102799774325318,0.0926599881286416,0.077546
short,Bayes(range),0.0,-234.10380000059035,0.09622770201211298,0.5921943883982188,0.08462712330446684,0.06806867330847427
short,Bayes(stimulus),0.0,-229.12179987293356,0.10114319451204654,0.5494673176380291,0.09626702763032358,0.07218256258407786
short,EmpiricalLinear,3.0,-223.8626576286118,0.10039663619338578,0.5560937168504869,0.10621629852033253,0.08995037621089874
short,LLM(Combined),,,0.0,1.0,0.12121110675181544,0.088128
