range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-185.256459156603,0.14770110743746132,-0.27795230782065317,0.3103206376291276,-0.276899195673459
long,Bayes(range),0.0,-182.2301576252185,0.16165326512686545,-0.5307917237531694,0.33318822958112204,-0.2985538845518679
long,Equal,0.0,-180.08560128821435,0.1651574507856064,-0.5978775139478263,0.32129561956242103,-0.279513
long,Bayes(stimulus),0.0,-177.28880588477026,0.16984176680751134,-0.6898032514250723,0.3248287769106561,-0.2831650970036916
long,LLM(Combined),,,0.0,1.0,0.3851658123458,-0.33624999999999994
medium,EmpiricalLinear,3.0,-179.52978640227025,0.15640634790868543,-0.06722748255963884,0.20727781695615696,-0.11608312903017509
medium,Equal,0.0,-175.30921110559632,0.17323744499963048,-0.30927775591616014,0.22758612029295636,-0.122195
medium,Bayes(range),0.0,-166.96401824963948,0.1883148124128179,-0.5470958231353158,0.23646540666222526,-0.16814045533205665
medium,Bayes(stimulus),0.0,-154.04054977434788,0.21429418799456235,-1.0034062972035906,0.2656933326898878,-0.11463192587293497
medium,LLM(Combined),,,0.0,1.0,0.21247171811796506,-0.06987
short,Bayes(range),0.0,-188.37365401295543,0.15202101058565695,0.1979413911421577,0.2580477271844549,0.21645591414458262
short,EmpiricalLinear,3.0,-186.33406968964772,0.1461180098789021,0.25902019587296854,0.18934984303292082,0.1529463247036342
short,Bayes(stimulus),0.0,-181.67879106699405,0.16254702886402683,0.08302616141584174,0.2688710061559021,0.2184672065685025
short,Equal,0.0,-175.97454799053008,0.17208865826822495,-0.027787593986877246,0.2359462190293564,0.17408919202222226
short,LLM(Combined),,,0.0,1.0,0.22749680437316036,0.16608400000000004
