correct,response,input_value,range_category,trial,stimulus_id
2.4622,3.88,2.4622,short,0,0
4.8023,4.85,4.8023,short,1,1
4.0078,2.12,4.0078,short,2,2
3.4004,4.03,3.4004,short,3,3
1.5,1.12,1.5,short,4,4
1.6771,1.5,1.6771,short,5,5
1.25,1.03,1.25,short,6,6
4.3732,4.37,4.3732,short,7,7
3.4004,3.78,3.4004,short,8,8
3.8243,4.37,3.8243,short,9,9
2.4622,3.25,2.4622,short,10,0
4.8023,3.06,4.8023,short,11,1
4.0078,1.31,4.0078,short,12,2
3.4004,3.06,3.4004,short,13,3
1.5,1.03,1.5,short,14,4
1.6771,1.03,1.6771,short,15,5
1.25,0.75,1.25,short,16,6
4.3732,4.7,4.3732,short,17,7
3.4004,3.01,3.4004,short,18,8
3.8243,3.86,3.8243,short,19,9
2.4622,2.12132,2.4622,short,20,0
4.8023,2.7037,4.8023,short,21,1
4.0078,1.44222,4.0078,short,22,2
3.4004,2.29129,3.4004,short,23,3
1.5,1.03078,1.5,short,24,4
1.6771,1.40357,1.6771,short,25,5
1.25,1.03078,1.25,short,26,6
4.3732,3.20156,4.3732,short,27,7
3.4004,2.80357,3.4004,short,28,8
3.8243,3.04138,3.8243,short,29,9
2.4622,2.34,2.4622,short,30,0
4.8023,3.5,4.8023,short,31,1
4.0078,1.4,4.0078,short,32,2
3.4004,3.3,3.4004,short,33,3
1.5,1.12,1.5,short,34,4
1.6771,1.4,1.6771,short,35,5
1.25,0.75,1.25,short,36,6
4.3732,4.35,4.3732,short,37,7
3.4004,2.34,3.4004,short,38,8
3.8243,3.75,3.8243,short,39,9
2.4622,2.68,2.4622,short,40,0
4.8023,2.93,4.8023,short,41,1
4.0078,2.37,4.0078,short,42,2
3.4004,2.67,3.4004,short,43,3
1.5,1.03,1.5,short,44,4
1.6771,1.45,1.6771,short,45,5
1.25,1.03,1.25,short,46,6
4.3732,3.62,4.3732,short,47,7
3.4004,3.21,3.4004,short,48,8
3.8243,4.11,3.8243,short,49,9
4.423,2.29,4.423,medium,0,0
6.8648,2.29,6.8648,medium,1,1
5.8363,6.4,5.8363,medium,2,2
5.3502,5.29,5.3502,medium,3,3
3.5532,3.04,3.5532,medium,4,4
3.5089,4.12,3.5089,medium,5,5
3.1623,3.61,3.1623,medium,6,6
6.5192,6.4,6.5192,medium,7,7
5.3502,4.8,5.3502,medium,8,8
5.8149,5.1,5.8149,medium,9,9
4.423,4.35,4.423,medium,10,0
6.8648,3.64,6.8648,medium,11,1
5.8363,6.49,5.8363,medium,12,2
5.3502,5.32,5.3502,medium,13,3
3.5532,3.15,3.5532,medium,14,4
3.5089,4.17,3.5089,medium,15,5
3.1623,3.04,3.1623,medium,16,6
6.5192,6.74,6.5192,medium,17,7
5.3502,4.58,5.3502,medium,18,8
5.8149,5.59,5.8149,medium,19,9
4.423,2.42,4.423,medium,20,0
6.8648,2.42,6.8648,medium,21,1
5.8363,6.5,5.8363,medium,22,2
5.3502,5.38,5.3502,medium,23,3
3.5532,3.07,3.5532,medium,24,4
3.5089,4.11,3.5089,medium,25,5
3.1623,2.92,3.1623,medium,26,6
6.5192,6.68,6.5192,medium,27,7
5.3502,4.07,5.3502,medium,28,8
5.8149,5.74,5.8149,medium,29,9
4.423,4.96,4.423,medium,30,0
6.8648,4.96,6.8648,medium,31,1
5.8363,6.12,5.8363,medium,32,2
5.3502,5.06,5.3502,medium,33,3
3.5532,3.56,3.5532,medium,34,4
3.5089,4.12,3.5089,medium,35,5
3.1623,3.12,3.1623,medium,36,6
6.5192,6.56,6.5192,medium,37,7
5.3502,4.47,5.3502,medium,38,8
5.8149,5.88,5.8149,medium,39,9
4.423,2.748,4.423,medium,40,0
6.8648,2.55,6.8648,medium,41,1
5.8363,6.45,5.8363,medium,42,2
5.3502,4.95,5.3502,medium,43,3
3.5532,3.041,3.5532,medium,44,4
3.5089,3.422,3.5089,medium,45,5
3.1623,2.55,3.1623,medium,46,6
6.5192,6.45,6.5192,medium,47,7
5.3502,3.606,5.3502,medium,48,8
5.8149,5.344,5.8149,medium,49,9
6.408,11.7,6.408,long,0,0
8.6783,10.95,8.6783,long,1,1
7.9451,8.94,7.9451,long,2,2
7.2887,7.72,7.2887,long,3,3
5.5509,7.07,5.5509,long,4,4
5.7009,7.0,5.7009,long,5,5
5.2202,7.36,5.2202,long,6,6
8.5147,8.19,8.5147,long,7,7
7.433,8.77,7.433,long,8,8
7.8302,8.19,7.8302,long,9,9
6.408,14.0357,6.408,long,10,0
8.6783,12.0416,8.6783,long,11,1
7.9451,8.6023,7.9451,long,12,2
7.2887,9.5394,7.2887,long,13,3
5.5509,6.7823,5.5509,long,14,4
5.7009,6.6403,5.7009,long,15,5
5.2202,4.7958,5.2202,long,16,6
8.5147,7.3571,8.5147,long,17,7
7.433,8.1854,7.433,long,18,8
7.8302,8.3666,7.8302,long,19,9
6.408,1.48,6.408,long,20,0
8.6783,8.77,8.6783,long,21,1
7.9451,7.42,7.9451,long,22,2
7.2887,6.89,7.2887,long,23,3
5.5509,6.51,5.5509,long,24,4
5.7009,4.76,5.7009,long,25,5
5.2202,3.57,5.2202,long,26,6
8.5147,7.87,8.5147,long,27,7
7.433,6.58,7.433,long,28,8
7.8302,7.51,7.8302,long,29,9
6.408,11.0,6.408,long,30,0
8.6783,10.0,8.6783,long,31,1
7.9451,7.5,7.9451,long,32,2
7.2887,7.5,7.2887,long,33,3
5.5509,6.5,5.5509,long,34,4
5.7009,5.0,5.7009,long,35,5
5.2202,4.75,5.2202,long,36,6
8.5147,6.0,8.5147,long,37,7
7.433,7.0,7.433,long,38,8
7.8302,7.5,7.8302,long,39,9
6.408,4.81,6.408,long,40,0
8.6783,7.28,8.6783,long,41,1
7.9451,6.86,7.9451,long,42,2
7.2887,5.83,7.2887,long,43,3
5.5509,6.86,5.5509,long,44,4
5.7009,5.27,5.7009,long,45,5
5.2202,4.92,5.2202,long,46,6
8.5147,6.86,8.5147,long,47,7
7.433,7.14,7.433,long,48,8
7.8302,6.8,7.8302,long,49,9
