range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-276.0202676559558,0.056260767534447226,0.8457771836934014,0.20777506335377874,-0.20098188270575343
long,Bayes(range),0.0,-253.37843799190588,0.0753588231423983,0.7233023062286599,0.1657788078282338,-0.15744207462786658
long,Equal,0.0,-242.25962343535858,0.08441273721472152,0.6528211257716394,0.16345024797553934,-0.15230571428571424
long,Bayes(stimulus),0.0,-233.05390347053446,0.09272649285916168,0.5810665943646003,0.15516956503976112,-0.1441368827774216
long,LLM(Combined),,,0.0,1.0,0.21831199797817913,-0.21250979591836733
medium,EmpiricalLinear,3.0,-287.3766958812231,0.04707528035366978,0.8602881612301425,0.15890726898489532,-0.12408068726042916
medium,Bayes(range),0.0,-274.04876642160673,0.0575745499321967,0.791018192204859,0.13507873775382007,-0.08619348932304742
medium,Bayes(stimulus),0.0,-245.6333155076893,0.07740682144115539,0.6222488048641919,0.13852536414541694,-0.08298807199267615
medium,Equal,0.0,-236.97635269015058,0.08471152027125158,0.5475898603388643,0.14781807372859834,-0.08243541666666668
medium,LLM(Combined),,,0.0,1.0,0.14339910653196786,-0.11160208333333334
short,EmpiricalLinear,3.0,-275.88898026454626,0.05633618875110635,0.5603638979193633,0.07297941691808187,-0.02671172977382447
short,Bayes(range),0.0,-224.61783550430616,0.101062238446554,-0.4148039042074285,0.07424499090139326,0.04642717305746999
short,Equal,0.0,-223.48933521537236,0.1022327276963933,-0.44776582241966234,0.07498839292496799,0.04759224489795921
short,Bayes(stimulus),0.0,-219.12531945632227,0.10688811481255502,-0.5826222166229071,0.06659298364092274,0.05369752724129391
short,LLM(Combined),,,0.0,1.0,0.08115788273859936,-0.0274077551020408
