correct,response,input_value,range_category,trial,stimulus_id
0.3832,0.705882,0.3832,short,0,0
0.3404,0.588235,0.3404,short,1,1
0.4465,0.538462,0.4465,short,2,2
0.1232,0.392157,0.1232,short,3,3
0.1624,0.315789,0.1624,short,4,4
0.1624,0.368421,0.1624,short,5,5
0.3395,0.526316,0.3395,short,6,6
0.3928,0.526316,0.3928,short,7,7
0.4803,0.769231,0.4803,short,8,8
0.2498,0.371429,0.2498,short,9,9
0.3832,0.5714285714285714,0.3832,short,10,0
0.3404,0.4583333333333334,0.3404,short,11,1
0.4465,0.5,0.4465,short,12,2
0.1232,0.2857142857142857,0.1232,short,13,3
0.1624,0.3333333333333333,0.1624,short,14,4
0.1624,0.4375,0.1624,short,15,5
0.3395,0.5,0.3395,short,16,6
0.3928,0.5588235294117647,0.3928,short,17,7
0.4803,0.6666666666666666,0.4803,short,18,8
0.2498,0.4193548387096774,0.2498,short,19,9
0.3832,0.6428571428571429,0.3832,short,20,0
0.3404,0.5192307692307692,0.3404,short,21,1
0.4465,0.48,0.4465,short,22,2
0.1232,0.375,0.1232,short,23,3
0.1624,0.34782608695652173,0.1624,short,24,4
0.1624,0.3333333333333333,0.1624,short,25,5
0.3395,0.5714285714285714,0.3395,short,26,6
0.3928,0.5,0.3928,short,27,7
0.4803,0.6666666666666666,0.4803,short,28,8
0.2498,0.37037037037037035,0.2498,short,29,9
0.3832,0.511627907,0.3832,short,30,0
0.3404,0.5625,0.3404,short,31,1
0.4465,0.513513513,0.4465,short,32,2
0.1232,0.333333333,0.1232,short,33,3
0.1624,0.304347826,0.1624,short,34,4
0.1624,0.333333333,0.1624,short,35,5
0.3395,0.5,0.3395,short,36,6
0.3928,0.564102564,0.3928,short,37,7
0.4803,0.869565217,0.4803,short,38,8
0.2498,0.34375,0.2498,short,39,9
0.3832,0.653846,0.3832,short,40,0
0.3404,0.414634,0.3404,short,41,1
0.4465,0.54,0.4465,short,42,2
0.1232,0.307692,0.1232,short,43,3
0.1624,0.315789,0.1624,short,44,4
0.1624,0.411765,0.1624,short,45,5
0.3395,0.6,0.3395,short,46,6
0.3928,0.5,0.3928,short,47,7
0.4803,0.714286,0.4803,short,48,8
0.2498,0.461538,0.2498,short,49,9
0.654,0.357142,0.654,medium,0,0
0.6006,0.857142,0.6006,medium,1,1
0.7331,0.571428,0.7331,medium,2,2
0.329,0.5,0.329,medium,3,3
0.378,0.571428,0.378,medium,4,4
0.378,0.428571,0.378,medium,5,5
0.5993,0.571428,0.5993,medium,6,6
0.666,0.642857,0.666,medium,7,7
0.7754,0.642857,0.7754,medium,8,8
0.4873,0.571428,0.4873,medium,9,9
0.654,0.45454545454545453,0.654,medium,10,0
0.6006,0.9230769230769231,0.6006,medium,11,1
0.7331,0.6538461538461539,0.7331,medium,12,2
0.329,0.5932203389830508,0.329,medium,13,3
0.378,0.6060606060606061,0.378,medium,14,4
0.378,0.5102040816326531,0.378,medium,15,5
0.5993,0.5833333333333334,0.5993,medium,16,6
0.666,0.6111111111111112,0.666,medium,17,7
0.7754,0.7777777777777778,0.7754,medium,18,8
0.4873,0.6470588235294118,0.4873,medium,19,9
