correct,response,range_category,trial
2.5,0.0,short,0
4.8023,0.0,short,1
3.9051,0.0,short,2
3.4004,0.0,short,3
1.6008,0.0,short,4
1.25,1.25,short,5
4.4721,0.0,short,6
1.118,1.118,short,7
4.8541,0.0,short,8
4.3661,0.0,short,9
2.5,1.0,short,10
4.8023,1.0,short,11
3.9051,1.0,short,12
3.4004,1.0,short,13
1.6008,1.0,short,14
1.25,1.0,short,15
4.4721,1.0,short,16
1.118,1.0,short,17
4.8541,1.0,short,18
4.3661,1.0,short,19
2.5,0.0,short,20
4.8023,0.0,short,21
3.9051,0.0,short,22
3.4004,0.0,short,23
1.6008,0.0,short,24
1.25,1.25,short,25
4.4721,0.0,short,26
1.118,1.11803398875,short,27
4.8541,0.0,short,28
4.3661,0.0,short,29
2.5,0.0,short,30
4.8023,0.0,short,31
3.9051,0.0,short,32
3.4004,0.0,short,33
1.6008,0.0,short,34
1.25,0.0,short,35
4.4721,0.0,short,36
1.118,0.0,short,37
4.8541,0.0,short,38
4.3661,0.0,short,39
2.5,0.0,short,40
4.8023,5.0,short,41
3.9051,5.0,short,42
3.4004,1.75,short,43
1.6008,1.25,short,44
1.25,1.25,short,45
4.4721,2.0,short,46
1.118,1.12,short,47
4.8541,0.25,short,48
4.3661,1.25,short,49
4.4721,0.0,medium,0
6.8237,0.0,medium,1
5.9634,0.0,medium,2
5.3852,0.0,medium,3
3.6056,0.0,medium,4
3.25,0.0,medium,5
6.5,0.0,medium,6
5.831,0.0,medium,7
3.0923,0.0,medium,8
6.8966,0.0,medium,9
4.4721,1.0,medium,10
6.8237,1.0,medium,11
5.9634,1.0,medium,12
5.3852,1.0,medium,13
3.6056,1.0,medium,14
3.25,1.0,medium,15
6.5,1.0,medium,16
5.831,1.0,medium,17
3.0923,1.0,medium,18
6.8966,1.0,medium,19
4.4721,1.0,medium,20
6.8237,11.75,medium,21
5.9634,9.75,medium,22
5.3852,11.0,medium,23
3.6056,5.0,medium,24
3.25,5.75,medium,25
6.5,13.5,medium,26
5.831,9.0,medium,27
3.0923,5.25,medium,28
6.8966,13.75,medium,29
4.4721,0.0,medium,30
6.8237,0.0,medium,31
5.9634,0.0,medium,32
5.3852,0.0,medium,33
3.6056,0.0,medium,34
3.25,0.0,medium,35
6.5,0.0,medium,36
5.831,0.0,medium,37
3.0923,0.0,medium,38
6.8966,0.0,medium,39
4.4721,0.0,medium,40
6.8237,0.0,medium,41
5.9634,0.0,medium,42
5.3852,0.0,medium,43
3.6056,0.0,medium,44
3.25,0.0,medium,45
6.5,0.0,medium,46
5.831,0.0,medium,47
3.0923,0.0,medium,48
6.8966,0.0,medium,49
6.5,27.5,long,0
8.8353,14.75,long,1
7.9412,13.25,long,2
7.433,10.5,long,3
5.6569,7.07,long,4
5.2202,9.37,long,5
8.4595,13.06,long,6
7.8262,13.28,long,7
5.099,9.43,long,8
8.9022,13.02,long,9
6.5,1.0,long,10
8.8353,1.0,long,11
7.9412,1.0,long,12
7.433,1.0,long,13
5.6569,1.0,long,14
5.2202,1.0,long,15
8.4595,1.0,long,16
7.8262,1.0,long,17
5.099,1.0,long,18
8.9022,1.0,long,19
6.5,26.57,long,20
8.8353,37.56,long,21
7.9412,25.72,long,22
7.433,15.52,long,23
5.6569,10.0,long,24
5.2202,20.54,long,25
8.4595,19.84,long,26
7.8262,26.57,long,27
5.099,17.0,long,28
8.9022,18.36,long,29
6.5,29.66,long,30
8.8353,41.5,long,31
7.9412,15.75,long,32
7.433,10.5,long,33
5.6569,9.9,long,34
5.2202,11.5,long,35
8.4595,14.25,long,36
7.8262,15.5,long,37
5.099,12.04,long,38
8.9022,13.5,long,39
6.5,14.3,long,40
8.8353,14.75,long,41
7.9412,13.25,long,42
7.433,10.5,long,43
5.6569,7.0,long,44
5.2202,9.25,long,45
8.4595,13.25,long,46
7.8262,13.25,long,47
5.099,9.0,long,48
8.9022,13.05,long,49
