correct,response,input_value,range_category,trial,stimulus_id
3.47,8.0,3.47,short,0,0
7.26,25.0,7.26,short,1,1
5.89,30.0,5.89,short,2,2
4.95,15.0,4.95,short,3,3
1.98,8.0,1.98,short,4,4
1.89,12.0,1.89,short,5,5
1.27,5.0,1.27,short,6,6
7.01,20.0,7.01,short,7,7
4.83,18.0,4.83,short,8,8
5.52,28.0,5.52,short,9,9
1.06,5.0,1.06,short,10,10
7.52,22.0,7.52,short,11,11
6.18,18.0,6.18,short,12,12
2.28,8.0,2.28,short,13,13
2.08,7.0,2.08,short,14,14
2.18,10.0,2.18,short,15,15
3.0,15.0,3.0,short,16,16
4.58,35.0,4.58,short,17,17
3.96,8.0,3.96,short,18,18
2.96,12.0,2.96,short,19,19
3.47,8.0,3.47,short,20,0
7.26,25.0,7.26,short,21,1
5.89,20.0,5.89,short,22,2
4.95,12.0,4.95,short,23,3
1.98,7.0,1.98,short,24,4
1.89,8.0,1.89,short,25,5
1.27,5.0,1.27,short,26,6
7.01,18.0,7.01,short,27,7
4.83,15.0,4.83,short,28,8
5.52,22.0,5.52,short,29,9
1.06,5.0,1.06,short,30,10
7.52,23.0,7.52,short,31,11
6.18,18.0,6.18,short,32,12
2.28,7.0,2.28,short,33,13
2.08,6.0,2.08,short,34,14
2.18,10.0,2.18,short,35,15
3.0,12.0,3.0,short,36,16
4.58,28.0,4.58,short,37,17
3.96,8.0,3.96,short,38,18
2.96,10.0,2.96,short,39,19
3.47,8.0,3.47,short,40,0
7.26,25.0,7.26,short,41,1
5.89,20.0,5.89,short,42,2
4.95,10.0,4.95,short,43,3
1.98,6.0,1.98,short,44,4
1.89,8.0,1.89,short,45,5
1.27,4.0,1.27,short,46,6
7.01,15.0,7.01,short,47,7
4.83,12.0,4.83,short,48,8
5.52,18.0,5.52,short,49,9
1.06,4.0,1.06,short,50,10
7.52,22.0,7.52,short,51,11
6.18,18.0,6.18,short,52,12
2.28,6.0,2.28,short,53,13
2.08,6.0,2.08,short,54,14
2.18,8.0,2.18,short,55,15
3.0,10.0,3.0,short,56,16
4.58,25.0,4.58,short,57,17
3.96,8.0,3.96,short,58,18
2.96,10.0,2.96,short,59,19
3.47,8.0,3.47,short,60,0
7.26,25.0,7.26,short,61,1
5.89,20.0,5.89,short,62,2
4.95,12.0,4.95,short,63,3
1.98,6.0,1.98,short,64,4
1.89,8.0,1.89,short,65,5
1.27,4.0,1.27,short,66,6
7.01,15.0,7.01,short,67,7
4.83,10.0,4.83,short,68,8
5.52,18.0,5.52,short,69,9
1.06,5.0,1.06,short,70,10
7.52,16.0,7.52,short,71,11
6.18,14.0,6.18,short,72,12
2.28,6.0,2.28,short,73,13
2.08,5.0,2.08,short,74,14
2.18,8.0,2.18,short,75,15
3.0,10.0,3.0,short,76,16
4.58,22.0,4.58,short,77,17
3.96,7.0,3.96,short,78,18
2.96,9.0,2.96,short,79,19
3.47,8.0,3.47,short,80,0
7.26,25.0,7.26,short,81,1
5.89,20.0,5.89,short,82,2
4.95,10.0,4.95,short,83,3
1.98,7.0,1.98,short,84,4
1.89,8.0,1.89,short,85,5
1.27,5.0,1.27,short,86,6
7.01,18.0,7.01,short,87,7
4.83,15.0,4.83,short,88,8
5.52,22.0,5.52,short,89,9
1.06,5.0,1.06,short,90,10
7.52,23.0,7.52,short,91,11
6.18,18.0,6.18,short,92,12
2.28,7.0,2.28,short,93,13
2.08,6.0,2.08,short,94,14
2.18,10.0,2.18,short,95,15
3.0,12.0,3.0,short,96,16
4.58,28.0,4.58,short,97,17
3.96,8.0,3.96,short,98,18
2.96,12.0,2.96,short,99,19
9.57,63.0,9.57,medium,0,0
18.43,88.0,18.43,medium,1,1
15.74,78.0,15.74,medium,2,2
13.13,65.0,13.13,medium,3,3
6.72,25.0,6.72,medium,4,4
7.0,35.0,7.0,medium,5,5
5.81,32.0,5.81,medium,6,6
17.63,55.0,17.63,medium,7,7
12.67,70.0,12.67,medium,8,8
15.37,85.0,15.37,medium,9,9
5.2,40.0,5.2,medium,10,10
19.22,110.0,19.22,medium,11,11
16.15,80.0,16.15,medium,12,12
7.77,30.0,7.77,medium,13,13
7.24,45.0,7.24,medium,14,14
7.35,40.0,7.35,medium,15,15
8.9,35.0,8.9,medium,16,16
11.89,75.0,11.89,medium,17,17
10.84,60.0,10.84,medium,18,18
9.12,50.0,9.12,medium,19,19
9.57,61.0,9.57,medium,20,0
18.43,98.0,18.43,medium,21,1
15.74,88.0,15.74,medium,22,2
13.13,75.0,13.13,medium,23,3
6.72,25.0,6.72,medium,24,4
7.0,32.0,7.0,medium,25,5
5.81,35.0,5.81,medium,26,6
17.63,63.0,17.63,medium,27,7
12.67,78.0,12.67,medium,28,8
15.37,92.0,15.37,medium,29,9
5.2,45.0,5.2,medium,30,10
19.22,115.0,19.22,medium,31,11
16.15,80.0,16.15,medium,32,12
7.77,38.0,7.77,medium,33,13
7.24,42.0,7.24,medium,34,14
7.35,55.0,7.35,medium,35,15
8.9,38.0,8.9,medium,36,16
11.89,72.0,11.89,medium,37,17
10.84,68.0,10.84,medium,38,18
9.12,55.0,9.12,medium,39,19
9.57,60.0,9.57,medium,40,0
18.43,95.0,18.43,medium,41,1
15.74,110.0,15.74,medium,42,2
13.13,75.0,13.13,medium,43,3
6.72,25.0,6.72,medium,44,4
7.0,30.0,7.0,medium,45,5
5.81,35.0,5.81,medium,46,6
17.63,65.0,17.63,medium,47,7
12.67,80.0,12.67,medium,48,8
15.37,90.0,15.37,medium,49,9
5.2,45.0,5.2,medium,50,10
19.22,130.0,19.22,medium,51,11
16.15,85.0,16.15,medium,52,12
7.77,40.0,7.77,medium,53,13
7.24,50.0,7.24,medium,54,14
7.35,60.0,7.35,medium,55,15
8.9,40.0,8.9,medium,56,16
11.89,80.0,11.89,medium,57,17
10.84,70.0,10.84,medium,58,18
9.12,55.0,9.12,medium,59,19
9.57,63.0,9.57,medium,60,0
18.43,97.0,18.43,medium,61,1
15.74,85.0,15.74,medium,62,2
13.13,78.0,13.13,medium,63,3
6.72,27.0,6.72,medium,64,4
7.0,35.0,7.0,medium,65,5
5.81,32.0,5.81,medium,66,6
17.63,65.0,17.63,medium,67,7
12.67,78.0,12.67,medium,68,8
15.37,92.0,15.37,medium,69,9
5.2,45.0,5.2,medium,70,10
19.22,115.0,19.22,medium,71,11
16.15,88.0,16.15,medium,72,12
7.77,33.0,7.77,medium,73,13
7.24,42.0,7.24,medium,74,14
7.35,55.0,7.35,medium,75,15
8.9,38.0,8.9,medium,76,16
11.89,87.0,11.89,medium,77,17
10.84,75.0,10.84,medium,78,18
9.12,58.0,9.12,medium,79,19
9.57,60.0,9.57,medium,80,0
18.43,95.0,18.43,medium,81,1
15.74,110.0,15.74,medium,82,2
13.13,75.0,13.13,medium,83,3
6.72,30.0,6.72,medium,84,4
7.0,35.0,7.0,medium,85,5
5.81,40.0,5.81,medium,86,6
17.63,70.0,17.63,medium,87,7
12.67,90.0,12.67,medium,88,8
15.37,115.0,15.37,medium,89,9
5.2,50.0,5.2,medium,90,10
19.22,130.0,19.22,medium,91,11
16.15,95.0,16.15,medium,92,12
7.77,45.0,7.77,medium,93,13
7.24,60.0,7.24,medium,94,14
7.35,55.0,7.35,medium,95,15
8.9,40.0,8.9,medium,96,16
11.89,85.0,11.89,medium,97,17
10.84,80.0,10.84,medium,98,18
9.12,65.0,9.12,medium,99,19
26.62,67.0,26.62,long,0,0
48.03,98.0,48.03,long,1,1
40.53,112.0,40.53,long,2,2
35.76,95.0,35.76,long,3,3
20.13,68.0,20.13,long,4,4
20.28,58.0,20.28,long,5,5
16.69,45.0,16.69,long,6,6
44.63,135.0,44.63,long,7,7
35.43,88.0,35.43,long,8,8
39.64,75.0,39.64,long,9,9
15.48,15.0,15.48,long,10,10
48.87,110.0,48.87,long,11,11
43.74,45.0,43.74,long,12,12
21.82,60.0,21.82,long,13,13
20.9,55.0,20.9,long,14,14
21.08,62.0,21.08,long,15,15
25.45,98.0,25.45,long,16,16
32.34,65.0,32.34,long,17,17
29.53,85.0,29.53,long,18,18
23.66,55.0,23.66,long,19,19
26.62,68.0,26.62,long,20,0
48.03,95.0,48.03,long,21,1
40.53,88.0,40.53,long,22,2
35.76,115.0,35.76,long,23,3
20.13,65.0,20.13,long,24,4
20.28,55.0,20.28,long,25,5
16.69,45.0,16.69,long,26,6
44.63,135.0,44.63,long,27,7
35.43,80.0,35.43,long,28,8
39.64,75.0,39.64,long,29,9
15.48,20.0,15.48,long,30,10
48.87,110.0,48.87,long,31,11
43.74,45.0,43.74,long,32,12
21.82,60.0,21.82,long,33,13
20.9,50.0,20.9,long,34,14
21.08,65.0,21.08,long,35,15
25.45,90.0,25.45,long,36,16
32.34,40.0,32.34,long,37,17
29.53,85.0,29.53,long,38,18
23.66,50.0,23.66,long,39,19
26.62,68.0,26.62,long,40,0
48.03,97.0,48.03,long,41,1
40.53,112.0,40.53,long,42,2
35.76,98.0,35.76,long,43,3
20.13,65.0,20.13,long,44,4
20.28,58.0,20.28,long,45,5
16.69,48.0,16.69,long,46,6
44.63,135.0,44.63,long,47,7
35.43,85.0,35.43,long,48,8
39.64,88.0,39.64,long,49,9
15.48,15.0,15.48,long,50,10
48.87,130.0,48.87,long,51,11
43.74,45.0,43.74,long,52,12
21.82,62.0,21.82,long,53,13
20.9,55.0,20.9,long,54,14
21.08,68.0,21.08,long,55,15
25.45,95.0,25.45,long,56,16
32.34,50.0,32.34,long,57,17
29.53,87.0,29.53,long,58,18
23.66,55.0,23.66,long,59,19
26.62,65.0,26.62,long,60,0
48.03,95.0,48.03,long,61,1
40.53,110.0,40.53,long,62,2
35.76,85.0,35.76,long,63,3
20.13,60.0,20.13,long,64,4
20.28,55.0,20.28,long,65,5
16.69,45.0,16.69,long,66,6
44.63,130.0,44.63,long,67,7
35.43,80.0,35.43,long,68,8
39.64,75.0,39.64,long,69,9
15.48,20.0,15.48,long,70,10
48.87,115.0,48.87,long,71,11
43.74,60.0,43.74,long,72,12
21.82,65.0,21.82,long,73,13
20.9,50.0,20.9,long,74,14
21.08,60.0,21.08,long,75,15
25.45,95.0,25.45,long,76,16
32.34,40.0,32.34,long,77,17
29.53,85.0,29.53,long,78,18
23.66,55.0,23.66,long,79,19
26.62,68.0,26.62,long,80,0
48.03,115.0,48.03,long,81,1
40.53,95.0,40.53,long,82,2
35.76,88.0,35.76,long,83,3
20.13,75.0,20.13,long,84,4
20.28,60.0,20.28,long,85,5
16.69,55.0,16.69,long,86,6
44.63,135.0,44.63,long,87,7
35.43,90.0,35.43,long,88,8
39.64,85.0,39.64,long,89,9
15.48,25.0,15.48,long,90,10
48.87,110.0,48.87,long,91,11
43.74,65.0,43.74,long,92,12
21.82,70.0,21.82,long,93,13
20.9,60.0,20.9,long,94,14
21.08,75.0,21.08,long,95,15
25.45,110.0,25.45,long,96,16
32.34,55.0,32.34,long,97,17
29.53,90.0,29.53,long,98,18
23.66,60.0,23.66,long,99,19
