sample_id,actual_length,maze_path,image_path,path_text_description,blurred_low_image_path,blurred_image_path,blurred_high_image_path
sample_001,2.4622,"[(7.0, 7.0), (6.75, 7.0), (6.5, 7.0), (6.5, 6.75), (6.75, 6.75), (6.75, 6.5), (6.5, 6.5), (6.5, 6.25), (6.25, 6.25), (6.0, 6.25), (6.0, 6.5), (5.75, 6.5), (5.5, 6.5), (5.25, 6.5), (5.25, 6.25), (5.0, 6.25), (5.0, 6.0), (4.75, 6.0)]",1.0_5.0/sample_000_2.4982.png,"Take 0.5 units west, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 0.25 units west, then Take 0.25 units south, then Take 0.5 units west, then Take 0.25 units north, then Take 0.75 units west, then Take 0.25 units south, then Take 0.25 units west, then Take 0.25 units south, then Take 0.25 units west.",1.0_5.0/blurred_1/sample_000_2.4982_blurred.png,1.0_5.0/blurred/sample_000_2.4982_blurred.png,1.0_5.0/blurred_5/sample_000_2.4982_blurred.png
sample_002,4.8023,"[(7.0, 7.0), (6.75, 7.0), (6.75, 7.25), (6.5, 7.25), (6.5, 7.5), (6.25, 7.5), (6.0, 7.5), (6.0, 7.25), (5.75, 7.25), (5.75, 7.0), (5.75, 6.75), (5.5, 6.75), (5.25, 6.75), (5.0, 6.75), (5.0, 6.5), (5.0, 6.25), (5.0, 6.0), (5.0, 5.75), (5.0, 5.5), (5.0, 5.25), (4.75, 5.25), (4.75, 5.0), (5.0, 5.0), (5.0, 4.75), (5.25, 4.75), (5.25, 4.5), (5.0, 4.5), (4.75, 4.5), (4.5, 4.5), (4.25, 4.5), (4.0, 4.5), (4.0, 4.25), (3.75, 4.25), (3.5, 4.25), (3.5, 4.0), (3.25, 4.0)]",1.0_5.0/sample_001_4.8029.png,"Take 0.25 units west, then Take 0.25 units north, then Take 0.25 units west, then Take 0.25 units north, then Take 0.5 units west, then Take 0.25 units south, then Take 0.25 units west, then Take 0.5 units south, then Take 0.75 units west, then Take 1.5 units south, then Take 0.25 units west, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 1.25 units west, then Take 0.25 units south, then Take 0.5 units west, then Take 0.25 units south, then Take 0.25 units west.",1.0_5.0/blurred_1/sample_001_4.8029_blurred.png,1.0_5.0/blurred/sample_001_4.8029_blurred.png,1.0_5.0/blurred_5/sample_001_4.8029_blurred.png
sample_003,4.0078,"[(7.0, 7.0), (7.0, 6.75), (7.0, 6.5), (7.0, 6.25), (7.0, 6.0), (7.0, 5.75), (7.25, 5.75), (7.25, 5.5), (7.25, 5.25), (7.5, 5.25), (7.5, 5.0), (7.5, 4.75), (7.5, 4.5), (7.25, 4.5), (7.25, 4.25), (7.25, 4.0), (7.0, 4.0), (7.0, 3.75), (7.0, 3.5), (7.0, 3.25), (7.25, 3.25), (7.25, 3.0)]",1.0_5.0/sample_002_3.928.png,"Take 1.25 units south, then Take 0.25 units east, then Take 0.5 units south, then Take 0.25 units east, then Take 0.75 units south, then Take 0.25 units west, then Take 0.5 units south, then Take 0.25 units west, then Take 0.75 units south, then Take 0.25 units east, then Take 0.25 units south.",1.0_5.0/blurred_1/sample_002_3.928_blurred.png,1.0_5.0/blurred/sample_002_3.928_blurred.png,1.0_5.0/blurred_5/sample_002_3.928_blurred.png
sample_004,3.4004,"[(7.0, 7.0), (7.25, 7.0), (7.25, 7.25), (7.25, 7.5), (7.0, 7.5), (6.75, 7.5), (6.5, 7.5), (6.25, 7.5), (6.0, 7.5), (5.75, 7.5), (5.5, 7.5), (5.5, 7.75), (5.25, 7.75), (5.25, 8.0), (5.5, 8.0), (5.75, 8.0), (5.75, 8.25), (5.75, 8.5), (5.75, 8.75), (5.5, 8.75), (5.5, 9.0), (5.75, 9.0), (5.75, 9.25), (5.5, 9.25), (5.25, 9.25), (5.25, 9.5), (5.0, 9.5), (5.0, 9.75)]",1.0_5.0/sample_003_3.3946.png,"Take 0.25 units east, then Take 0.5 units north, then Take 1.75 units west, then Take 0.25 units north, then Take 0.25 units west, then Take 0.25 units north, then Take 0.5 units east, then Take 0.75 units north, then Take 0.25 units west, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.5 units west, then Take 0.25 units north, then Take 0.25 units west, then Take 0.25 units north.",1.0_5.0/blurred_1/sample_003_3.3946_blurred.png,1.0_5.0/blurred/sample_003_3.3946_blurred.png,1.0_5.0/blurred_5/sample_003_3.3946_blurred.png
sample_005,1.5,"[(7.0, 7.0), (6.75, 7.0), (6.75, 7.25), (6.5, 7.25), (6.5, 7.0), (6.25, 7.0), (6.0, 7.0), (5.75, 7.0), (5.5, 7.0)]",1.0_5.0/sample_004_1.6241.png,"Take 0.25 units west, then Take 0.25 units north, then Take 0.25 units west, then Take 0.25 units south, then Take 1.0 units west.",1.0_5.0/blurred_1/sample_004_1.6241_blurred.png,1.0_5.0/blurred/sample_004_1.6241_blurred.png,1.0_5.0/blurred_5/sample_004_1.6241_blurred.png
sample_006,1.6771,"[(7.0, 7.0), (7.0, 7.25), (6.75, 7.25), (6.75, 7.0), (6.5, 7.0), (6.5, 6.75), (6.5, 6.5), (6.5, 6.25), (6.5, 6.0), (6.5, 5.75), (6.25, 5.75), (6.25, 5.5)]",1.0_5.0/sample_005_1.624.png,"Take 0.25 units north, then Take 0.25 units west, then Take 0.25 units south, then Take 0.25 units west, then Take 1.25 units south, then Take 0.25 units west, then Take 0.25 units south.",1.0_5.0/blurred_1/sample_005_1.624_blurred.png,1.0_5.0/blurred/sample_005_1.624_blurred.png,1.0_5.0/blurred_5/sample_005_1.624_blurred.png
sample_007,1.25,"[(7.0, 7.0), (7.0, 6.75), (6.75, 6.75), (6.5, 6.75), (6.5, 6.5), (6.25, 6.5), (6.25, 6.25), (6.0, 6.25)]",1.0_5.0/sample_006_1.2323.png,"Take 0.25 units south, then Take 0.5 units west, then Take 0.25 units south, then Take 0.25 units west, then Take 0.25 units south, then Take 0.25 units west.",1.0_5.0/blurred_1/sample_006_1.2323_blurred.png,1.0_5.0/blurred/sample_006_1.2323_blurred.png,1.0_5.0/blurred_5/sample_006_1.2323_blurred.png
sample_008,4.3732,"[(7.0, 7.0), (7.0, 6.75), (7.0, 6.5), (7.25, 6.5), (7.25, 6.75), (7.5, 6.75), (7.75, 6.75), (7.75, 7.0), (8.0, 7.0), (8.25, 7.0), (8.5, 7.0), (8.5, 7.25), (8.5, 7.5), (8.75, 7.5), (9.0, 7.5), (9.0, 7.75), (9.25, 7.75), (9.5, 7.75), (9.5, 7.5), (9.75, 7.5), (10.0, 7.5), (10.0, 7.25), (10.25, 7.25), (10.25, 7.5), (10.5, 7.5), (10.5, 7.75), (10.75, 7.75), (10.75, 8.0), (10.5, 8.0), (10.5, 8.25), (10.5, 8.5), (10.5, 8.75), (10.5, 9.0), (10.75, 9.0), (10.75, 9.25)]",1.0_5.0/sample_007_4.4647.png,"Take 0.5 units south, then Take 0.25 units east, then Take 0.25 units north, then Take 0.5 units east, then Take 0.25 units north, then Take 0.75 units east, then Take 0.5 units north, then Take 0.5 units east, then Take 0.25 units north, then Take 0.5 units east, then Take 0.25 units south, then Take 0.5 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units west, then Take 1.0 units north, then Take 0.25 units east, then Take 0.25 units north.",1.0_5.0/blurred_1/sample_007_4.4647_blurred.png,1.0_5.0/blurred/sample_007_4.4647_blurred.png,1.0_5.0/blurred_5/sample_007_4.4647_blurred.png
sample_009,3.4004,"[(7.0, 7.0), (7.25, 7.0), (7.5, 7.0), (7.5, 6.75), (7.75, 6.75), (8.0, 6.75), (8.25, 6.75), (8.5, 6.75), (8.5, 6.5), (8.25, 6.5), (8.0, 6.5), (8.0, 6.25), (8.25, 6.25), (8.25, 6.0), (8.25, 5.75), (8.25, 5.5), (8.0, 5.5), (7.75, 5.5), (7.75, 5.25), (7.75, 5.0), (8.0, 5.0), (8.0, 5.25), (8.25, 5.25), (8.25, 5.0), (8.5, 5.0), (8.5, 5.25), (8.75, 5.25), (9.0, 5.25), (9.25, 5.25), (9.25, 5.0), (9.0, 5.0), (8.75, 5.0), (8.75, 4.75), (8.75, 4.5), (8.75, 4.25), (9.0, 4.25)]",1.0_5.0/sample_008_3.4045.png,"Take 0.5 units east, then Take 0.25 units south, then Take 1.0 units east, then Take 0.25 units south, then Take 0.5 units west, then Take 0.25 units south, then Take 0.25 units east, then Take 0.75 units south, then Take 0.5 units west, then Take 0.5 units south, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units north, then Take 0.75 units east, then Take 0.25 units south, then Take 0.5 units west, then Take 0.75 units south, then Take 0.25 units east.",1.0_5.0/blurred_1/sample_008_3.4045_blurred.png,1.0_5.0/blurred/sample_008_3.4045_blurred.png,1.0_5.0/blurred_5/sample_008_3.4045_blurred.png
sample_010,3.8243,"[(7.0, 7.0), (7.25, 7.0), (7.25, 6.75), (7.5, 6.75), (7.5, 7.0), (7.5, 7.25), (7.75, 7.25), (7.75, 7.5), (8.0, 7.5), (8.0, 7.25), (8.25, 7.25), (8.5, 7.25), (8.75, 7.25), (9.0, 7.25), (9.0, 7.5), (9.25, 7.5), (9.25, 7.25), (9.5, 7.25), (9.5, 7.0), (9.75, 7.0), (10.0, 7.0), (10.25, 7.0), (10.25, 6.75), (10.25, 6.5), (10.0, 6.5), (10.0, 6.25), (10.25, 6.25), (10.5, 6.25), (10.75, 6.25)]",1.0_5.0/sample_009_3.8323.png,"Take 0.25 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.5 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units south, then Take 1.0 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 0.75 units east, then Take 0.5 units south, then Take 0.25 units west, then Take 0.25 units south, then Take 0.75 units east.",1.0_5.0/blurred_1/sample_009_3.8323_blurred.png,1.0_5.0/blurred/sample_009_3.8323_blurred.png,1.0_5.0/blurred_5/sample_009_3.8323_blurred.png
