range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,2.0,-7.7161453947282155,0.8851101475629011,0.41718958058268174,0.7661323845111611,-0.4747038072307233
long,Combo_Oracle,0.0,8.46159034685151,1.092142721484421,0.11265713958814261,0.878383693956033,-0.4919606493719712
long,Equal,0.0,18.84417582547086,1.2168840061706203,-0.10161802640556306,1.051394229763353,-0.7394740819333333
long,Combo_NonOracle,0.0,33.09194361945002,1.4115773203109014,-0.48232014801550727,1.234715846637963,-0.876583811841784
long,LLM(Combined),,,0.0,1.0,0.7463374616530156,-0.10127083333333335
medium,Combo_Oracle,0.0,20.03055078741872,1.2267806438538489,0.3091612876225638,0.563629709384855,-0.1757076513896114
medium,Equal,0.0,26.08811150344273,1.3050028431386518,0.21825384904014622,0.6545427050180723,-0.34420437813549404
medium,Combo_NonOracle,0.0,27.9789266868345,1.3304260800996102,0.18749819342953622,0.7330166498886649,-0.3616367447883028
medium,EmpiricalLinear,2.0,28.722230322540412,1.286940448976805,0.23974420686745046,0.5483829598878861,-0.3105410304616074
medium,LLM(Combined),,,0.0,1.0,1.0852815748837208,0.32551539407256397
short,Combo_NonOracle,0.0,-16.70159826040946,0.8234893756245792,0.41042007090098087,0.8593218768052239,0.45398773624791605
short,Equal,0.0,-13.923574086755215,0.8505245312240082,0.3710727991522845,1.022566643768879,0.5920281066593504
short,Combo_Oracle,0.0,-12.482428664431003,0.8648972896802231,0.3496370953716065,1.1436985983786936,0.7493903741382649
short,EmpiricalLinear,2.0,7.833581311502166,1.045584989003214,0.04951477784245062,1.3861270158643073,0.8585955254580718
short,LLM(Combined),,,0.0,1.0,1.0761812726280695,0.7576581726929797
