correct,response,input_value,range_category,trial,stimulus_id
0.2498,0.476,0.2498,short,0,0
0.4803,0.286,0.4803,short,1,1
0.3928,0.571,0.3928,short,2,2
0.3395,0.429,0.3395,short,3,3
0.1624,0.333,0.1624,short,4,4
0.1624,0.314,0.1624,short,5,5
0.1232,0.188,0.1232,short,6,6
0.4465,0.571,0.4465,short,7,7
0.3404,0.476,0.3404,short,8,8
0.3832,0.5,0.3832,short,9,9
0.2498,0.588235294118,0.2498,short,10,0
0.4803,0.523809523809,0.4803,short,11,1
0.3928,0.590909090909,0.3928,short,12,2
0.3395,0.571428571429,0.3395,short,13,3
0.1624,0.333333333333,0.1624,short,14,4
0.1624,0.352941176471,0.1624,short,15,5
0.1232,0.214285714286,0.1232,short,16,6
0.4465,0.382352941176,0.4465,short,17,7
0.3404,0.555555555556,0.3404,short,18,8
0.3832,0.571428571429,0.3832,short,19,9
0.2498,0.33,0.2498,short,20,0
0.4803,0.21,0.4803,short,21,1
0.3928,0.45,0.3928,short,22,2
0.3395,0.29,0.3395,short,23,3
0.1624,0.14,0.1624,short,24,4
0.1624,0.14,0.1624,short,25,5
0.1232,0.11,0.1232,short,26,6
0.4465,0.26,0.4465,short,27,7
0.3404,0.26,0.3404,short,28,8
0.3832,0.31,0.3832,short,29,9
0.2498,0.356,0.2498,short,30,0
0.4803,0.462,0.4803,short,31,1
0.3928,0.324,0.3928,short,32,2
0.3395,0.343,0.3395,short,33,3
0.1624,0.2,0.1624,short,34,4
0.1624,0.217,0.1624,short,35,5
0.1232,0.214,0.1232,short,36,6
0.4465,0.278,0.4465,short,37,7
0.3404,0.389,0.3404,short,38,8
0.3832,0.37,0.3832,short,39,9
0.2498,0.29285714285714287,0.2498,short,40,0
0.4803,0.4444444444444444,0.4803,short,41,1
0.3928,0.36363636363636365,0.3928,short,42,2
0.3395,0.35714285714285715,0.3395,short,43,3
0.1624,0.14285714285714285,0.1624,short,44,4
0.1624,0.16666666666666666,0.1624,short,45,5
0.1232,0.13333333333333333,0.1232,short,46,6
0.4465,0.3103448275862069,0.4465,short,47,7
0.3404,0.2,0.3404,short,48,8
0.3832,0.2857142857142857,0.3832,short,49,9
0.4873,0.4828571428571429,0.4873,medium,0,0
0.7754,0.55,0.7754,medium,1,1
0.666,0.5058823529411764,0.666,medium,2,2
0.5993,0.42857142857142855,0.5993,medium,3,3
0.378,0.42857142857142855,0.378,medium,4,4
0.378,0.45454545454545453,0.378,medium,5,5
0.329,0.4828571428571429,0.329,medium,6,6
0.7331,0.47857142857142854,0.7331,medium,7,7
0.6006,0.45454545454545453,0.6006,medium,8,8
0.654,0.45454545454545453,0.654,medium,9,9
0.4873,0.45,0.4873,medium,10,0
0.7754,0.52,0.7754,medium,11,1
0.666,0.43,0.666,medium,12,2
0.5993,0.5,0.5993,medium,13,3
0.378,0.55,0.378,medium,14,4
0.378,0.45,0.378,medium,15,5
0.329,0.5,0.329,medium,16,6
0.7331,0.52,0.7331,medium,17,7
0.6006,0.47,0.6006,medium,18,8
0.654,0.45,0.654,medium,19,9
0.4873,0.5056,0.4873,medium,20,0
0.7754,0.4706,0.7754,medium,21,1
0.666,0.4262,0.666,medium,22,2
0.5993,0.4737,0.5993,medium,23,3
0.378,0.4615,0.378,medium,24,4
0.378,0.5455,0.378,medium,25,5
0.329,0.4737,0.329,medium,26,6
0.7331,0.5088,0.7331,medium,27,7
0.6006,0.4615,0.6006,medium,28,8
0.654,0.4737,0.654,medium,29,9
0.4873,0.55,0.4873,medium,30,0
0.7754,0.55,0.7754,medium,31,1
0.666,0.45,0.666,medium,32,2
0.5993,0.55,0.5993,medium,33,3
0.378,0.42,0.378,medium,34,4
0.378,0.55,0.378,medium,35,5
0.329,0.55,0.329,medium,36,6
0.7331,0.5,0.7331,medium,37,7
0.6006,0.55,0.6006,medium,38,8
0.654,0.55,0.654,medium,39,9
0.4873,0.45,0.4873,medium,40,0
0.7754,0.4,0.7754,medium,41,1
0.666,0.35,0.666,medium,42,2
0.5993,0.45,0.5993,medium,43,3
0.378,0.35,0.378,medium,44,4
0.378,0.42,0.378,medium,45,5
0.329,0.38,0.329,medium,46,6
0.7331,0.42,0.7331,medium,47,7
0.6006,0.45,0.6006,medium,48,8
0.654,0.4,0.654,medium,49,9
0.6498,0.67,0.6498,long,0,0
0.8803,0.62,0.8803,long,1,1
0.7928,0.64,0.7928,long,2,2
0.7395,0.6,0.7395,long,3,3
0.5624,0.58,0.5624,long,4,4
0.5624,0.6,0.5624,long,5,5
0.5232,0.64,0.5232,long,6,6
0.8465,0.65,0.8465,long,7,7
0.7404,0.62,0.7404,long,8,8
0.7832,0.64,0.7832,long,9,9
0.6498,0.64,0.6498,long,10,0
0.8803,0.67,0.8803,long,11,1
0.7928,0.67,0.7928,long,12,2
0.7395,0.65,0.7395,long,13,3
0.5624,0.58,0.5624,long,14,4
0.5624,0.61,0.5624,long,15,5
0.5232,0.65,0.5232,long,16,6
0.8465,0.67,0.8465,long,17,7
0.7404,0.64,0.7404,long,18,8
0.7832,0.67,0.7832,long,19,9
0.6498,0.571,0.6498,long,20,0
0.8803,0.667,0.8803,long,21,1
0.7928,0.692,0.7928,long,22,2
0.7395,0.571,0.7395,long,23,3
0.5624,0.571,0.5624,long,24,4
0.5624,0.571,0.5624,long,25,5
0.5232,0.571,0.5232,long,26,6
0.8465,0.615,0.8465,long,27,7
0.7404,0.643,0.7404,long,28,8
0.7832,0.615,0.7832,long,29,9
0.6498,0.615,0.6498,long,30,0
0.8803,0.625,0.8803,long,31,1
0.7928,0.643,0.7928,long,32,2
