correct,response,input_value,range_category,trial,stimulus_id
3.8243,3.81,3.8243,short,0,0
3.4004,4.35,3.4004,short,1,1
4.3732,4.27,4.3732,short,2,2
1.25,1.73,1.25,short,3,3
1.6771,2.3,1.6771,short,4,4
1.5,1.73,1.5,short,5,5
3.4004,4.03,3.4004,short,6,6
4.0078,4.27,4.0078,short,7,7
4.8023,5.2,4.8023,short,8,8
2.4622,3.5,2.4622,short,9,9
3.8243,3.416,3.8243,short,10,0
3.4004,3.712,3.4004,short,11,1
4.3732,3.416,4.3732,short,12,2
1.25,1.5,1.25,short,13,3
1.6771,2.062,1.6771,short,14,4
1.5,1.581,1.5,short,15,5
3.4004,2.782,3.4004,short,16,6
4.0078,3.416,4.0078,short,17,7
4.8023,4.272,4.8023,short,18,8
2.4622,2.549,2.4622,short,19,9
3.8243,2.83,3.8243,short,20,0
3.4004,3.16,3.4004,short,21,1
4.3732,3.2,4.3732,short,22,2
1.25,1.5,1.25,short,23,3
1.6771,1.8,1.6771,short,24,4
1.5,1.5,1.5,short,25,5
3.4004,2.83,3.4004,short,26,6
4.0078,3.71,4.0078,short,27,7
4.8023,4.24,4.8023,short,28,8
2.4622,3.61,2.4622,short,29,9
3.8243,2.33,3.8243,short,30,0
3.4004,3.16,3.4004,short,31,1
4.3732,3.16,4.3732,short,32,2
1.25,1.5,1.25,short,33,3
1.6771,2.16,1.6771,short,34,4
1.5,1.5,1.5,short,35,5
3.4004,3.16,3.4004,short,36,6
4.0078,3.5,4.0078,short,37,7
4.8023,5.0,4.8023,short,38,8
2.4622,3.0,2.4622,short,39,9
3.8243,3.54,3.8243,short,40,0
3.4004,4.39,3.4004,short,41,1
4.3732,4.5,4.3732,short,42,2
1.25,1.5,1.25,short,43,3
1.6771,2.06,1.6771,short,44,4
1.5,1.5,1.5,short,45,5
3.4004,3.71,3.4004,short,46,6
4.0078,4.03,4.0078,short,47,7
4.8023,5.0,4.8023,short,48,8
2.4622,3.2,2.4622,short,49,9
5.8149,5.0,5.8149,medium,0,0
5.3502,5.0,5.3502,medium,1,1
6.5192,6.0,6.5192,medium,2,2
3.1623,5.0,3.1623,medium,3,3
3.5089,5.0,3.5089,medium,4,4
3.5532,5.0,3.5532,medium,5,5
5.3502,5.0,5.3502,medium,6,6
5.8363,6.0,5.8363,medium,7,7
6.8648,7.0,6.8648,medium,8,8
4.423,6.0,4.423,medium,9,9
5.8149,4.123,5.8149,medium,10,0
5.3502,3.905,5.3502,medium,11,1
6.5192,4.5,6.5192,medium,12,2
3.1623,3.041,3.1623,medium,13,3
3.5089,3.536,3.5089,medium,14,4
3.5532,3.712,3.5532,medium,15,5
5.3502,3.905,5.3502,medium,16,6
5.8363,4.608,5.8363,medium,17,7
6.8648,5.454,6.8648,medium,18,8
4.423,4.5,4.423,medium,19,9
5.8149,4.79,5.8149,medium,20,0
5.3502,4.5,5.3502,medium,21,1
6.5192,5.52,6.5192,medium,22,2
3.1623,3.5,3.1623,medium,23,3
3.5089,4.5,3.5089,medium,24,4
3.5532,4.5,3.5532,medium,25,5
5.3502,5.0,5.3502,medium,26,6
5.8363,6.0,5.8363,medium,27,7
6.8648,7.5,6.8648,medium,28,8
4.423,5.0,4.423,medium,29,9
5.8149,4.03,5.8149,medium,30,0
5.3502,4.27,5.3502,medium,31,1
6.5192,4.39,6.5192,medium,32,2
3.1623,4.27,3.1623,medium,33,3
3.5089,4.77,3.5089,medium,34,4
3.5532,4.03,3.5532,medium,35,5
5.3502,5.7,5.3502,medium,36,6
5.8363,5.41,5.8363,medium,37,7
6.8648,7.07,6.8648,medium,38,8
4.423,4.03,4.423,medium,39,9
5.8149,4.448319120169445,5.8149,medium,40,0
