range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.9304711704824367,0.06952882951756334
short,1,0.4576271186440666,0.5423728813559334
short,2,0.5,0.5
short,3,0.9630200308166409,0.03697996918335911
short,4,0.5,0.5
short,5,1.9999600007999837e-05,0.999980000399992
short,6,0.14878019468813844,0.8512198053118616
short,7,0.391861510791367,0.608138489208633
short,8,0.6793872793872795,0.3206127206127205
short,9,0.3590504451038585,0.6409495548961415
medium,0,0.763498656242365,0.23650134375763499
medium,1,0.9815562513733246,0.018443748626675416
medium,2,0.9988023952095809,0.0011976047904190823
medium,3,0.9892194489940597,0.010780551005940331
medium,4,0.7721264490738763,0.2278735509261237
medium,5,0.178729689807977,0.821270310192023
medium,6,0.998436278342455,0.0015637216575450363
medium,7,0.9997585998792999,0.00024140012070006378
medium,8,0.7041945288753805,0.2958054711246195
medium,9,0.9940793801622689,0.005920619837731067
long,0,0.937343776037327,0.06265622396267301
long,1,0.8982631031741178,0.10173689682588216
long,2,0.9881422924901186,0.011857707509881354
long,3,0.569884069297903,0.43011593070209697
long,4,0.31847133757961804,0.681528662420382
long,5,0.5785627283800242,0.4214372716199758
long,6,4.568692577245169e-06,0.9999954313074227
long,7,0.26422871637689566,0.7357712836231043
long,8,0.3847535012568614,0.6152464987431385
long,9,0.8074562820098742,0.19254371799012582
