range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-11.656085184220274,0.8381477747666154,0.6067776701112628,1.049449721779506,-0.5689796957003465
long,Bayes(range),0.0,5.574493889612234,1.057327966102167,0.37422758023971725,0.8637299534407518,-0.3194353092198221
long,Equal,0.0,12.942886958631709,1.1381781495003318,0.2748673383711169,0.8559164784019526,-0.2625
long,Bayes(stimulus),0.0,22.998592335059815,1.2585822931827002,0.11333367550348494,0.840922904326318,-0.14673813685844211
long,LLM(Combined),,,0.0,1.0,1.2630905501982033,-0.647
medium,Bayes(stimulus),0.0,-80.28608351413907,0.4480453450123031,0.8603592583966406,0.6121566386748368,-0.2075353316174902
medium,EmpiricalLinear,3.0,-73.07207672526872,0.45351779667411163,0.8569272662144587,0.5994992972745271,-0.21360232087852174
medium,Bayes(range),0.0,-71.9024002866617,0.4872275566737678,0.8348677517196967,0.5954498370278788,-0.2544005982563633
medium,Equal,0.0,-41.36073584407659,0.661260538668383,0.6958320711420402,0.682139692438433,-0.2279999999999999
medium,LLM(Combined),,,0.0,1.0,0.6024187248085836,-0.12569999999999992
short,Bayes(stimulus),0.0,-91.99972360773,0.39852014256060575,0.9033177146371326,0.3711823235885171,-0.24143561221406146
short,Equal,0.0,-78.46676883287151,0.4562713008726278,0.8732661409639608,0.4093587216610879,-0.2262699999999999
short,Bayes(range),0.0,-70.10597274036692,0.49605933747539577,0.8501993797897698,0.3895507768330282,-0.19906506385478184
short,EmpiricalLinear,3.0,-68.44363113948175,0.4750019776905867,0.8626473036823568,0.5927083356059278,-0.20108798342112252
short,LLM(Combined),,,0.0,1.0,0.5115867502193543,-0.21096999999999988
