correct,response,range_category,trial
0.24982,0.1,short,0
0.48029,0.15,short,1
0.3928,0.14,short,2
0.33946,0.12,short,3
0.16241,0.08,short,4
0.1624,0.06,short,5
0.12323,0.05,short,6
0.44647,0.1,short,7
0.34045,0.11,short,8
0.38323,0.13,short,9
0.24982,0.1,short,10
0.48029,0.15,short,11
0.3928,0.2,short,12
0.33946,0.17,short,13
0.16241,0.12,short,14
0.1624,0.08,short,15
0.12323,0.05,short,16
0.44647,0.13,short,17
0.34045,0.11,short,18
0.38323,0.11,short,19
0.24982,0.03,short,20
0.48029,0.05,short,21
0.3928,0.08,short,22
0.33946,0.1,short,23
0.16241,0.02,short,24
0.1624,0.01,short,25
0.12323,0.0,short,26
0.44647,0.03,short,27
0.34045,0.04,short,28
0.38323,0.05,short,29
0.24982,0.07,short,30
0.48029,0.06,short,31
0.3928,0.07,short,32
0.33946,0.08,short,33
0.16241,0.04,short,34
0.1624,0.03,short,35
0.12323,0.03,short,36
0.44647,0.05,short,37
0.34045,0.06,short,38
0.38323,0.07,short,39
0.24982,0.15,short,40
0.48029,0.1,short,41
0.3928,0.08,short,42
0.33946,0.05,short,43
0.16241,0.03,short,44
0.1624,0.02,short,45
0.12323,0.01,short,46
0.44647,0.085,short,47
0.34045,0.07,short,48
0.38323,0.06,short,49
0.48727,0.5,medium,0
0.77536,0.85,medium,1
0.666,0.55,medium,2
0.59933,0.58,medium,3
0.37801,0.51,medium,4
0.378,0.49,medium,5
0.32904,0.47,medium,6
0.73309,0.61,medium,7
0.60056,0.58,medium,8
0.65404,0.55,medium,9
0.48727,0.5,medium,10
0.77536,0.9,medium,11
0.666,0.55,medium,12
0.59933,0.52,medium,13
0.37801,0.52,medium,14
0.378,0.48,medium,15
0.32904,0.48,medium,16
0.73309,0.6,medium,17
0.60056,0.58,medium,18
0.65404,0.56,medium,19
0.48727,0.51,medium,20
0.77536,0.84,medium,21
0.666,0.49,medium,22
0.59933,0.52,medium,23
0.37801,0.48,medium,24
0.378,0.45,medium,25
0.32904,0.41,medium,26
0.73309,0.72,medium,27
0.60056,0.56,medium,28
0.65404,0.52,medium,29
0.48727,0.54,medium,30
0.77536,0.68,medium,31
0.666,0.48,medium,32
0.59933,0.52,medium,33
0.37801,0.5,medium,34
0.378,0.45,medium,35
0.32904,0.42,medium,36
0.73309,0.36,medium,37
0.60056,0.33,medium,38
0.65404,0.31,medium,39
0.48727,0.51,medium,40
0.77536,0.89,medium,41
0.666,0.53,medium,42
0.59933,0.55,medium,43
0.37801,0.49,medium,44
0.378,0.45,medium,45
0.32904,0.41,medium,46
0.73309,0.79,medium,47
0.60056,0.63,medium,48
0.65404,0.61,medium,49
0.64982,0.75,long,0
0.88029,0.9,long,1
0.7928,0.95,long,2
0.73946,0.85,long,3
0.56241,0.65,long,4
0.5624,0.4,long,5
0.52323,0.55,long,6
0.84647,0.97,long,7
0.74045,0.99,long,8
0.78323,0.96,long,9
0.64982,0.67,long,10
0.88029,0.87,long,11
0.7928,0.92,long,12
0.73946,0.95,long,13
0.56241,0.57,long,14
0.5624,0.51,long,15
0.52323,0.52,long,16
0.84647,0.88,long,17
0.74045,0.96,long,18
0.78323,0.97,long,19
0.64982,0.7,long,20
0.88029,0.8,long,21
0.7928,0.9,long,22
0.73946,0.6,long,23
0.56241,0.5,long,24
0.5624,0.4,long,25
0.52323,0.3,long,26
0.84647,0.2,long,27
0.74045,0.1,long,28
0.78323,0.25,long,29
0.64982,0.75,long,30
0.88029,0.9,long,31
0.7928,0.85,long,32
0.73946,0.75,long,33
0.56241,0.55,long,34
0.5624,0.5,long,35
0.52323,0.5,long,36
0.84647,0.85,long,37
0.74045,0.75,long,38
0.78323,0.8,long,39
0.64982,0.6,long,40
0.88029,0.95,long,41
0.7928,0.85,long,42
0.73946,0.65,long,43
0.56241,0.55,long,44
0.5624,0.5,long,45
0.52323,0.45,long,46
0.84647,0.3,long,47
0.74045,0.25,long,48
0.78323,0.2,long,49
