range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-232.4650494594756,0.09212117079515515,-0.24933900643492724,0.3308367080655655,-0.3047870728058355
long,Bayes(range),0.0,-212.07275494359075,0.11994433132403252,-1.1179751343762199,0.28097352319499186,-0.24413396426540307
long,Bayes(stimulus),0.0,-209.67110085860065,0.12285984945079305,-1.2221908723370483,0.26181273912114084,-0.2206198862574281
long,Equal,0.0,-209.43990544876544,0.12314422438750428,-1.2324898713902104,0.28989036375843885,-0.25315
long,LLM(Combined),,,0.0,1.0,0.31344853325546124,-0.28245
medium,Bayes(stimulus),0.0,-245.02945929339947,0.0862681687568695,0.24163219618566834,0.187704548456588,-0.12447274440249316
medium,EmpiricalLinear,3.0,-245.0140203730146,0.08125684592316545,0.3271803761595271,0.18192669262022496,-0.1265560641528359
medium,Equal,0.0,-238.8721203405122,0.09174693455369504,0.14224777448071213,0.1619877495368091,-0.09617
medium,Bayes(range),0.0,-228.8691126115626,0.10139909365645558,-0.04772395758782322,0.14857889872072122,-0.07557997160294655
medium,LLM(Combined),,,0.0,1.0,0.1953199196190701,-0.13847
short,Equal,0.0,-265.7986150791598,0.07008922884438093,0.4520356943669829,0.10059762919671617,0.042050000000000004
short,EmpiricalLinear,3.0,-259.5824386313682,0.07024090913907889,0.4496614259136269,0.10222778838987442,0.051373136958671545
short,Bayes(range),0.0,-256.6690039198195,0.07678929479126882,0.3422648305030247,0.11239049843237331,0.07561431915546574
short,Bayes(stimulus),0.0,-224.11643253943421,0.10633462416688894,-0.2612439817862262,0.13641917306075832,0.09511671660451528
short,LLM(Combined),,,0.0,1.0,0.09103594345092494,0.04095000000000001
