range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-250.34213869782576,0.07704070294927629,0.8095347689645123,0.14372680110889993,-0.12332328997305261
long,Bayes(stimulus),0.0,-243.87838088266776,0.08726692020132078,0.7556150074827228,0.11642318867370499,-0.09329689694836178
long,Bayes(range),0.0,-218.13044451039306,0.11289417029746765,0.591004747867155,0.08537477618769483,-0.05812012236597512
long,Equal,0.0,-216.57618262123574,0.11466254837565751,0.5780913652414674,0.08407079481008847,-0.05615599999999999
long,LLM(Combined),,,0.0,1.0,0.16147421633189615,-0.13785599999999998
medium,Bayes(stimulus),0.0,-292.04496855372173,0.053909439544272575,0.9238933272305003,0.12164009207020009,-0.09614620421598591
medium,Bayes(range),0.0,-265.7606412888968,0.07011584943524843,0.8712564436292647,0.13940968620190577,-0.09221303213240338
medium,EmpiricalLinear,3.0,-256.3287670376934,0.07256390402917882,0.8621094884451606,0.1574110023277583,-0.11587925151660636
medium,Equal,0.0,-222.49065456146005,0.1080775184763233,0.6941110200951965,0.16080090061936841,-0.09847
medium,LLM(Combined),,,0.0,1.0,0.12803031531633435,-0.08767000000000001
short,Bayes(stimulus),0.0,-289.3692302012252,0.05537138681283272,0.3789027901701145,0.16530419705042132,-0.1276688360419101
short,EmpiricalLinear,3.0,-277.6762395713495,0.05861513168456713,0.3040015593520098,0.14121009661247372,-0.11967945851034113
short,Bayes(range),0.0,-262.4722946702175,0.07245982948137249,-0.06361240019965475,0.1153498189434812,-0.08761137221555394
short,Equal,0.0,-257.9502545150509,0.07581170753913936,-0.16429044589083963,0.17326959496691852,-0.137046
short,LLM(Combined),,,0.0,1.0,0.15842667875077102,-0.13335599999999997
