range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Equal,0.0,-224.9476893306625,0.10545437402023683,0.70825216929343,0.07219494816121139,-0.020205999999999988
long,EmpiricalLinear,2.0,-221.11410830087627,0.10527902388534534,0.7092216025486855,0.07234402429224047,-0.02371890621150931
long,Combo_NonOracle,0.0,-216.23624251357475,0.11505299563349822,0.6527243753355303,0.08983656043371917,-0.06475909908118249
long,Combo_Oracle,0.0,-212.0274789759607,0.1199986495762899,0.6222267897045768,0.06716520033325789,-0.028801077128475586
long,LLM(Combined),,,0.0,1.0,0.13098234438274498,-0.03755599999999999
medium,Equal,0.0,-252.6236714778321,0.07995936467981721,0.877048076923077,0.121211705870349,-0.03257000000000001
medium,EmpiricalLinear,2.0,-249.18177091539434,0.0795143548688947,0.8784128340342977,0.12002380048632783,-0.0330838924776189
medium,Combo_NonOracle,0.0,-241.90204513318326,0.0890087631804947,0.8476430784053579,0.11613345894978021,-0.03908753878239523
medium,Combo_Oracle,0.0,-235.92368303218706,0.0944923093458416,0.8282923745094188,0.07499086490007416,-0.006878074094940492
medium,LLM(Combined),,,0.0,1.0,0.13175564367418954,-0.01007
short,Equal,0.0,-246.80451818559868,0.08475036873076129,0.5315626394037498,0.10018732724252105,-0.05380599999999999
short,EmpiricalLinear,2.0,-242.42981357850132,0.08506852797338597,0.5280389396863561,0.09791981070318659,-0.05002241759798912
short,Combo_NonOracle,0.0,-226.23341992619888,0.10410719398049065,0.2931458460949009,0.08550285521194032,-0.005819998812059771
short,Combo_Oracle,0.0,-202.299497966106,0.13225875901632297,-0.1408202442639217,0.0907310783786505,0.035679151223415494
short,LLM(Combined),,,0.0,1.0,0.11945935936543439,-0.065856
