correct,response,range_category,trial,stimulus_id
2.5,5.66,short,0,0
4.8023,7.62,short,1,1
3.9051,4.27,short,2,2
3.4004,3.61,short,3,3
1.6008,1.41,short,4,4
1.25,0.71,short,5,5
4.4721,5.66,short,6,6
1.118,0.71,short,7,7
4.8541,5.66,short,8,8
4.3661,5.66,short,9,9
2.5,7.81,short,10,0
4.8023,8.6,short,11,1
3.9051,4.2,short,12,2
3.4004,3.61,short,13,3
1.6008,1.41,short,14,4
1.25,1.41,short,15,5
4.4721,5.83,short,16,6
1.118,1.41,short,17,7
4.8541,4.24,short,18,8
4.3661,5.66,short,19,9
2.5,7.8102,short,20,0
4.8023,6.4807,short,21,1
3.9051,4.1231,short,22,2
3.4004,3.6055,short,23,3
1.6008,1.4142,short,24,4
1.25,1.0,short,25,5
4.4721,5.0,short,26,6
1.118,0.7071,short,27,7
4.8541,4.2426,short,28,8
4.3661,4.1231,short,29,9
2.5,6.4,short,30,0
4.8023,7.1,short,31,1
3.9051,4.2,short,32,2
3.4004,3.6,short,33,3
1.6008,1.4,short,34,4
1.25,1.41,short,35,5
4.4721,5.83,short,36,6
1.118,1.41,short,37,7
4.8541,5.66,short,38,8
4.3661,5.66,short,39,9
2.5,7.81,short,40,0
4.8023,7.62,short,41,1
3.9051,4.47,short,42,2
3.4004,3.61,short,43,3
1.6008,1.41,short,44,4
1.25,0.71,short,45,5
4.4721,5.0,short,46,6
1.118,0.71,short,47,7
4.8541,4.47,short,48,8
4.3661,5.0,short,49,9
4.4721,9.849,medium,0,0
6.8237,7.615,medium,1,1
5.9634,6.855,medium,2,2
5.3852,5.831,medium,3,3
3.6056,4.583,medium,4,4
3.25,3.606,medium,5,5
6.5,8.307,medium,6,6
5.831,7.211,medium,7,7
3.0923,4.272,medium,8,8
6.8966,8.832,medium,9,9
4.4721,9.5,medium,10,0
6.8237,8.5,medium,11,1
5.9634,7.5,medium,12,2
5.3852,6.5,medium,13,3
3.6056,4.5,medium,14,4
3.25,3.5,medium,15,5
6.5,8.0,medium,16,6
5.831,6.0,medium,17,7
3.0923,3.0,medium,18,8
6.8966,9.0,medium,19,9
4.4721,10.0,medium,20,0
6.8237,10.0,medium,21,1
5.9634,8.0,medium,22,2
5.3852,8.0,medium,23,3
3.6056,6.0,medium,24,4
3.25,4.5,medium,25,5
6.5,10.0,medium,26,6
5.831,8.0,medium,27,7
3.0923,4.5,medium,28,8
6.8966,11.0,medium,29,9
4.4721,8.5,medium,30,0
6.8237,9.0,medium,31,1
5.9634,5.5,medium,32,2
5.3852,5.0,medium,33,3
3.6056,4.5,medium,34,4
3.25,4.0,medium,35,5
6.5,7.5,medium,36,6
5.831,5.5,medium,37,7
3.0923,4.0,medium,38,8
6.8966,7.5,medium,39,9
4.4721,9.849,medium,40,0
6.8237,7.615773105863909,medium,41,1
5.9634,6.708203932491852,medium,42,2
5.3852,5.65685424949238,medium,43,3
3.6056,3.605551275463989,medium,44,4
3.25,3.1622776601683795,medium,45,5
6.5,7.615773105863909,medium,46,6
5.831,6.708203932491852,medium,47,7
3.0923,3.1622776601683795,medium,48,8
6.8966,7.810249675906654,medium,49,9
6.5,8.5,long,0,0
8.8459,7.5,long,1,1
7.9412,6.5,long,2,2
7.433,5.5,long,3,3
5.6569,4.5,long,4,4
5.2202,3.5,long,5,5
8.4595,2.5,long,6,6
7.8262,1.5,long,7,7
5.099,0.5,long,8,8
8.9022,0.5,long,9,9
6.5,10.03,long,10,0
8.8459,10.03,long,11,1
7.9412,7.81,long,12,2
7.433,7.23,long,13,3
5.6569,5.79,long,14,4
5.2202,5.83,long,15,5
8.4595,7.81,long,16,6
7.8262,7.81,long,17,7
5.099,5.83,long,18,8
8.9022,7.81,long,19,9
6.5,10.63,long,20,0
8.8459,10.63,long,21,1
7.9412,10.63,long,22,2
7.433,10.63,long,23,3
5.6569,5.83,long,24,4
5.2202,4.69,long,25,5
8.4595,10.63,long,26,6
7.8262,10.63,long,27,7
5.099,4.69,long,28,8
8.9022,10.63,long,29,9
6.5,8.5,long,30,0
8.8459,7.6,long,31,1
7.9412,6.6,long,32,2
7.433,5.6,long,33,3
5.6569,4.6,long,34,4
5.2202,3.6,long,35,5
8.4595,2.6,long,36,6
7.8262,1.6,long,37,7
5.099,0.6,long,38,8
8.9022,0.6,long,39,9
6.5,7.0,long,40,0
8.8459,7.0,long,41,1
7.9412,7.0,long,42,2
7.433,7.0,long,43,3
5.6569,7.0,long,44,4
5.2202,7.0,long,45,5
8.4595,7.0,long,46,6
7.8262,7.0,long,47,7
5.099,7.0,long,48,8
8.9022,7.0,long,49,9
