range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Combo_NonOracle,0.0,-188.38478462379845,0.15200409066023132,-0.15878358312728524,0.22848556276563226,-0.1866771782698672
long,EmpiricalLinear,2.0,-187.68563701747738,0.1470685653203263,-0.08475458428003146,0.22157514355708513,-0.17310411354999242
long,Combo_Oracle,0.0,-187.6172323047385,0.15317529061946716,-0.17670936136196702,0.20016901995615738,-0.1635776875710736
long,Equal,0.0,-180.74906017498031,0.16406532590702574,-0.3499739671381856,0.24168478831871304,-0.20656044444444444
long,LLM(Combined),,,0.0,1.0,0.20168242511433662,-0.10905000000000001
medium,Combo_Oracle,0.0,-177.09969568764274,0.1701632587987945,-0.12390889674689576,0.15791155994842818,-0.03002666393113132
medium,Combo_NonOracle,0.0,-168.96159123852428,0.18459040926633405,-0.32256731657635807,0.22708169723332006,-0.13843370157943813
medium,Equal,0.0,-167.8462833004615,0.18666068426425528,-0.3524002047102768,0.23145189100545283,-0.14558700000000002
medium,EmpiricalLinear,2.0,-164.56948493114484,0.18531562077477823,-0.33297983107487306,0.22581209619417492,-0.1335505912508641
medium,LLM(Combined),,,0.0,1.0,0.22559882756787544,-0.08746999999999999
short,Combo_NonOracle,0.0,-169.2749033316111,0.18401297025689706,0.10733055161900917,0.2063899047777519,0.15201832003139965
short,Equal,0.0,-165.80158762797868,0.1905166138716283,0.04311552552641207,0.18386784518899557,0.12341899999999999
short,EmpiricalLinear,2.0,-165.53331703670992,0.18353806939131387,0.11193221045082846,0.22379677446604,0.17154129067024398
short,Combo_Oracle,0.0,-163.9461100824442,0.1940846061453386,0.0069388742975275974,0.23160960823819265,0.19360435150220526
short,LLM(Combined),,,0.0,1.0,0.2569683696488733,0.18055
