range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Combo_Oracle,0.0,-256.0541901237377,0.07726286025081414,0.9957574823922634,0.06666507636351394,0.0002678305542836412
long,Combo_NonOracle,0.0,-255.3467392191596,0.07781139507415254,0.9956970282591022,0.06640745921632493,0.004983576725329897
long,EmpiricalLinear,2.0,-250.08111825374732,0.07880245067873189,0.9955867194321464,0.06706830517328569,0.009438280517834912
long,Equal,0.0,-178.64790164089536,0.16754906982731949,0.9800489327483696,0.163732694352716,-0.020303999999999912
long,LLM(Combined),,,0.0,1.0,0.04154055849407901,-0.008180000000000067
medium,EmpiricalLinear,2.0,-573.866192863098,0.003092850934534213,0.9999937969474483,0.0024811543642094982,0.00032601043581626855
medium,Combo_Oracle,0.0,-500.3832557189829,0.006712172779369313,0.9999707844721634,0.0061042678284642824,-0.005618162396703212
medium,Combo_NonOracle,0.0,-340.2164896197737,0.03330109843017538,0.9992808746467268,0.033081121703437806,0.00471637146720445
medium,Equal,0.0,-157.369345497139,0.20727819413170304,0.9721391273432946,0.20708961669407758,0.029638700000000132
medium,LLM(Combined),,,0.0,1.0,0.0015786069808538012,0.000220000000000109
short,Combo_Oracle,0.0,-280.62160901405935,0.06043323419929639,0.9974872797154872,0.049220750325815604,0.005350331842416654
short,EmpiricalLinear,2.0,-275.5681852299676,0.06107321721040683,0.9974337789181219,0.05049155142470895,0.0076090365353962365
short,Combo_NonOracle,0.0,-263.78007186508256,0.07151838576663791,0.996480930218635,0.06443957931213387,0.014076952292550357
short,Equal,0.0,-157.63348487765495,0.20673141324349728,0.970596067381054,0.2073973068237689,0.05079273039594843
short,LLM(Combined),,,0.0,1.0,0.03475815040361412,0.004780878600000071
