exp_id,llm_model,range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
base_text_image,google_gemini-2.5-flash-lite,short,41.463939696380955,0.1575791242703023,,,0.2585927692356617,0.2471880926783111
base_text_image,google_gemini-2.5-flash-lite,medium,45.12470276928801,0.148439937987402,,,0.3782693093304446,0.217956842254054
base_text_image,google_gemini-2.5-flash-lite,long,39.254013752797235,0.1515824316809089,,,-0.237751654150665,0.2190649014647032
base_text_image,meta-llama_llama-4-maverick,short,,0.0817083569127749,,,0.1500810372072462,0.2684872575425022
base_text_image,meta-llama_llama-4-maverick,medium,,0.0375780704897511,,,0.0286397868292821,0.2387441111898572
base_text_image,meta-llama_llama-4-maverick,long,34.18009071681717,0.0632100240829744,,,0.1909407801722151,0.2190649014647032
base_text_image,openai_gpt-4o-2024-08-06,short,43.39477242792315,0.1316848283297181,,,0.2377414789438101,0.2471880926783111
base_text_image,openai_gpt-4o-2024-08-06,medium,40.77269338247849,0.0688234360642185,,,0.0012932515960228,0.217956842254054
base_text_image,openai_gpt-4o-2024-08-06,long,31.72931366416115,0.045573936941851,,,0.1600781128000444,0.2190649014647032
base_text_image,qwen_qwen2.5-vl-32b-instruct,short,46.66520170367773,0.4052955493647217,,,0.0720997911620202,0.2471880926783111
base_text_image,qwen_qwen2.5-vl-32b-instruct,medium,35.94219941904858,0.1969164764979469,,,-0.1003487164945561,0.217956842254054
base_text_image,qwen_qwen2.5-vl-32b-instruct,long,40.1049123175683,0.1392134123469189,,,0.4259089459725204,0.2190649014647032
base_text_image,openai_gpt-4.1-mini,short,44.802941735944216,0.1012818579038632,,,0.0568143057208734,0.2471880926783111
base_text_image,openai_gpt-4.1-mini,medium,40.49423600738767,0.1094781904950739,,,0.0804323254773422,0.217956842254054
base_text_image,openai_gpt-4.1-mini,long,35.531449111924516,0.1231251392213587,,,0.2325332034222623,0.2190649014647032
base_text_image,microsoft_phi-4-multimodal-instruct,short,36.68152412266544,0.265066785103445,,,0.8066494590710713,0.2471880926783111
base_text_image,microsoft_phi-4-multimodal-instruct,medium,28.52153074874608,0.1004410992287701,,,-0.0005907781124191,0.217956842254054
base_text_image,microsoft_phi-4-multimodal-instruct,long,3.246992155290382,0.1753359382479674,,,0.1071286625170885,0.2190649014647032
base_text_image,mistralai_mistral-small-3.2-24b-instruct,short,36.61431845399624,0.2006430266448828,,,0.0922862953024499,0.2471880926783111
base_text_image,mistralai_mistral-small-3.2-24b-instruct,medium,31.077990881645206,0.1492487748962656,,,-0.1329220649728579,0.217956842254054
base_text_image,mistralai_mistral-small-3.2-24b-instruct,long,37.985990124273115,0.2168219209625278,,,0.5383388108660659,0.2190649014647032
base_text_image,anthropic_claude-3.7-sonnet,short,41.86988216231234,0.0539419572447172,,,0.1826329531091884,0.2471880926783111
