range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-302.9527487551257,0.04552345971390219,0.8801324438067255,0.08820574308299005,-0.08230599939233241
long,Equal,0.0,-275.2916830865212,0.06374166612193315,0.7649945398682165,0.11824246504534654,-0.11465600000000001
long,Bayes(range),0.0,-274.3389235924555,0.06435187318463745,0.7604735286349404,0.11453046478837804,-0.11094834990706641
long,Bayes(stimulus),0.0,-261.56528416802666,0.07312003729577639,0.6907541081629126,0.12061458668006805,-0.1146426806672383
long,LLM(Combined),,,0.0,1.0,0.08593263954982414,-0.07285599999999999
medium,EmpiricalLinear,3.0,-295.61185202945774,0.04899100738333792,0.9308346232680904,0.09233789573776859,-0.03965498538597148
medium,Equal,0.0,-294.6708721504661,0.05251225428411924,0.9205347357264138,0.1057561477645626,-0.075381
medium,Bayes(range),0.0,-288.0859186858444,0.05608655328815602,0.9093488096724961,0.10088712622014379,-0.08106865289257031
medium,Bayes(stimulus),0.0,-276.37898362207443,0.06305235686721698,0.8854332331682605,0.0938501903432615,-0.07907599920305416
medium,LLM(Combined),,,0.0,1.0,0.09565758537617391,-0.04787000000000001
short,EmpiricalLinear,3.0,-277.2802604585072,0.05884769551127706,0.766701118646659,0.08292607173091247,-0.04722101522169614
short,Bayes(stimulus),0.0,-268.8592527086419,0.06797654721486694,0.688705148313709,0.09962136792419068,-0.07073850695874034
short,Equal,0.0,-266.15099894917034,0.0698426803609369,0.6713788345872767,0.10237281152728002,-0.08005599999999999
short,Bayes(range),0.0,-252.7044394554863,0.0798948091916006,0.5699778133042214,0.10720584809005888,-0.08783316848958077
short,LLM(Combined),,,0.0,1.0,0.08707611922909748,-0.04845599999999999
