range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Combo_NonOracle,0.0,-185.8307315285378,0.12103048072226924,0.038183408472757585,0.08794378962238586,-0.05016327044663547
long,Combo_Oracle,0.0,-185.65870113865626,0.1212673135105513,0.03441555472884883,0.08682997271959118,-0.0595244577783935
long,EmpiricalLinear,2.0,-181.80756994588074,0.12106234011345375,0.037676975316638606,0.08358515609297064,-0.04494921764885624
long,Equal,0.0,-175.14742215268492,0.13665283568224992,-0.22613995407850007,0.12036293411632547,-0.06899090909090909
long,LLM(Combined),,,0.0,1.0,0.0919995936255847,-0.00591590909090908
medium,Combo_NonOracle,0.0,-182.5784945737342,0.11377260599560218,0.3285668217987836,0.14429665241907455,-0.017967680136006695
medium,Combo_Oracle,0.0,-181.67519536465036,0.11500266869380317,0.31396981803093615,0.1499987899626883,0.006518731814267209
medium,EmpiricalLinear,2.0,-176.6811858013678,0.11637163049359116,0.2975399592024367,0.1491248210058656,-0.005325827887139286
medium,Equal,0.0,-174.84624595072657,0.12474259210756479,0.19284504983867412,0.1431165267818334,-0.06361666666666668
medium,LLM(Combined),,,0.0,1.0,0.14460910282222078,-0.008378571428571435
short,Combo_Oracle,0.0,-214.45162586487717,0.08261008126895893,0.6359030372306824,0.08557827985612716,0.05454161409418777
short,EmpiricalLinear,2.0,-197.41111103761517,0.09613616920825295,0.506911830862232,0.085104298539723,0.03784627116603057
short,Combo_NonOracle,0.0,-194.9187753082281,0.10367467710452827,0.4265489659725872,0.09652618977057228,0.043735248492694404
short,Equal,0.0,-162.9715879292781,0.15031555954677633,-0.20547673459023663,0.152366954544643,0.06500000000000002
short,LLM(Combined),,,0.0,1.0,0.10331129522433757,0.06860465116279071
