range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.11658327346348242,0.8834167265365176
short,1,0.4440014640295979,0.555998535970402
short,2,0.37579033444627724,0.6242096655537228
short,3,0.843369186753068,0.15663081324693195
short,4,0.9993411814717613,0.0006588185282386805
short,5,0.9991249186969351,0.0008750813030649063
short,6,0.9992046090510605,0.000795390948939545
short,7,0.821199669827393,0.178800330172607
short,8,0.3835462023828721,0.6164537976171278
short,9,0.4348206513445155,0.5651793486554846
medium,0,0.1131725335229786,0.8868274664770214
medium,1,0.647033477933964,0.35296652206603596
medium,2,0.6099540297635514,0.3900459702364486
medium,3,0.18028578728723524,0.8197142127127648
medium,4,0.9388852808254297,0.06111471917457034
medium,5,0.5874380287012647,0.4125619712987353
medium,6,0.24183749182006622,0.7581625081799338
medium,7,0.3830744229606013,0.6169255770393987
medium,8,0.7705762521513992,0.22942374784860076
medium,9,0.5005432283579054,0.49945677164209457
long,0,0.16579569982270506,0.834204300177295
long,1,0.3295790388050941,0.6704209611949059
long,2,0.7269186867204738,0.2730813132795262
long,3,0.1836100345870793,0.8163899654129207
long,4,0.2851020145002176,0.7148979854997823
long,5,0.25741146747805554,0.7425885325219445
long,6,0.1779340430681081,0.8220659569318919
long,7,0.3122670859556596,0.6877329140443404
long,8,0.0683440640986647,0.9316559359013353
long,9,0.6619463631463266,0.3380536368536734
