correct,response,input_value,range_category,trial,stimulus_id
2.4622,14.0,2.4622,short,0,0
4.8023,7.32,4.8023,short,1,1
4.0078,6.6,4.0078,short,2,2
3.4004,7.12,3.4004,short,3,3
1.5,1.12,1.5,short,4,4
1.6771,2.06,1.6771,short,5,5
1.25,1.06,1.25,short,6,6
4.3732,2.48,4.3732,short,7,7
3.4004,2.56,3.4004,short,8,8
3.8243,2.69,3.8243,short,9,9
2.4622,14.0,2.4622,short,10,0
4.8023,7.78,4.8023,short,11,1
4.0078,3.61,4.0078,short,12,2
3.4004,3.16,3.4004,short,13,3
1.5,1.5,1.5,short,14,4
1.6771,2.07,1.6771,short,15,5
1.25,1.04,1.25,short,16,6
4.3732,2.5,4.3732,short,17,7
3.4004,2.65,3.4004,short,18,8
3.8243,2.79,3.8243,short,19,9
2.4622,14.0,2.4622,short,20,0
4.8023,7.12,4.8023,short,21,1
4.0078,6.62,4.0078,short,22,2
3.4004,7.32,3.4004,short,23,3
1.5,1.12,1.5,short,24,4
1.6771,2.36,1.6771,short,25,5
1.25,1.29,1.25,short,26,6
4.3732,2.62,4.3732,short,27,7
3.4004,2.95,3.4004,short,28,8
3.8243,2.49,3.8243,short,29,9
2.4622,14.0,2.4622,short,30,0
4.8023,7.07,4.8023,short,31,1
4.0078,6.08,4.0078,short,32,2
3.4004,7.07,3.4004,short,33,3
1.5,1.12,1.5,short,34,4
1.6771,1.64,1.6771,short,35,5
1.25,0.89,1.25,short,36,6
4.3732,2.24,4.3732,short,37,7
3.4004,1.48,3.4004,short,38,8
3.8243,1.59,3.8243,short,39,9
2.4622,14.0,2.4622,short,40,0
4.8023,7.78,4.8023,short,41,1
4.0078,3.61,4.0078,short,42,2
3.4004,3.0,3.4004,short,43,3
1.5,1.12,1.5,short,44,4
1.6771,1.75,1.6771,short,45,5
1.25,0.88,1.25,short,46,6
4.3732,3.61,4.3732,short,47,7
3.4004,2.5,3.4004,short,48,8
3.8243,2.5,3.8243,short,49,9
4.423,14.0,4.423,medium,0,0
6.8648,6.8,6.8648,medium,1,1
5.8363,7.1,5.8363,medium,2,2
5.3502,4.8,5.3502,medium,3,3
3.5532,6.3,3.5532,medium,4,4
3.5089,6.5,3.5089,medium,5,5
3.1623,4.2,3.1623,medium,6,6
6.5192,10.2,6.5192,medium,7,7
5.3502,7.8,5.3502,medium,8,8
5.8149,6.8,5.8149,medium,9,9
4.423,14.0,4.423,medium,10,0
6.8648,6.6,6.8648,medium,11,1
5.8363,6.8,5.8363,medium,12,2
5.3502,4.8,5.3502,medium,13,3
