correct,response,range_category,trial
2.5,3.6,short,0
4.8023,6.0,short,1
3.9051,5.59,short,2
3.4004,4.3,short,3
1.6008,2.5,short,4
1.6008,1.25,short,5
1.25,1.25,short,6
4.4721,7.07,short,7
3.4004,4.3,short,8
3.9051,5.59,short,9
2.5,4.03,short,10
4.8023,5.83,short,11
3.9051,5.59,short,12
3.4004,4.03,short,13
1.6008,2.5,short,14
1.6008,2.5,short,15
1.25,1.25,short,16
4.4721,7.07,short,17
3.4004,4.03,short,18
3.9051,5.59,short,19
2.5,4.03,short,20
4.8023,8.05,short,21
3.9051,6.4,short,22
3.4004,5.38,short,23
1.6008,2.06,short,24
1.6008,2.06,short,25
1.25,1.25,short,26
4.4721,7.07,short,27
3.4004,5.38,short,28
3.9051,6.4,short,29
2.5,3.6,short,30
4.8023,5.0,short,31
3.9051,4.7,short,32
3.4004,3.9,short,33
1.6008,1.6,short,34
1.6008,1.3,short,35
1.25,1.25,short,36
4.4721,5.1,short,37
3.4004,3.9,short,38
3.9051,4.7,short,39
2.5,3.2,short,40
4.8023,7.5,short,41
3.9051,4.8,short,42
3.4004,4.5,short,43
1.6008,1.5,short,44
1.6008,1.25,short,45
1.25,1.25,short,46
4.4721,7.1,short,47
3.4004,4.5,short,48
3.9051,4.8,short,49
4.4721,5.0,medium,0
6.8237,7.0,medium,1
5.9634,5.0,medium,2
5.3852,6.0,medium,3
3.6056,5.0,medium,4
3.6056,5.0,medium,5
3.25,4.0,medium,6
6.5,8.0,medium,7
5.3852,6.0,medium,8
5.831,5.0,medium,9
4.4721,8.0,medium,10
6.8237,8.75,medium,11
5.9634,7.75,medium,12
5.3852,7.0,medium,13
3.6056,5.0,medium,14
3.6056,5.0,medium,15
3.25,4.75,medium,16
6.5,9.5,medium,17
5.3852,7.0,medium,18
5.831,6.0,medium,19
4.4721,7.07,medium,20
6.8237,8.06,medium,21
5.9634,5.06,medium,22
5.3852,6.32,medium,23
3.6056,5.0,medium,24
3.6056,5.39,medium,25
3.25,5.03,medium,26
6.5,8.3,medium,27
5.3852,6.32,medium,28
5.831,5.83,medium,29
4.4721,5.0,medium,30
6.8237,7.0,medium,31
5.9634,5.0,medium,32
5.3852,6.0,medium,33
3.6056,5.0,medium,34
3.6056,4.0,medium,35
3.25,4.0,medium,36
6.5,8.0,medium,37
5.3852,6.0,medium,38
5.831,5.0,medium,39
4.4721,5.0,medium,40
6.8237,7.0,medium,41
5.9634,5.0,medium,42
5.3852,6.0,medium,43
3.6056,3.0,medium,44
3.6056,3.0,medium,45
3.25,3.0,medium,46
6.5,8.0,medium,47
5.3852,6.0,medium,48
5.831,5.0,medium,49
6.5,10.0,long,0
8.8353,10.0,long,1
7.9412,10.0,long,2
7.433,9.0,long,3
5.6569,5.0,long,4
5.6569,5.0,long,5
5.2202,6.0,long,6
8.4595,10.0,long,7
7.433,9.0,long,8
7.8262,10.0,long,9
6.5,8.6,long,10
8.8353,7.0,long,11
7.9412,8.1,long,12
7.433,6.4,long,13
5.6569,5.0,long,14
5.6569,5.0,long,15
5.2202,6.4,long,16
8.4595,8.1,long,17
7.433,6.4,long,18
7.8262,8.6,long,19
6.5,9.0,long,20
8.8353,10.5,long,21
7.9412,9.25,long,22
7.433,7.5,long,23
5.6569,5.0,long,24
5.6569,5.0,long,25
5.2202,6.5,long,26
8.4595,8.25,long,27
7.433,7.5,long,28
7.8262,9.5,long,29
6.5,10.0,long,30
8.8353,14.75,long,31
7.9412,10.0,long,32
7.433,6.5,long,33
5.6569,7.0,long,34
5.6569,7.0,long,35
5.2202,6.5,long,36
8.4595,9.5,long,37
7.433,6.5,long,38
7.8262,10.0,long,39
6.5,8.5,long,40
8.8353,10.5,long,41
7.9412,9.25,long,42
7.433,7.5,long,43
5.6569,6.0,long,44
5.6569,6.0,long,45
5.2202,6.5,long,46
8.4595,8.25,long,47
7.433,7.5,long,48
7.8262,7.5,long,49
