group,response_mean,response_var,correct_mean,correct_var,range_category
0,5.0485282,9.3904544309762,2.8284,0.0,short
1,5.6,9.8,5.0,0.0,short
2,3.8,12.7,4.2426,0.0,short
3,5.6,9.8,3.6056,0.0,short
4,3.9683100000000002,9.315566380499998,2.2361,0.0,short
5,4.6472,11.0043392,2.2361,0.0,short
6,3.5300136,10.6736040049248,1.4142,0.0,short
7,5.2,9.2,5.0,0.0,short
8,5.2,9.2,3.6056,0.0,short
9,5.6,9.8,4.2426,0.0,short
0,6.2,1.2000000000000002,5.0,0.0,medium
1,6.472799999999999,0.7536992,7.0710999999999995,0.0,medium
2,6.760599999999999,0.10746179999999983,6.4031,0.0,medium
3,6.263,1.0308449999999998,5.6569,0.0,medium
4,5.8966,2.2827977999999995,4.2426,0.0,medium
5,5.3446,2.2836257999999994,4.2426,0.0,medium
6,5.6432,3.4517012000000005,3.6056,0.0,medium
7,6.638800000000001,0.2802672,7.0710999999999995,0.0,medium
8,6.277,1.0576199999999998,5.6569,0.0,medium
9,6.760599999999999,0.10746179999999997,6.4031,0.0,medium
0,10.48,65.95200000000001,7.0710999999999995,0.0,long
1,7.444,0.9856800000000003,9.2195,0.0,long
2,15.844,344.46167999999994,8.4853,0.0,long
3,7.324,0.19683,7.8102,0.0,long
4,6.4634,0.5398877999999999,5.6569,0.0,long
5,13.2634,240.8620878,5.6569,0.0,long
6,13.2634,240.8620878,5.6569,0.0,long
7,7.0562,0.2513371999999999,8.4853,0.0,long
8,7.486,0.19682999999999995,7.8102,0.0,long
9,7.042,0.25181999999999993,8.4853,0.0,long
